hash,time,message,keyword_buggy,human_buggy,fastread_buggy
442646be1,2015-07-14 18:10:12,Label version 1.1.0,0,,0
8378b1028,2015-07-15 13:48:46,Merge upstream/master v1.1.0,0,,0
2878f9ae0,2015-07-15 13:59:46,Fix failing unit tests for new Mie potential,1,,1
708c7788e,2015-07-15 14:38:05,Merge nlist_asymm,0,,0
49ee9999e,2015-07-15 14:38:35,Expand Mie unit tests for multi nlists,0,,0
177247bf2,2015-07-15 14:40:25,Merge tag 'v1.1.0' into per_type_ghosts,0,,0
21d7b49fe,2015-07-16 12:16:45,only rename tmp file on root rank,0,,0
445f21432,2015-07-16 15:55:06,improve hoomd_script.meta doxygen docs,0,,0
d91bff57f,2015-07-16 16:38:31,Add syntax highlighting to README example,0,,0
35b4afbcc,2015-07-16 17:13:58,make sure xml dump writers are tested for all of the file processing they are supposed to do,0,,0
4655aabf7,2015-07-17 21:49:56,fixes #77 normalize analyze.log quantities to strings before appending,1,,0
6ea5ec854,2015-07-20 09:54:50,Merged in fix_xml_restart (pull request #65),0,,0
7be39a8b4,2015-07-20 09:59:21,Merged in meta_doc (pull request #66),0,,0
c3261fe39,2015-07-20 10:05:30,Merge pull request #13 from ctk3b/patch-1,0,,0
d9c21a530,2015-07-20 10:28:08,Add missing entries to change log,0,,0
0ce6621b5,2015-07-20 11:17:42,Update unit tests,0,,0
2e6de0c06,2015-07-21 08:57:51,Tagging v1.1.1,0,,0
cbcce58fc,2015-07-22 08:02:41,Fix test_pair_set_energy on numpy < 1.9.0,1,,1
e3ddc449f,2015-07-23 15:23:08,Fix ghost layer width <-> box size checking,1,,1
b0f5055db,2015-07-29 11:14:12,Merge tag 'v1.1.1' into nlist_asymm,0,,0
684d7cdce,2015-07-29 15:04:52,Add unit test for empty types,0,,0
f259da8c8,2015-07-30 16:51:11,Fix a bug in GPU tree neighborlists when there are types with no particles,1,,1
6d003bdb3,2015-07-31 10:00:20,Add unit test and bug fixes for adding new particle types,1,,1
a05219cbf,2015-07-31 10:07:35,Rename define for particles per leaf,0,,0
2b06a41b0,2015-07-31 10:35:02,Merge in bug fixes from nlist_asymm,1,,1
ee06d5f3c,2015-08-04 18:02:13,update analyze.log.set_params() and add test,0,,0
70e98e71d,2015-08-10 11:15:32,Merge branch 'maint' into handle_log_quantities,0,,0
8c23fcf33,2015-08-10 11:16:02,Merged in handle_log_quantities (pull request #69),0,,0
e0438a3b1,2015-08-10 15:13:07,Update change log,0,,0
9dcf04269,2015-08-11 08:20:56,Merge branch 'maint',0,,0
0ac3b6b87,2015-08-11 12:15:15,Use CUDA device properties to find maximum texture width,0,,0
e092e8e39,2015-08-11 12:49:11,Remove incorrect update_coeffs from pair.table,0,,0
5b3ec315f,2015-08-11 13:09:21,Really fix the pair.table bug,1,,1
f110fc31b,2015-08-12 08:55:19,Fix incorrect data type for nlist gpu binned shmem,1,,1
6fdadbc28,2015-08-12 09:55:50,Add CMake install for cub,0,,0
397c07474,2015-08-12 13:51:08,Merge pull request #9 from mphoward/nlist_asymm,0,,0
ec735210d,2015-08-12 13:54:56,Update change log for BVH tree merge,0,,0
210b568fb,2015-08-12 15:02:57,Merge upstream/master into multi_nlist,0,,0
af868ad7a,2015-08-12 15:03:09,Update nlist documentation,0,,0
d333d9c0d,2015-08-13 15:53:52,Merge upstream/master into per_type_ghosts,0,,0
42e94f7e5,2015-08-13 19:25:23,GPU evaluator updated for new CUDA template,0,,0
2ddc15149,2015-08-14 12:48:24,Fixing compilation of unit tests with boost 1.59.0,1,,0
512cd76b8,2015-08-14 13:42:40,Add balanced domain decomposition class,0,,0
3b5a69ec6,2015-08-14 13:42:57,Add C++ unit tests for balanced domain decomposition,0,,0
d62269182,2015-08-14 17:31:06,Add balanced domain decomposition to python module and assorted bug fixes,1,,1
7ec98df31,2015-08-17 07:05:23,Merge branch 'maint' into fix_check_ghost_layer,0,,0
7062c5d5b,2015-08-17 13:13:10,Merge branch 'master' into aniso_int_new,0,,0
09d3456a9,2015-08-17 14:11:20,Fix bug for insufficient contextual information for templated kernels in gcc 4.4,1,,1
1fc86e73f,2015-08-17 15:07:12,Updated xml unit test to use ArrayHandles instead of convenience functions,0,,0
899f47e8f,2015-08-17 15:19:17,Fix a bug sizing the local box,1,,1
9ae0c3832,2015-08-17 15:21:47,Updated Gay-Berne unit test to use tree neighbor list,0,,0
5e6114f8f,2015-08-18 09:48:04,Bump CUB version to 1.4.1,0,,0
01db8621d,2015-08-18 10:11:38,Fix compile error for cuda < 6.5,1,,1
0dc58eaaf,2015-08-18 10:53:44,Squash CUB maybe uninitialized warning in radix sort,0,,0
d228a8e29,2015-08-18 11:01:13,Fix typo in comment,1,,0
704905914,2015-08-18 13:46:52,Update temporary storage allocation to match requirements for small problems,1,,0
b01c9e01f,2015-08-18 13:50:02,Don't overwrite returned tmp_storage_bytes during allocation in case CUB interface changes in future,0,,0
414f727a6,2015-08-19 09:58:18,added callback capability to dump.pos,0,,0
3696c6465,2015-08-19 10:33:49,Made integrate.npt error out when given an empty particle group,1,,0
306fd73c0,2015-08-19 14:51:02,Add prototype of LoadBalancer and unit test shell,0,,0
904c7f0f3,2015-08-19 16:52:00,Add load imbalance reduction method and refactor skeleton,0,,0
4e887d7fd,2015-08-20 10:01:28,Fixed compiler warning for initialization list member order,1,,0
ac695a7fc,2015-08-20 10:49:59,Fixed NVT test not being run,1,,0
3d9e37cf6,2015-08-24 15:58:44,Fields global parameter added,0,,0
1654f71d7,2015-08-25 14:28:01,Adding field parameter type and making the changes through out the code,0,,0
063874bf1,2015-08-25 14:44:47,added field type to gpu kernels fixed compiler errors,1,,0
fe429b14c,2015-08-26 16:53:28,Add BVLS to compute load balancing adjustments (note: eigen is required but not bundled yet pending discussion with @joaander  so commit will not compile),0,,0
e8ce95981,2015-08-27 08:41:49,Merged in mphoward/hoomd-blue/fix_gcc4.4_errors (pull request #72),0,,0
e1f96d406,2015-08-27 08:42:24,Merged in fix_check_ghost_layer (pull request #68),0,,0
ceed88237,2015-08-27 08:43:25,Merged in mphoward/hoomd-blue/upgrade_cub (pull request #73),0,,0
8822346d4,2015-08-27 08:44:35,Merged in fix_boost_1_59_0 (pull request #70),0,,0
56ff37cfe,2015-08-27 09:14:45,Add per-type MPI support to the neighbor lists,0,,0
4ee002092,2015-08-27 09:40:59,Add Eigen 3.2.5,0,,0
6c7f81bd5,2015-08-27 09:41:24,Merge branch 'eigen' into load_balance,0,,0
20ba4e57e,2015-08-27 09:48:00,Add CUB license to credits,0,,0
482191868,2015-08-27 10:01:59,Add Eigen license credit,0,,0
b9775a641,2015-08-27 10:02:10,Merge branch 'eigen' into load_balance,0,,0
f9e001619,2015-08-27 14:43:43,Merged in mphoward/hoomd-blue/upgrade_cub (pull request #74),0,,0
793194756,2015-08-27 14:44:30,Merged in mphoward/hoomd-blue/per_type_ghosts (pull request #59),0,,0
901b0e7c5,2015-08-27 15:47:32,Add domain resizing algorithms,0,,0
7898fe1b9,2015-08-28 11:01:38,Add evaluator template for potentials on walls,0,,0
e8077c340,2015-08-28 14:47:36,Add meta data output for pos-writer.,0,,0
3cea9e026,2015-08-28 15:26:32,Fixed references to num_util functions,1,,0
8b62e7115,2015-08-28 15:37:05,Fixed num_util.cc and num_util.h to avoid boost::python::numeric::array usage,1,,0
b41dcec15,2015-08-28 15:54:57,Fixed minor typo in num_util.cc,1,,0
5dabf65fa,2015-08-28 15:56:26,fixed num_util reference in potential pairs and undid bad changes in particledata,1,,0
44ed38fd2,2015-08-28 15:57:05,Merge branch 'num_util_numericarrayfix' of https://bitbucket.org/glotzer/hoomd-blue into num_util_numericarrayfix,0,,0
5bda5021c,2015-08-28 15:57:33,Merge branch 'num_util_numericarrayfix' of https://bitbucket.org/glotzer/hoomd-blue into num_util_numericarrayfix,0,,0
dfe4f621a,2015-08-28 16:01:44,that mistake wasn't actually a mistake... oops,0,,0
42abd9ded,2015-08-28 16:02:04,Merge branch 'num_util_numericarrayfix' of https://bitbucket.org/glotzer/hoomd-blue into num_util_numericarrayfix,0,,0
c04dc2f40,2015-08-28 16:50:28,Change minimum domain size to a hard constraint,0,,0
e2cfe32e4,2015-08-31 12:54:26,Removed implicit usage of boost::python from num_util.cc,0,,0
2521b4b96,2015-08-31 18:04:03,Newwalls struct  and wall evaluator implement,0,,0
3b1aa7569,2015-09-01 11:16:28,Update change log,0,,0
dc2eac55f,2015-09-01 11:18:24,Update credits,0,,0
fe814e9b1,2015-09-01 14:06:34,Merged maint into walls_ext,0,,0
82f7f8cb2,2015-09-01 15:43:25,Fix merge conflict from per-type MPI branch,1,,1
621044f3d,2015-09-01 15:56:51,Update LoadBalancer and balanced DD interface * Add/update Python wrapper * Write shells of Python unittests for new interface * Update C++ unit tests for new interface,0,,0
7efcc6016,2015-09-01 16:25:06,Add interface for setting load balancing parameters,0,,0
47457e3a5,2015-09-01 17:13:42,Add shell for load balancing on GPU,0,,0
dce422527,2015-09-01 17:15:37,Fixed compiling issues and implemented rcut and ron as params for walleval,1,,0
7a74e0bb4,2015-09-02 08:10:45,Merge pull request #10 from mphoward/multi_nlist,0,,0
c32adf1c1,2015-09-02 09:21:46,Merge branch 'maint',0,,0
edf076240,2015-09-02 15:32:55,Merged in write_metadata_dump_pos (pull request #76),0,,0
8c5168d76,2015-09-02 16:04:29,Fix communication of off rank particles for corners,1,,1
fad7e93d5,2015-09-02 17:17:26,changed name of callback to addInfo. added documentation to dump.py,0,,0
679141b6e,2015-09-02 17:24:24,Add GPU functionality for counting off rank particles,0,,0
76f78bd5f,2015-09-02 17:27:38,Merge remote-tracking branch 'upstream/master' into load_balance,0,,0
620a18a4b,2015-09-02 17:38:12,Update ghost layer width syntax,0,,0
c091377a5,2015-09-02 18:35:33,Added python interface and GPU computes,0,,0
502c6cb23,2015-09-02 21:10:25,Attempt to add walls python interface,0,,0
fead6e0fa,2015-09-03 09:11:38,Merged in num_util_numericarrayfix (pull request #77),0,,0
cbc1c3838,2015-09-03 09:12:19,Merged in pos_updater (pull request #75),0,,0
6a7136d38,2015-09-03 10:03:18,Fixed some python interface issues,1,,0
f49d6970e,2015-09-03 10:12:53,Removed r_cut from interface params,0,,0
583e2dec6,2015-09-03 11:34:26,Update change log,0,,0
834efb3bc,2015-09-03 11:35:32,Update credits,0,,0
9152e1b1b,2015-09-03 16:10:17,Refactor LoadBalancer code * Replace complicated reduction with gather and reduction on root * Add statistics counting * Add caching behavior for functions * Only migrate particles if migration is necessary * Add profiler support,0,,0
9df37a486,2015-09-03 16:14:27,boost python fixes,1,,0
d374b2b57,2015-09-04 12:23:39,Add cite.save to the doc index,0,,0
72a0a63b2,2015-09-04 13:27:07,Remove in-place exclusive sum,0,,0
3aae0016f,2015-09-04 13:45:30,Enforce a minimum temporary storage allocation as a precaution,0,,0
c3905349d,2015-09-04 13:50:00,Fix incorrect sizing of head list texture bind,1,,1
1ff3a5b99,2015-09-04 13:57:28,Sanity check the head list,0,,0
9d8115153,2015-09-07 11:19:18,Unbind textures after use in neighbor list and pair force,0,,0
63dbab2f5,2015-09-07 13:50:14,Fix shared (i j) prefix length,1,,1
77e042715,2015-09-08 13:07:44,Fix snapshot initialization with balanced decomposition,1,,1
b3612785f,2015-09-08 16:11:24,Fixed logic error,1,,1
f924783cc,2015-09-08 16:11:54,Python3 update for print,0,,0
9418e26ad,2015-09-09 14:50:11,Fix particle migration and ghost errors,1,,1
0e31a7c8a,2015-09-09 15:46:27,Restore correct box shifting for migrated particles,0,,0
84b39ad43,2015-09-09 16:05:29,Hardcoded several python interface issues,0,,0
1168cb03a,2015-09-09 17:00:36,Misc. bug fixes for balanced DD and load balancer,1,,1
63ffb904a,2015-09-09 17:00:41,Output,0,,0
d25f73d98,2015-09-09 17:03:27,Merge remote-tracking branch 'upstream/master' into eigen,0,,0
07406527a,2015-09-09 17:04:19,Merge remote-tracking branch 'upstream/master' into load_balance,0,,0
88f50bfdd,2015-09-09 19:42:12,fixed bugs  changed export  fixed pyhton api,1,,0
ba1ea8b4c,2015-09-09 19:42:12,fixed bugs  changed export  fixed pyhton api,1,,0
152870366,2015-09-10 13:31:11,Implemented python interface for all non-charged pair-potentials,0,,0
9487f167d,2015-09-10 17:04:29,Added all potentials and initialized forces properly,0,,0
6069783c5,2015-09-10 17:05:26,Added all potentials and initialized forces properly,0,,0
a96390607,2015-09-10 17:15:29,Fix merge errors,1,,1
9704383af,2015-09-10 17:30:27,Final HEAD fix,1,,1
d717e72a5,2015-09-11 07:58:44,Fix typo in pair.zbl,1,,0
7aee47d32,2015-09-11 16:31:19,Really enforce a minimum domain size in optimization,0,,0
ac8d377cf,2015-09-12 11:22:17,Fixes common libraries for plugins that are built with MPI enabled,1,,0
a0f27a84b,2015-09-13 18:22:36,Fix a problem were bond forces are computed incorrectly,1,,1
1cb6a275d,2015-09-14 13:33:38,Made Berendsen and BD thermostats issue a warning for anisotropic particles,0,,0
450abffe4,2015-09-14 15:41:14,Disable BVH trees on Fermi architecture,0,,0
ca3dd9957,2015-09-15 12:50:02,first proposed fixed,1,,0
93b0d6ae4,2015-09-15 15:02:45,Expand unit tests for load balancer  and fix minimum domain size tolerance,1,,1
783230873,2015-09-16 13:10:15,Refactor domain decomposition,0,,0
79190dbf6,2015-09-16 13:17:58,Fix typos and misses from refactor,1,,0
2b9f5f0ea,2015-09-17 15:37:50,Revise and expand documentation * Minor optimization to GPU load balancer to avoid full memcpy * Remove check on load balancing along individual dimensions,0,,0
1da349069,2015-09-17 16:19:13,Add error checking for context initialization,1,,0
c255c1cef,2015-09-17 16:36:10,Add missing status line for update.balance,0,,0
4cb9ff9c6,2015-09-21 11:23:26,Remove one time balance feature  requires too much system setup,0,,0
7671c9427,2015-09-21 11:33:13,Fix illegal memory access in PPPM,1,,1
d10ab9806,2015-09-22 14:07:40,Added constructors,0,,0
08c26f20e,2015-09-22 14:10:11,Implimented GPU code constructors,0,,0
a8e477688,2015-09-22 15:15:12,Fixed default constructors,1,,0
d06c56dc1,2015-09-22 20:44:54,fix wording in snapshot initialization error message,1,,1
44f28cb2f,2015-09-24 12:53:50,Merged in plugin_cmake_fix (pull request #78),0,,0
c8291c445,2015-09-24 12:56:26,Merged in fix_bond_boundary_conditions (pull request #79),0,,0
85efa20e9,2015-09-24 12:59:46,Merged in mphoward/hoomd-blue/disable_bvh_fermi (pull request #80),0,,0
fc9e17b9b,2015-09-24 15:08:06,Merged in m_eric_irrgang/initpy-edited-online-with-bitbucket-1442954619308 (pull request #85),0,,0
b7db85952,2015-09-24 21:39:37,Added python classes to create wall struct and fixed many minor issues,1,,0
2e66393f0,2015-09-25 10:47:33,Update change log for recent merges,0,,0
dba29dcb6,2015-09-25 13:39:55,fixed the field params,1,,0
f5dfaa1e4,2015-09-25 13:47:14,Fixed a bug where calling `restore_snapshot()` during a run zeroed potential parameters.,1,,1
2d459e9d5,2015-09-25 14:19:37,Apply non-changing ntypes fixes to all other methods that listen to the ntypes change signal,1,,0
b2991a0f5,2015-09-28 07:43:36,Remove dt from npt examples,0,,0
c9dfc1803,2015-09-28 07:50:48,Remove code tuned for compute_1x,0,,0
df30cc408,2015-09-28 08:13:05,Error out if user requests compute 1x build,1,,0
05489ff68,2015-09-28 08:14:49,Remove additional compute_1x support code.,0,,0
218879c5a,2015-09-28 08:17:41,Remove compute 1x from ExecutionConfiguration,0,,0
a05c66c1c,2015-09-28 08:39:32,Merged in remove-compute-1x (pull request #86),0,,0
c0e5fa35b,2015-09-28 09:46:05,Restoring mistaken changes to test_neighborlist,0,,0
