,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_buggy
0,package/MDAnalysis/coordinates/MOL2.py,df95ff6,2.0,2.0,2.0,1.0,19.0,3.0,11.0,5.0,3.0,13.0,13.0,360.0,71.0,166.0,25.0,141.0,132.0,0.0,0.0,149.0,22.0,127.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,3.0,0.80,34.0,34.0,34.0,22.0,1.0
1,package/MDAnalysis/coordinates/TRJ.py,df95ff6,3.0,3.0,3.0,2.0,20.0,2.0,14.0,6.0,4.0,32.0,31.0,969.0,177.0,473.0,50.0,423.0,355.0,2.0,0.0,424.0,45.0,379.0,2.0,2.0,2.0,1.0,15.0,15.0,15.0,9.0,3.0,0.75,117.0,117.0,117.0,71.0,1.0
2,package/MDAnalysis/topology/base.py,df95ff6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
3,package/MDAnalysis/topology/core.py,df95ff6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
4,package/MDAnalysis/topology/core.py,df95ff6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
5,package/MDAnalysis/core/AtomGroup.py,df95ff6,2.0,2.0,2.0,1.0,17.0,2.0,6.0,8.0,8.0,177.0,176.0,4094.0,858.0,1343.0,288.0,1038.0,1935.0,1.0,0.0,1087.0,228.0,859.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,8.0,3.0,1.44,381.0,381.0,381.0,244.0,1.0
6,package/MDAnalysis/core/units.py,df95ff6,2.0,2.0,2.0,2.0,38.0,2.0,9.0,7.0,0.0,3.0,2.0,358.0,68.0,98.0,3.0,95.0,208.0,3.0,0.0,31.0,3.0,28.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.12,8.0,8.0,8.0,6.0,1.0
7,testsuite/MDAnalysisTests/test_units.py,df95ff6,2.0,2.0,2.0,2.0,38.0,2.0,9.0,7.0,0.0,3.0,2.0,358.0,68.0,98.0,3.0,95.0,208.0,3.0,0.0,31.0,3.0,28.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.12,8.0,8.0,8.0,6.0,1.0
8,package/MDAnalysis/topology/ExtendedPDBParser.py,df95ff6,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,73.0,17.0,7.0,5.0,2.0,49.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.00,1.0,1.0,1.0,1.0,1.0
9,package/MDAnalysis/topology/ExtendedPDBParser.py,df95ff6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
10,package/MDAnalysis/topology/PrimitivePDBParser.py,df95ff6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
11,package/MDAnalysis/topology/PrimitivePDBParser.py,df95ff6,2.0,2.0,2.0,1.0,16.0,2.0,10.0,3.0,1.0,5.0,5.0,153.0,31.0,62.0,14.0,48.0,60.0,0.0,0.0,56.0,13.0,43.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,0.97,11.0,11.0,11.0,5.0,1.0
12,package/MDAnalysis/topology/base.py,df95ff6,1.0,1.0,1.0,1.0,14.0,2.0,3.0,9.0,1.0,2.0,2.0,79.0,15.0,9.0,4.0,5.0,55.0,0.0,0.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.11,2.0,2.0,2.0,2.0,1.0
13,package/MDAnalysis/topology/core.py,df95ff6,2.0,2.0,2.0,1.0,13.0,1.0,6.0,5.0,7.0,67.0,67.0,1217.0,257.0,482.0,95.0,382.0,499.0,0.0,0.0,393.0,87.0,306.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,6.0,5.0,1.04,155.0,155.0,155.0,99.0,1.0
14,package/setup.py,df95ff6,5.0,5.0,5.0,1.0,70.0,0.0,21.0,4.0,0.0,3.0,2.0,314.0,35.0,215.0,14.0,201.0,74.0,144.0,2.0,95.0,14.0,81.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,3.0,3.0,0.34,17.0,17.0,17.0,5.0,1.0
