index,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
2,ag_methods.py,1.0,1.0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,47.0,46.0,321.0,54.0,122.0,53.0,69.0,145.0,2.0,0.0,118.0,53.0,65.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.19,50.0,50.0,50.0,47.0,0.0
9,selections.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,2.0,5.0,4.0,84.0,15.0,53.0,15.0,38.0,18.0,2.0,0.0,26.0,9.0,17.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.34,8.0,8.0,8.0,5.0,0.0
10,traj_reader.py,2.0,2.0,2.0,1.0,6.0,0.0,3.0,1.0,2.0,5.0,4.0,63.0,12.0,43.0,15.0,28.0,8.0,16.0,1.0,40.0,15.0,25.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,0.19,10.0,10.0,10.0,5.0,0.0
11,KDTree.py,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,4.0,11.0,3.0,8.0,2.0,1.0,0.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,0.0
16,contacts.py,1.0,1.0,1.0,1.0,23.0,3.0,7.0,14.0,1.0,11.0,10.0,513.0,107.0,94.0,28.0,66.0,313.0,1.0,0.0,81.0,26.0,55.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,2.0,3.33,19.0,19.0,19.0,14.0,0.0
17,density.py,2.0,2.0,2.0,1.0,31.0,4.0,13.0,16.0,2.0,22.0,21.0,1044.0,196.0,282.0,49.0,233.0,589.0,1.0,0.0,253.0,42.0,211.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,3.0,2.09,53.0,53.0,53.0,34.0,0.0
18,diffusionmap.py,1.0,1.0,1.0,1.0,15.0,0.0,7.0,9.0,2.0,9.0,8.0,374.0,61.0,73.0,20.0,53.0,240.0,1.0,0.0,61.0,18.0,43.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,3.29,14.0,14.0,14.0,11.0,0.0
21,bootstrap.py,2.0,2.0,2.0,1.0,36.0,8.0,13.0,15.0,0.0,3.0,3.0,157.0,38.0,45.0,13.0,32.0,74.0,0.0,0.0,32.0,9.0,23.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,1.64,7.0,7.0,7.0,3.0,0.0
22,ClusterCollection.py,2.0,2.0,2.0,1.0,15.0,2.0,6.0,6.0,2.0,11.0,11.0,255.0,56.0,77.0,16.0,61.0,122.0,0.0,0.0,69.0,16.0,53.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,3.0,1.58,25.0,25.0,25.0,20.0,0.0
23,ClusteringMethod.py,1.0,1.0,1.0,1.0,30.0,4.0,10.0,18.0,5.0,11.0,10.0,427.0,71.0,130.0,43.0,87.0,227.0,4.0,1.0,70.0,21.0,49.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.75,16.0,16.0,16.0,11.0,0.0
