,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
0,package/MDAnalysis/coordinates/TRJ.py,2b16b6a,3.0,3.0,3.0,1.0,23.0,2.0,15.0,6.0,4.0,24.0,23.0,944.0,178.0,401.0,50.0,351.0,392.0,4.0,1.0,334.0,39.0,295.0,3.0,3.0,3.0,1.0,11.0,11.0,11.0,6.0,3.0,0.98,82.0,82.0,82.0,38.0,1.0
1,package/MDAnalysis/lib/netcdf.py,2b16b6a,2.0,2.0,2.0,1.0,16.0,1.0,10.0,4.0,2.0,46.0,45.0,1088.0,180.0,522.0,63.0,459.0,403.0,1.0,0.0,459.0,59.0,400.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,5.0,4.0,0.77,128.0,128.0,128.0,53.0,1.0
2,testsuite/MDAnalysisTests/coordinates/test_netcdf.py,2b16b6a,2.0,2.0,2.0,1.0,16.0,1.0,10.0,4.0,2.0,46.0,45.0,1088.0,180.0,522.0,63.0,459.0,403.0,1.0,0.0,459.0,59.0,400.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,5.0,4.0,0.77,128.0,128.0,128.0,53.0,1.0
3,testsuite/MDAnalysisTests/lib/test_scipy_io_netcdf.py,2b16b6a,2.0,2.0,2.0,1.0,16.0,1.0,10.0,4.0,2.0,46.0,45.0,1088.0,180.0,522.0,63.0,459.0,403.0,1.0,0.0,459.0,59.0,400.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,5.0,4.0,0.77,128.0,128.0,128.0,53.0,1.0
4,package/setup.py,2b16b6a,4.0,4.0,4.0,2.0,36.0,1.0,22.0,4.0,2.0,11.0,10.0,539.0,64.0,359.0,32.0,327.0,122.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,1.0
5,testsuite/setup.py,2b16b6a,4.0,4.0,4.0,2.0,36.0,1.0,22.0,4.0,2.0,11.0,10.0,539.0,64.0,359.0,32.0,327.0,122.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,1.0
6,testsuite/MDAnalysisTests/coordinates/test_netcdf.py,2b16b6a,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,9.0,40.0,39.0,472.0,78.0,338.0,75.0,263.0,57.0,2.0,0.0,255.0,70.0,185.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,5.0,3.0,0.17,60.0,60.0,60.0,44.0,1.0
7,testsuite/MDAnalysisTests/datafiles.py,2b16b6a,1.0,1.0,1.0,1.0,304.0,0.0,0.0,0.0,0.0,1.0,0.0,397.0,53.0,306.0,2.0,304.0,99.0,1.0,0.0,188.0,2.0,186.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.32,1.0,1.0,1.0,1.0,1.0
8,testsuite/MDAnalysisTests/lib/test_scipy_io_netcdf.py,2b16b6a,1.0,1.0,1.0,1.0,15.0,1.0,11.0,2.0,0.0,16.0,15.0,328.0,60.0,192.0,29.0,163.0,80.0,1.0,0.0,191.0,28.0,163.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,0.42,20.0,20.0,20.0,16.0,1.0
9,package/setup.py,2b16b6a,5.0,5.0,5.0,3.0,81.0,6.0,34.0,27.0,0.0,2.0,1.0,225.0,26.0,135.0,6.0,129.0,66.0,6.0,1.0,47.0,6.0,41.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,6.0,3.0,0.49,11.0,11.0,11.0,7.0,1.0
10,testsuite/setup.py,2b16b6a,5.0,5.0,5.0,3.0,81.0,6.0,34.0,27.0,0.0,2.0,1.0,225.0,26.0,135.0,6.0,129.0,66.0,6.0,1.0,47.0,6.0,41.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,6.0,3.0,0.49,11.0,11.0,11.0,7.0,1.0
11,package/MDAnalysis/lib/netcdf.py,2b16b6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
12,testsuite/MDAnalysisTests/coordinates/test_netcdf.py,2b16b6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
13,testsuite/MDAnalysisTests/lib/test_scipy_io_netcdf.py,2b16b6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
14,package/MDAnalysis/coordinates/TRJ.py,dbdaf60,3.0,3.0,3.0,1.0,25.0,2.0,16.0,7.0,4.0,24.0,23.0,914.0,168.0,430.0,52.0,378.0,343.0,2.0,0.0,332.0,39.0,293.0,2.0,2.0,2.0,1.0,10.0,10.0,10.0,8.0,3.0,0.80,81.0,81.0,81.0,41.0,0.0
15,package/setup.py,dbdaf60,4.0,4.0,4.0,2.0,36.0,1.0,22.0,4.0,2.0,11.0,10.0,540.0,63.0,360.0,32.0,328.0,124.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,0.0
16,testsuite/setup.py,dbdaf60,4.0,4.0,4.0,2.0,36.0,1.0,22.0,4.0,2.0,11.0,10.0,540.0,63.0,360.0,32.0,328.0,124.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,0.0
17,testsuite/MDAnalysisTests/coordinates/test_netcdf.py,dbdaf60,1.0,1.0,1.0,1.0,9.0,0.0,7.0,0.0,10.0,39.0,39.0,478.0,79.0,352.0,80.0,272.0,47.0,0.0,0.0,264.0,68.0,196.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,3.0,0.13,61.0,61.0,61.0,43.0,0.0
18,testsuite/MDAnalysisTests/datafiles.py,dbdaf60,1.0,1.0,1.0,1.0,302.0,0.0,0.0,0.0,0.0,1.0,0.0,395.0,53.0,304.0,2.0,302.0,98.0,1.0,0.0,187.0,2.0,185.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.32,1.0,1.0,1.0,1.0,0.0
19,package/setup.py,dbdaf60,5.0,5.0,5.0,3.0,81.0,6.0,34.0,27.0,0.0,2.0,1.0,225.0,26.0,135.0,6.0,129.0,66.0,6.0,1.0,47.0,6.0,41.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,6.0,3.0,0.49,11.0,11.0,11.0,7.0,0.0
20,testsuite/setup.py,dbdaf60,5.0,5.0,5.0,3.0,81.0,6.0,34.0,27.0,0.0,2.0,1.0,225.0,26.0,135.0,6.0,129.0,66.0,6.0,1.0,47.0,6.0,41.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,6.0,3.0,0.49,11.0,11.0,11.0,7.0,0.0
21,package/MDAnalysis/coordinates/TRJ.py,3860ccd,3.0,3.0,3.0,1.0,23.0,2.0,15.0,6.0,4.0,24.0,23.0,939.0,178.0,396.0,49.0,347.0,392.0,2.0,0.0,329.0,38.0,291.0,2.0,2.0,2.0,1.0,11.0,11.0,11.0,6.0,3.0,0.99,81.0,81.0,81.0,38.0,1.0
22,package/setup.py,3860ccd,4.0,4.0,4.0,2.0,37.0,1.0,22.0,4.0,2.0,11.0,10.0,541.0,64.0,361.0,32.0,329.0,123.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,1.0
23,testsuite/setup.py,3860ccd,4.0,4.0,4.0,2.0,37.0,1.0,22.0,4.0,2.0,11.0,10.0,541.0,64.0,361.0,32.0,329.0,123.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,1.0
24,testsuite/MDAnalysisTests/coordinates/test_netcdf.py,3860ccd,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,9.0,39.0,39.0,468.0,78.0,335.0,74.0,261.0,56.0,0.0,0.0,252.0,69.0,183.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,3.0,0.17,58.0,58.0,58.0,43.0,1.0
25,testsuite/MDAnalysisTests/core/test_atom.py,3860ccd,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,23.0,23.0,151.0,33.0,93.0,44.0,49.0,26.0,0.0,0.0,79.0,32.0,47.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.28,24.0,24.0,24.0,23.0,1.0
26,testsuite/MDAnalysisTests/core/test_atomgroup.py,3860ccd,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,17.0,173.0,172.0,1312.0,241.0,979.0,255.0,710.0,103.0,1.0,0.0,776.0,203.0,573.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,0.11,195.0,195.0,195.0,176.0,1.0
27,testsuite/MDAnalysisTests/core/test_atomselections.py,3860ccd,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,15.0,117.0,117.0,1024.0,236.0,703.0,177.0,526.0,97.0,0.0,0.0,559.0,148.0,411.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,3.0,0.14,140.0,140.0,140.0,117.0,1.0
28,testsuite/MDAnalysisTests/core/test_group_traj_access.py,3860ccd,1.0,1.0,1.0,1.0,8.0,0.0,6.0,0.0,7.0,40.0,40.0,462.0,94.0,312.0,85.0,227.0,56.0,0.0,0.0,243.0,55.0,188.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.18,50.0,50.0,50.0,40.0,1.0
29,testsuite/MDAnalysisTests/core/test_groups.py,3860ccd,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,13.0,123.0,123.0,1027.0,197.0,727.0,191.0,536.0,103.0,0.0,0.0,626.0,150.0,476.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,4.0,3.0,0.14,162.0,162.0,162.0,126.0,1.0
30,testsuite/MDAnalysisTests/core/test_index_dtype.py,3860ccd,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,17.0,17.0,92.0,22.0,44.0,24.0,20.0,26.0,0.0,0.0,39.0,22.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.59,17.0,17.0,17.0,17.0,1.0
31,testsuite/MDAnalysisTests/core/test_residue.py,3860ccd,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,4.0,59.0,9.0,28.0,16.0,12.0,22.0,0.0,0.0,21.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.79,4.0,4.0,4.0,4.0,1.0
32,testsuite/MDAnalysisTests/core/test_residuegroup.py,3860ccd,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,29.0,29.0,269.0,45.0,179.0,52.0,127.0,46.0,0.0,0.0,133.0,38.0,95.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,0.26,36.0,36.0,36.0,29.0,1.0
33,testsuite/MDAnalysisTests/core/test_segment.py,3860ccd,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,7.0,7.0,84.0,15.0,44.0,19.0,23.0,25.0,0.0,0.0,34.0,14.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.57,7.0,7.0,7.0,7.0,1.0
34,testsuite/MDAnalysisTests/core/test_segmentgroup.py,3860ccd,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,10.0,10.0,90.0,16.0,50.0,23.0,27.0,24.0,0.0,0.0,41.0,17.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.48,12.0,12.0,12.0,10.0,1.0
35,testsuite/MDAnalysisTests/core/test_topology.py,3860ccd,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,71.0,71.0,708.0,140.0,527.0,103.0,424.0,46.0,0.0,0.0,419.0,88.0,331.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,0.09,104.0,104.0,104.0,71.0,1.0
36,testsuite/MDAnalysisTests/core/test_topologyattrs.py,3860ccd,1.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,15.0,50.0,50.0,462.0,120.0,262.0,96.0,166.0,81.0,0.0,0.0,215.0,77.0,138.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,0.31,54.0,54.0,54.0,54.0,1.0
37,testsuite/MDAnalysisTests/core/test_topologyobjects.py,3860ccd,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,3.0,81.0,81.0,696.0,155.0,460.0,106.0,354.0,97.0,0.0,0.0,370.0,92.0,278.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,0.21,94.0,94.0,94.0,81.0,1.0
