,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
0,testsuite/MDAnalysisTests/analysis/test_contacts.py,91538dd,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,1.0,10.0,10.0,164.0,37.0,102.0,32.0,70.0,25.0,0.0,0.0,90.0,23.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,10.0,10.0,10.0,10.0,1.0
1,testsuite/MDAnalysisTests/analysis/test_contacts.py,605118c,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,1.0,10.0,10.0,164.0,37.0,102.0,32.0,70.0,25.0,0.0,0.0,90.0,23.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,10.0,10.0,10.0,10.0,0.0
2,testsuite/MDAnalysisTests/analysis/test_contacts.py,605118c,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,1.0,10.0,10.0,164.0,37.0,102.0,32.0,70.0,25.0,0.0,0.0,90.0,23.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,10.0,10.0,10.0,10.0,1.0
3,testsuite/MDAnalysisTests/analysis/test_contacts.py,c4df4b5,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,1.0,10.0,10.0,164.0,37.0,102.0,32.0,70.0,25.0,0.0,0.0,90.0,23.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,10.0,10.0,10.0,10.0,0.0
4,testsuite/MDAnalysisTests/analysis/test_contacts.py,c4df4b5,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,1.0,10.0,10.0,164.0,37.0,102.0,32.0,70.0,25.0,0.0,0.0,90.0,23.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,10.0,10.0,10.0,10.0,1.0
5,testsuite/MDAnalysisTests/analysis/test_contacts.py,b2262d4,1.0,1.0,1.0,1.0,11.0,2.0,8.0,1.0,1.0,10.0,10.0,164.0,37.0,102.0,32.0,70.0,25.0,0.0,0.0,90.0,23.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,10.0,10.0,10.0,10.0,0.0
6,testsuite/MDAnalysisTests/analysis/test_align.py,c853f16,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,3.0,17.0,17.0,189.0,28.0,127.0,42.0,82.0,35.0,0.0,0.0,96.0,34.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.28,17.0,17.0,17.0,17.0,1.0
7,testsuite/MDAnalysisTests/analysis/test_align.py,16fe0f7,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,3.0,17.0,17.0,191.0,28.0,129.0,42.0,84.0,35.0,0.0,0.0,96.0,34.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.27,17.0,17.0,17.0,17.0,0.0
8,package/MDAnalysis/core/AtomGroup.py,953c06d,1.0,1.0,1.0,1.0,16.0,2.0,6.0,8.0,8.0,214.0,213.0,4846.0,970.0,1630.0,369.0,1242.0,2282.0,1.0,0.0,1223.0,261.0,962.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,8.0,3.0,1.40,426.0,426.0,426.0,284.0,1.0
9,package/MDAnalysis/core/AtomGroup.py,da35a5c,1.0,1.0,1.0,1.0,16.0,2.0,6.0,8.0,8.0,214.0,213.0,4846.0,970.0,1630.0,369.0,1242.0,2280.0,1.0,0.0,1223.0,261.0,962.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,8.0,3.0,1.40,426.0,426.0,426.0,284.0,0.0
