,File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
0,package/MDAnalysis/core/AtomGroup.py,07a93b5,2.0,2.0,2.0,1.0,15.0,2.0,6.0,7.0,7.0,131.0,130.0,2817.0,576.0,868.0,189.0,679.0,1407.0,1.0,0.0,776.0,166.0,610.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,1.62,267.0,267.0,267.0,173.0,1.0
1,package/MDAnalysis/core/AtomGroup.py,2c97b9d,2.0,2.0,2.0,1.0,15.0,2.0,6.0,7.0,7.0,131.0,130.0,2821.0,577.0,870.0,189.0,681.0,1408.0,1.0,0.0,778.0,166.0,612.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,4.0,3.0,1.62,268.0,268.0,268.0,173.0,0.0
2,package/MDAnalysis/topology/DMSParser.py,2c97b9d,1.0,1.0,1.0,1.0,29.0,5.0,16.0,8.0,1.0,2.0,2.0,88.0,17.0,32.0,6.0,26.0,39.0,0.0,0.0,23.0,6.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.22,3.0,3.0,3.0,2.0,1.0
3,testsuite/setup.py,2c97b9d,3.0,3.0,3.0,1.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,114.0,21.0,60.0,5.0,55.0,36.0,4.0,1.0,15.0,5.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.60,3.0,3.0,3.0,1.0,1.0
4,package/MDAnalysis/topology/DMSParser.py,d7b0f3a,2.0,2.0,2.0,1.0,31.0,5.0,17.0,9.0,1.0,2.0,2.0,92.0,18.0,34.0,6.0,28.0,40.0,0.0,0.0,25.0,6.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.18,4.0,4.0,4.0,2.0,0.0
5,testsuite/setup.py,d7b0f3a,3.0,3.0,3.0,1.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0,21.0,61.0,5.0,56.0,36.0,4.0,1.0,15.0,5.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.59,3.0,3.0,3.0,1.0,0.0
6,package/MDAnalysis/core/AtomGroup.py,ce60476,2.0,2.0,2.0,1.0,15.0,2.0,6.0,7.0,7.0,131.0,130.0,2817.0,576.0,868.0,189.0,679.0,1407.0,1.0,0.0,776.0,166.0,610.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,1.62,267.0,267.0,267.0,173.0,1.0
7,package/MDAnalysis/topology/DMSParser.py,ce60476,1.0,1.0,1.0,1.0,29.0,5.0,16.0,8.0,1.0,2.0,2.0,88.0,17.0,32.0,6.0,26.0,39.0,0.0,0.0,23.0,6.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.22,3.0,3.0,3.0,2.0,1.0
8,package/MDAnalysis/topology/PSFParser.py,ce60476,3.0,3.0,3.0,1.0,40.0,6.0,25.0,20.0,1.0,5.0,4.0,227.0,37.0,95.0,10.0,85.0,102.0,1.0,0.0,79.0,10.0,69.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,5.0,3.0,1.07,18.0,18.0,18.0,9.0,1.0
9,testsuite/setup.py,ce60476,3.0,3.0,3.0,1.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,21.0,59.0,4.0,54.0,36.0,4.0,1.0,14.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,1.0
10,package/MDAnalysis/core/AtomGroup.py,a11ce76,2.0,2.0,2.0,1.0,15.0,2.0,6.0,7.0,7.0,131.0,130.0,2821.0,577.0,870.0,189.0,681.0,1408.0,1.0,0.0,778.0,166.0,612.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,4.0,3.0,1.62,268.0,268.0,268.0,173.0,0.0
11,package/MDAnalysis/topology/DMSParser.py,a11ce76,2.0,2.0,2.0,1.0,31.0,5.0,17.0,9.0,1.0,2.0,2.0,92.0,18.0,34.0,6.0,28.0,40.0,0.0,0.0,25.0,6.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.18,4.0,4.0,4.0,2.0,0.0
12,package/MDAnalysis/topology/PSFParser.py,a11ce76,3.0,3.0,3.0,1.0,41.0,6.0,25.0,21.0,1.0,5.0,4.0,228.0,37.0,93.0,10.0,83.0,105.0,1.0,0.0,78.0,10.0,68.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,5.0,3.0,1.13,18.0,18.0,18.0,9.0,0.0
13,testsuite/setup.py,a11ce76,3.0,3.0,3.0,1.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0,21.0,61.0,5.0,56.0,36.0,4.0,1.0,15.0,5.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.59,3.0,3.0,3.0,1.0,0.0
14,testsuite/MDAnalysisTests/test_analysis.py,a11ce76,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,6.0,27.0,27.0,276.0,33.0,186.0,56.0,128.0,62.0,0.0,0.0,172.0,51.0,121.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,2.0,0.33,36.0,36.0,36.0,30.0,1.0
15,testsuite/MDAnalysisTests/test_analysis.py,4890fd5,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,6.0,27.0,27.0,281.0,33.0,191.0,58.0,131.0,62.0,0.0,0.0,176.0,53.0,123.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,0.32,37.0,37.0,37.0,31.0,0.0
16,package/MDAnalysis/analysis/rms.py,07cf0a7,4.0,4.0,4.0,2.0,44.0,6.0,24.0,21.0,2.0,7.0,6.0,463.0,81.0,160.0,19.0,141.0,225.0,1.0,0.0,128.0,18.0,110.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,6.0,3.0,1.41,30.0,30.0,30.0,18.0,1.0
17,package/MDAnalysis/coordinates/PDB.py,07cf0a7,2.0,2.0,2.0,1.0,19.0,2.0,10.0,7.0,8.0,45.0,44.0,1368.0,275.0,508.0,71.0,437.0,620.0,2.0,0.0,463.0,67.0,396.0,2.0,2.0,2.0,1.0,15.0,15.0,15.0,10.0,4.0,1.22,131.0,131.0,131.0,83.0,1.0
18,package/MDAnalysis/core/AtomGroup.py,07cf0a7,2.0,2.0,2.0,1.0,15.0,2.0,6.0,7.0,7.0,131.0,130.0,2817.0,576.0,868.0,189.0,679.0,1407.0,1.0,0.0,776.0,166.0,610.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,1.62,267.0,267.0,267.0,173.0,1.0
19,package/MDAnalysis/core/Selection.py,07cf0a7,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,34.0,96.0,95.0,873.0,69.0,679.0,140.0,539.0,157.0,2.0,0.0,622.0,140.0,482.0,2.0,2.0,2.0,1.0,27.0,27.0,27.0,23.0,3.0,0.23,171.0,171.0,171.0,120.0,1.0
20,package/MDAnalysis/core/util.py,07cf0a7,2.0,2.0,2.0,1.0,13.0,1.0,7.0,4.0,2.0,31.0,30.0,578.0,110.0,258.0,38.0,220.0,234.0,1.0,0.0,229.0,37.0,192.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,9.0,4.0,0.91,80.0,80.0,80.0,57.0,1.0
21,testsuite/MDAnalysisTests/test_util.py,07cf0a7,2.0,2.0,2.0,1.0,13.0,1.0,7.0,4.0,2.0,31.0,30.0,578.0,110.0,258.0,38.0,220.0,234.0,1.0,0.0,229.0,37.0,192.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,9.0,4.0,0.91,80.0,80.0,80.0,57.0,1.0
22,package/MDAnalysis/topology/DMSParser.py,07cf0a7,1.0,1.0,1.0,1.0,29.0,5.0,16.0,8.0,1.0,2.0,2.0,88.0,17.0,32.0,6.0,26.0,39.0,0.0,0.0,23.0,6.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.22,3.0,3.0,3.0,2.0,1.0
23,package/MDAnalysis/topology/PSFParser.py,07cf0a7,3.0,3.0,3.0,1.0,40.0,6.0,25.0,20.0,1.0,5.0,4.0,227.0,37.0,95.0,10.0,85.0,102.0,1.0,0.0,79.0,10.0,69.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,5.0,3.0,1.07,18.0,18.0,18.0,9.0,1.0
24,testsuite/MDAnalysisTests/test_analysis.py,07cf0a7,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,6.0,27.0,27.0,276.0,33.0,186.0,56.0,128.0,62.0,0.0,0.0,172.0,51.0,121.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,2.0,0.33,36.0,36.0,36.0,30.0,1.0
25,testsuite/MDAnalysisTests/test_coordinates.py,07cf0a7,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,60.0,265.0,264.0,2107.0,404.0,1510.0,406.0,1097.0,254.0,2.0,0.0,1307.0,345.0,962.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,0.17,324.0,324.0,324.0,265.0,1.0
26,testsuite/MDAnalysisTests/test_selections.py,07cf0a7,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,5.0,48.0,48.0,276.0,58.0,185.0,64.0,121.0,36.0,0.0,0.0,176.0,59.0,117.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.19,48.0,48.0,48.0,48.0,1.0
27,testsuite/MDAnalysisTests/test_util.py,07cf0a7,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,21.0,21.0,112.0,18.0,75.0,29.0,46.0,19.0,0.0,0.0,75.0,29.0,46.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.25,23.0,23.0,23.0,21.0,1.0
28,testsuite/setup.py,07cf0a7,3.0,3.0,3.0,1.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,21.0,59.0,4.0,54.0,36.0,4.0,1.0,14.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,1.0
29,package/MDAnalysis/core/util.py,07cf0a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
30,testsuite/MDAnalysisTests/test_util.py,07cf0a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0
