index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
63,mesh_common.h,0.0,0.0,0.0,23.0,45.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,23.0,4.0,3.0,0.0,17.0,19.0,32.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0
65,fe.h,0.0,3.0,0.0,174.0,304.0,410.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,5.0,36.0,888.0,174.0,294.0,224.0,48.0,410.0,0.0,10.0,180.0,188.0,133.0,0.0,55.0,3.0,3.0,3.0,1.0,2.0,1.39,44.0,44.0,44.0,36.0,19.0
85,enum_elem_type.h,0.0,0.0,0.0,34.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,31.0,20.0,27.0,0.0,25.0,11.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,5.0
88,metis.h,0.0,0.0,0.0,5.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,0.0,0.0,0.0,12.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
89,rename.h,0.0,0.0,0.0,104.0,251.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,104.0,0.0,0.0,0.0,63.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
90,macros.h,0.0,0.0,0.0,27.0,82.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,27.0,0.0,0.0,0.0,34.0,27.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
91,defs.h,0.0,0.0,0.0,35.0,96.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,35.0,0.0,0.0,0.0,51.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
97,mesh.h,0.0,0.0,0.0,58.0,66.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,53.0,47.0,42.0,11.0,120.0,19.0,16.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,12.0
106,elem.h,1.0,3.0,0.0,117.0,166.0,300.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,29.0,582.0,98.0,112.0,76.0,50.0,267.0,80.0,27.0,167.0,173.0,64.0,30.0,79.0,6.0,6.0,6.0,1.0,2.0,2.38,35.0,35.0,35.0,29.0,26.0
129,reference_counted_object.h,2.0,6.0,0.0,29.0,24.0,58.0,1.0,1.0,1.0,1.0,8.0,0.0,3.0,0.0,1.0,2.0,110.0,25.0,13.0,4.0,0.0,58.0,6.0,9.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.46,2.0,2.0,2.0,2.0,5.0
