hash,time,message,keyword_buggy,human_buggy,fastread_buggy
746062e2,2013-07-04 17:40:57,Fixed test,1,,1
c27e93cc,2013-07-04 18:00:59,Added javadoc link,0,,0
727d1cf8,2013-07-04 18:02:52,Added external licences,0,,0
96788621,2013-07-04 18:03:42,Removed SeekableByteChannel,0,,0
4327e7a0,2013-07-08 17:56:20,implemented parallel job support in the gridengine adaptor,0,,0
2598beb1,2013-07-09 15:00:52,put generic part of GridEngine adaptor into separate package,0,,0
f55253ea,2013-07-09 23:44:36,Implementing Slurm adaptor. Can submit jobs  does not report status yet,0,,0
8e465ebc,2013-07-10 13:37:51,Refactored scripting adaptor support. Added copyright statement to all files. Added some javadoc,0,,0
36236af8,2013-07-10 17:30:41,Improved handling of command line arguments in SSH (now also supports spaces in arguments). Adding more status support to Slurm adaptor.,0,,0
ebd3cbd9,2013-07-10 21:57:31,Slurm adaptor can now get status of jobs and queues,0,,0
52c8d4c4,2013-07-11 16:37:59,Debugging Slurm adaptor. Passes almost all tests now. Also check Slurm server version.,0,,0
8acb0077,2013-07-11 22:35:58,Added sacct output to possible job status sources. Improving parser for Slurm output. Fixed code formatting.,1,,0
1b140a56,2013-07-15 14:54:32,Ignore spurious acct output on stderr if it still returns exit code 0,0,,0
eb22dc39,2013-07-22 04:05:13,Merge pull request #149 from NLeSC/feature/gridengine-parallel-jobs-2,0,,1
bf249a33,2013-07-22 13:01:02,some small fixes for slurm 2.5,1,,1
c242b66f,2013-07-24 12:49:47,added toString  hashcode and equals,0,,0
5f831f75,2013-07-25 04:59:39,Merge pull request #150 from NLeSC/feature/improved-java-jobdescription,0,,1
18c5f537,2013-07-25 05:38:46,Merge pull request #151 from NLeSC/feature/one-test-config,0,,0
37ed9b32,2013-07-25 06:12:12,Merge pull request #152 from NLeSC/feature/one-test-config,0,,1
134f3009,2013-07-25 06:41:38,Merge pull request #153 from NLeSC/feature/one-test-config,0,,1
57d7740c,2013-07-25 14:37:12,use a single test config file for all adaptor tests,0,,0
e86bf2e9,2013-07-25 15:07:13,fixed test build file to pickup system properties,1,,1
193982e2,2013-07-25 15:07:24,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into feature/one-test-config,0,,0
c4e6256b,2013-07-25 15:35:19,second attempt at fixing test build to handle system properties,1,,1
f32c357c,2013-07-25 16:15:40,Made OctopusProperties more strict (checks names  types  etc). OctopusProperties no longer extends Properties. All use of Properties changed to Map<String String>. Fixes #132. Fixes #134. Fixes #144.,1,,1
1c1f398e,2013-07-25 16:16:59,Made OctopusProperties more strict (checks names  types  etc). OctopusProperties no longer extends Properties. All use of Properties changed to Map<String String>. Fixes #132. Fixes #134. Fixes #144.,1,,1
25dd74a9,2013-07-25 16:17:15,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into develop,0,,0
0ab0712d,2013-07-25 16:46:39,Fixed properties use in GridEngine/Slurm. Added property config to tests.,1,,1
b65a1b6c,2013-07-25 17:26:46,Fixed various sonar issues.,1,,1
cb2f573a,2013-07-25 17:50:15,Do not use properties when creating filesystem in tests,0,,0
33b4b742,2013-07-26 11:04:08,properly handle sge installations without parallel environments,0,,0
6589ba55,2013-07-26 11:42:42,fixed check,1,,0
252b7d0f,2013-07-26 14:16:34,fixing some bugs,1,,1
565f785b,2013-07-26 16:22:33,bug fix in OctopusProperties  use OctopusProperties in ssh adaptor  use ssh properties in GridEngine adaptor,1,,1
b357dcd1,2013-07-28 04:14:34,Merge pull request #154 from NLeSC/feature/scripting-cleanup,0,,1
c9dec913,2013-07-29 11:24:24,Replaced keyfile and certfile in CertificateCredential by a single certfile. Fixes #155.,1,,1
ae881e84,2013-07-29 11:24:39,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into develop,0,,0
150533dd,2013-07-29 12:20:46,Fixed test for CertificateImplementation,1,,1
b0f1dee5,2013-07-29 12:22:59,Fixed test for removal of isDelete  isSymbolicLink  size,1,,1
ec7ff2f1,2013-07-29 13:39:12,Fixed several tests,1,,1
4066378f,2013-07-29 14:15:01,Fixed FileUtilsTest.,1,,1
2611e17d,2013-07-29 16:32:53,Various fixes in JobQueues and JobQueueTest.,1,,1
78fbc899,2013-07-29 16:35:28,added test status prints to logger,0,,0
2ac75589,2013-07-29 17:18:33,Fixed JobQueuesTest.,1,,1
5d508b12,2013-07-30 09:17:51,fixing sonar issues,1,,1
5f71abd0,2013-07-30 09:18:43,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into feature/scripting-cleanup,0,,0
3be73793,2013-07-30 09:49:26,testing Generated annotation with sonar,0,,0
33f828b4,2013-07-30 11:45:02,fixing sonar issues in gridengine adaptor,1,,1
d5db56ea,2013-07-30 11:47:35,fixing sonar issues in gridengine adaptor,1,,1
2c5fb6e9,2013-07-30 12:15:17,Merge pull request #158 from NLeSC/feature/scripting-cleanup,0,,1
fb6c3794,2013-07-30 13:11:01,Fixed properties extract in OctopusEngine. Fixes #156.,1,,1
0465058f,2013-07-30 13:26:52,fixing sonar issues,1,,1
