hash,time,message,keyword_buggy,human_buggy,fastread_buggy
094848cf,2013-04-05 01:24:15,Initial commit,0,,0
886211b6,2013-04-07 23:19:52,Initial Commit of new Octopus Library.,0,,0
ea200149,2013-04-08 10:14:38,Fixed typos in comments. Added bin to .gitignore,1,,0
0ff15386,2013-04-08 10:48:43,shared libs dir (empty),0,,0
1255ef92,2013-04-08 11:02:34,Fixed small javadoc issues.,1,,0
2ed1ac68,2013-04-08 18:00:23,Added JaCoCo test coverage. Implemented as ant target called 'coverage'. Will generate coverage html report in test/reports/coverage.,0,,0
30b563be,2013-04-08 18:03:09,Major changes to Job API. Its structure is now closer to the Files API.,0,,0
cc65b763,2013-04-08 21:44:49,Do not throw away *.class files. But keep in classes/ directory.,0,,0
6ecc510c,2013-04-09 03:22:36,Merge pull request #1 from NLeSC/feature/jacoco,0,,1
94cd512a,2013-04-09 03:35:04,Merge pull request #2 from NLeSC/feature/unnest_adaptors_1plusM_buildxml,0,,1
6f1723a4,2013-04-09 06:19:45,Merge pull request #3 from NLeSC/feature/local_coverage,0,,1
c0dff712,2013-04-09 08:27:05,Merge pull request #4 from NLeSC/feature/ssh-adaptor,0,,1
b208bd69,2013-04-09 11:19:16,Move classes to build/classes.,0,,0
62e89dac,2013-04-09 12:16:36,Do not group adaptors on core  additional and unstable directories  but use ant to group adaptors.,0,,0
8834107b,2013-04-09 12:18:36,Converted engine.Adaptor from interface to abstract class. Removed RECURSIVE from CopyOptions  since no adaptors support it. Added recursiveCopy to FileUtils.,0,,0
1c0ba027,2013-04-09 12:32:55,Merge branch 'develop' into feature/unnest_adaptors_1plusM_buildxml,0,,0
16dd579c,2013-04-09 12:33:56,first version that can create sessions and channels,0,,0
64ba11ba,2013-04-09 12:39:51,For code coverage the classes and sources for the local adaptor could not be found.,0,,0
b37bb598,2013-04-09 13:32:26,Added exceptions to Adaptor.filesAdaptor() and Adaptors.jobsAdaptor(),0,,0
403d2cca,2013-04-09 14:01:16,Add class/module diagrams to javadoc using https://code.google.com/p/apiviz/,0,,0
0ea92ec5,2013-04-09 15:08:51,Added eclipse code style definitions.,0,,0
d217f1fc,2013-04-09 15:11:05,Merge branch 'develop' into feature/local_coverage,0,,0
ac0efce8,2013-04-09 15:16:25,beginning of grid engine adaptor,0,,0
4db7141f,2013-04-09 15:19:25,Added properties checking to Adaptor base class. Reformatted to adhere to official NLeSC java codestyle.,0,,0
4f26d075,2013-04-09 15:26:46,Merge branch 'develop' into feature/sge-adaptor,0,,0
066ef6aa,2013-04-09 15:38:17,Added default properties to the octopus engine.,0,,0
6694e798,2013-04-09 15:50:29,fixed name,1,,0
5d3f278a,2013-04-09 15:52:07,Refactor of certificate support  make it a first-class citizen.,0,,0
3e75ce50,2013-04-09 15:53:04,"Adaptor class loader now check for ""octopus.adaptor.load"" property.",0,,0
6efb5f7b,2013-04-09 15:55:43,Adaptor class loader now tests for adaptor names to load.,0,,0
3b494a97,2013-04-09 16:07:55,source format,0,,0
3058a4f1,2013-04-09 16:11:04,Add OctopusEngineTest case.,0,,0
f3f7c2be,2013-04-09 16:22:34,Merge remote-tracking branch 'origin/feature/mock_engine' into feature/mock_engine,0,,0
14fa7809,2013-04-09 17:09:35,Fixed test to use lower case adaptor names,1,,1
8eade60f,2013-04-09 17:11:24,merged with develop version,0,,0
4ea9f970,2013-04-09 17:14:59,Changed adaptor loading scheme to use lower case names for adaptors.,0,,0
5905a963,2013-04-09 17:26:07,merged again,0,,0
faf4d551,2013-04-09 17:29:35,Merge remote-tracking branch 'origin/develop' into feature/mock_engine,0,,0
c67cfe67,2013-04-09 18:17:08,Add tests which use mockito to mock.,0,,0
4f47b14f,2013-04-09 19:58:23,Added implementations of getStatus and cancel in LocalAdaptor. Added JobStatus implementation.,0,,0
626a652a,2013-04-09 20:08:05,"Added specialized ""supports(String scheme)"" call to local adaptor that accepts null as a valid scheme.",0,,0
0bfbf29e,2013-04-09 20:18:03,working on ge adaptor,0,,0
54030037,2013-04-09 20:27:25,Added static modifier to OctopusFactory.end(),0,,0
cdfea658,2013-04-09 20:57:23,Add comment for stub reason.,0,,0
910157f1,2013-04-09 20:58:10,Add mockito library for mocking in unit tests.,0,,0
8658bfbf,2013-04-09 22:10:01,Merge branch 'develop' into feature/sge-adaptor,0,,0
0ea9a4a5,2013-04-09 22:13:45,Merge remote-tracking branch 'origin/develop' into feature/sge-adaptor,0,,0
2137d201,2013-04-10 01:31:57,Merge pull request #6 from NLeSC/feature/octopus-exception,0,,1
c97841fe,2013-04-10 04:07:41,Merge pull request #7 from NLeSC/feature/mock_engine,0,,1
e2afc3ed,2013-04-10 09:47:18,Merge pull request #8 from NLeSC/feature/document_adding_adaptor,0,,1
dc98392a,2013-04-10 09:47:55,We don't use powermock. So remove it's jar.,0,,0
03008ec6,2013-04-10 09:48:50,Add test for FilesEngine.setOwner().,0,,0
44f88f8e,2013-04-10 09:49:13,Merge remote-tracking branch 'origin/develop' into feature/mock_engine,0,,0
464f8a7e,2013-04-10 09:49:38,Merge remote-tracking branch 'origin/feature/mock_engine' into feature/mock_engine,0,,0
30c59955,2013-04-10 10:23:39,refactored exceptions,0,,0
8baa8ae0,2013-04-10 10:26:48,Merge remote-tracking branch 'origin/develop' into feature/octopus-exception,0,,0
16b1f565,2013-04-10 11:26:13,Add tests for FilesEngine.copy().,0,,0
80940c4f,2013-04-10 11:29:08,Merge remote-tracking branch 'origin/develop' into feature/mock_engine,0,,0
a6cb1f0e,2013-04-10 11:35:56,throw OctopusIOException.,0,,0
2b303733,2013-04-10 11:50:16,throwing more specific exceptions,0,,0
552d9db9,2013-04-10 11:55:29,Add test coverage for ssh adaptor.,0,,0
36380a50,2013-04-10 12:33:42,Add documentation how to add a new adaptor to the build chain.,0,,0
377b53c6,2013-04-10 13:21:01,Added support for public/private key pairs  known_hosts file. First integration test now works.,0,,0
95581b64,2013-04-10 13:22:32,Merge remote-tracking branch 'origin/feature/ssh-adaptor-3' into feature/ssh-adaptor-3,0,,0
cc23f6e2,2013-04-10 14:11:09,Moved Eclipse Java Formatter and clean Up xml files to https://github.com/NLeSC/wiki/wiki/Eclipe .,0,,0
8cde3fb4,2013-04-10 14:14:35,Merge remote-tracking branch 'origin/develop' into feature/document_adding_adaptor,0,,0
33eea710,2013-04-10 14:21:29,wrote mkdir,0,,0
85cf9c1e,2013-04-10 15:05:20,Rename package nl.esciencecenter.octopus.tests to nl.esciencecenter.octopus in src/ directory. Fixes #10.,1,,1
6b2f92a3,2013-04-10 15:18:18,Update adding_adaptor.md,0,,0
538f1777,2013-04-10 18:20:30,Almost complete overhaul of API. Should be almost OK now...,0,,0
86633fdc,2013-04-10 18:21:35,Merge branch 'develop' of ssh://git@github.com/NLeSC/octopus.git into develop,0,,0
acdf3344,2013-04-10 18:23:10,Fixed most bugs in test classes.,1,,1
61e25dcb,2013-04-10 18:26:59,Added isLocal to path.,0,,0
afb3396b,2013-04-10 18:37:46,Disabled FilesEnginesTest,0,,0
f1a6742d,2013-04-10 20:48:49,working on caching of ssh connections,0,,0
32f2e94f,2013-04-10 21:33:34,Adjust tests to use FileSystem.,0,,0
0e018d87,2013-04-10 22:59:01,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
50ce47dc,2013-04-11 01:47:59,Merge pull request #12 from NLeSC/feature/rename_test_package,0,,1
7897e99d,2013-04-11 03:12:50,Merge pull request #14 from NLeSC/feature/ssh-adaptor-3,0,,1
320c12ff,2013-04-11 07:26:46,Merge pull request #15 from NLeSC/feature/ssh-adaptor-3,0,,1
7b0954ea,2013-04-11 07:28:08,Merge pull request #16 from NLeSC/feature/test_sandbox_submit_status,0,,1
0cba7fc9,2013-04-11 07:41:25,Working on parsing xml output of SGE. The approach used now relies on the xml schema  which unfortunatelly doesn't match the actual output very well.,0,,0
afb3279a,2013-04-11 09:43:39,Merge pull request #18 from NLeSC/feature/testRelativePath,0,,1
c027f97c,2013-04-11 10:03:06,Merge remote-tracking branch 'origin/develop' into feature/rename_test_package,0,,0
3fffa715,2013-04-11 10:19:55,Merge pull request #19 from NLeSC/feature/ssh-adaptor-3,0,,1
462f0303,2013-04-11 10:46:10,Rename tests so method name of test say <method under test>_<start state>_<expected behavior>.,0,,0
c7cf7906,2013-04-11 10:49:53,Merge remote-tracking branch 'origin/develop' into feature/test_files_engine,0,,0
d73980c8,2013-04-11 10:53:06,Converted Path to RelativePath and AbsolutePath. Moved OctopusProperties to engine.,0,,0
5c5fc28f,2013-04-11 10:54:08,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into develop,0,,0
66263ba9,2013-04-11 11:05:08,working on ssh adaptor,0,,0
ef5b7a69,2013-04-11 11:07:38,in progress: new qstat parsing approach,0,,0
2c31eb97,2013-04-11 11:12:54,Merge remote-tracking branch 'origin/develop' into feature/sge-adaptor,0,,0
e9bef91a,2013-04-11 11:16:18,Merge branch 'develop' into feature/test_files_engine,0,,0
0e9c884a,2013-04-11 11:21:25,Changed newPath to use RelativePath instead of String. Added newPath with multiple relative paths as parameter.,0,,0
9032f08d,2013-04-11 11:30:29,Removed getUniqueID from public interface of FileSystem and Scheduler,0,,0
2636f849,2013-04-11 11:32:38,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
6b8bf441,2013-04-11 11:33:01,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
d744744d,2013-04-11 11:44:49,Added exceptions to files()  jobs()  credentials() calls in Adaptor.,0,,0
add2c2fc,2013-04-11 11:48:04,Merge remote-tracking branch 'origin/develop' into feature/sge-adaptor,0,,0
2145cc26,2013-04-11 12:06:30,Merged Jason's API changes  everything compiles again.,0,,0
3abfc653,2013-04-11 12:08:31,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
3009cdd5,2013-04-11 12:31:53,Merge remote-tracking branch 'origin/develop' into feature/sge-adaptor,0,,0
26032313,2013-04-11 12:54:53,Completed RelativePath implementation.,0,,0
f98ed2a9,2013-04-11 12:55:36,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into develop,0,,0
3e19cb7b,2013-04-11 13:22:59,Added copy constructor to RelativePath. Added constructor to AbsolutePathImplementation that accepts multiple RelativePaths.,0,,0
97f54d21,2013-04-11 14:36:14,Ssh credentials work again.,0,,0
e66dcd7e,2013-04-11 14:37:27,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
771ede8e,2013-04-11 14:52:54,Partially implementation of LocalAdaptor.,0,,0
eaf6fbe2,2013-04-11 14:58:00,Renamed credential implementations.,0,,0
1f933828,2013-04-11 14:58:57,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
3a307fcf,2013-04-11 14:59:15,Switched default entry point of local file system to user.home.,0,,0
4033578f,2013-04-11 15:01:03,merge,0,,0
b49fce76,2013-04-11 15:01:38,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
7869301b,2013-04-11 15:03:16,Added unit test for JobsEngine.submitJob.,0,,0
d9539f75,2013-04-11 15:05:46,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
904b8890,2013-04-11 15:11:32,Fixed local FileSystem creation. Fixed local createDirectory.,1,,1
7b4d9f1c,2013-04-11 15:12:33,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
959007db,2013-04-11 15:21:20,Fixed local scheduler URI acception.,1,,1
c6bc5cd6,2013-04-11 15:21:23,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
42f6e855,2013-04-11 15:27:44,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
aed49f06,2013-04-11 15:27:51,Fixed OctopusProperties to check if a key exists.,1,,1
c1632809,2013-04-11 15:43:27,Local jobs adaptor needs 'local:///' as location.,0,,0
31e0cc10,2013-04-11 15:47:17,Fixed properties in local adaptor.,1,,1
a8467f83,2013-04-11 15:47:19,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
21327ab5,2013-04-11 15:52:10,Fixed local scheduler retrieval,1,,1
4feb6c4e,2013-04-11 15:52:16,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
961fa1fc,2013-04-11 15:58:33,Fixed local scheduler implementation to correctly compare to job scheduler.,1,,1
4dcac9a9,2013-04-11 15:58:45,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
469ec903,2013-04-11 16:06:28,Fixed isDone in local JobStatus,1,,1
b29a7f78,2013-04-11 16:07:10,Merge remote-tracking branch 'origin/develop' into feature/test_sandbox_submit_status,0,,0
4a46b53a,2013-04-11 16:08:50,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
d89bbb8f,2013-04-11 16:12:24,Throw exception if job failed.,1,,0
58934c07,2013-04-11 16:14:38,Fixed ParallelProcess to work without stdin.,1,,1
5563c161,2013-04-11 16:19:28,Fixed path parsing in RelativePath,1,,1
a0469154,2013-04-11 16:20:31,Merge remote-tracking branch 'origin/develop' into feature/ssh-adaptor-3,0,,0
713d59e9,2013-04-11 16:24:08,implemented dir streams,0,,0
0b957108,2013-04-11 16:25:19,FileEngine now forward all calls to adaptors. No shortcuts allowed.,0,,0
