hash,time,message,keyword_buggy,human_buggy,fastread_buggy
c6e7d3a2,2016-02-07 14:59:14,Update CHANGELOG.md,0,,0
9ee0d147,2016-02-07 15:38:17,Update CHANGELOG.md and citation snippet,0,,0
6eed8626,2016-02-12 09:58:41,Push CMake requirements up to 2.8.9 and fix issue with list expansion,1,,1
2278e3d5,2016-02-12 11:41:10,Start reorganizing includes,0,,0
91caad0f,2016-02-22 15:35:20,Atom in now a POD,0,,0
4058072d,2016-02-22 15:35:52,Adapt for changes in Atom object,0,,0
a1277718,2016-02-22 17:35:58,Add a test to make sure that the invalid radius check works,0,,0
0404ec12,2016-02-23 00:34:00,Error handling now just kills execution  without throwing exceptions,1,,0
bd35f78a,2016-02-23 00:42:33,Update CHANGELOG.md,0,,0
5783bb22,2016-02-23 16:41:10,Silence warnings from PEDRA,0,,0
e45094c8,2016-02-24 00:42:30,Reorganize includes,0,,0
aee88f58,2016-02-24 15:58:31,Fix race condition when building,1,,1
72f140c2,2016-03-02 15:46:02,Copu getkw.py and pyparsing.py to build directory,0,,0
bc6640b6,2016-03-02 15:59:39,Show two different ways of definining labels,0,,0
0cea5faf,2016-03-03 09:30:02,Solvent is now a POD,0,,0
6923a5d9,2016-03-03 11:37:45,Remove surface function class.,0,,0
520ad9e5,2016-03-05 09:50:14,Add some custom overloads to cnpy functions,0,,0
5f8ff6af,2016-03-05 12:31:46,Silence some -Wsign-compare warnings,0,,0
29f8b5d2,2016-03-08 11:04:43,Modify way lenght conversions are handled.,0,,0
440fdc79,2016-03-09 00:40:48,A better printer for GePolCavity + address feature request #13.,0,,0
0f0f86ea,2016-03-09 09:07:07,Move one header file from utils directory,0,,0
368aff76,2016-03-09 10:16:41,Sphere is now a POD,0,,0
c8907d22,2016-03-09 12:02:02,Users can now select the scaling factor for the diagonal of the collocation matrices,0,,0
29a2785e,2016-03-10 09:43:55,Add 32bit known issue to change log,0,,0
5d6b3066,2016-03-10 11:55:02,Fixed default template parameter problem for non C++11 compilers,1,,1
db5b73a3,2016-03-10 18:58:33,Add more timing checkpoints to the interface,0,,0
f705ceef,2016-03-10 19:43:54,Update README.md and CHANGELOG.md,0,,0
0ce06177,2016-03-11 13:06:45,Merge branch 'release/1.x',0,,0
ecb14ad1,2016-03-11 13:34:41,Added cavity constructor from single sphere,0,,0
2b56ddfd,2016-03-22 10:39:06,Add various timing checkpoints. The standalone executable doesn't work properly with an explicitly speficied cavity,0,,0
af4387db,2016-03-22 15:04:45,Copy reference files to tests directories,0,,0
b332a027,2016-03-22 15:06:18,Merge branch 'standalone',0,,0
c26ba70a,2016-03-22 15:30:54,Fraction input tests,0,,0
c1ccdb9a,2016-03-22 20:45:57,Amend list of sources for fractined input tests,0,,0
cc7ddd02,2016-03-24 15:48:19,Reduce verbosity of Green's functions instantiation in tests,0,,0
fb69bbd1,2016-04-01 09:22:04,Merge branch 'master' into release/1.Y,0,,0
f00a6508,2016-04-05 13:48:36,Add periodic table with available radii,0,,0
d49bc4ba,2016-04-06 14:42:21,Change stop -1 to stop in Fortran host tests,0,,0
810ebb9c,2016-04-08 10:27:47,Update docs. Added periodic tables with available radii,0,,0
aeda5f45,2016-04-08 10:30:21,Better error message,1,,0
b34928f9,2016-04-08 10:47:09,Fix warning in Sphinx build up,1,,0
f189128b,2016-04-09 22:14:40,Remove IPO,0,,0
f7861b54,2016-04-09 22:16:45,Adjust a source line in .travis.yml,0,,0
3d4997f8,2016-04-09 22:30:15,Merge branch 'master' into release/1.Y,0,,0
7ef78c87,2016-04-09 22:34:56,Update CHANGELOG.md for patch,1,,0
3d0ab8f9,2016-04-09 23:37:20,Include fstream in MathUtils.hpp,0,,0
993056ca,2016-04-09 23:37:20,Include fstream in MathUtils.hpp,0,,0
4ff2435d,2016-04-13 00:20:33,Track figures with available radii,0,,0
f4e5ca3a,2016-04-13 00:27:31,Merge branch 'master' into release/1.Y,0,,0
27abea90,2016-04-27 09:08:28,Update publications list,0,,0
0effe61b,2016-05-03 15:08:17,Fix Fortran bindings,1,,0
f139385e,2016-05-31 12:38:42,Update CHANGELOG.md for v1.1.2,0,,0
661eeee2,2016-05-31 15:02:14,Fix a typo in README and CHANGELOG,1,,0
88577992,2016-06-30 17:35:56,Two preliminary fixes for the generation of large cavities.,1,,0
a8b52f5a,2016-07-03 12:38:26,Switch to robust LDLt for CPCM.,0,,0
4b142ea0,2016-07-03 15:59:48,Do not calculate inverse of T explicitly in IEFSolver,0,,0
c35b4378,2016-07-03 21:15:04,Form T^-1R explicitly,0,,0
02bf6a93,2016-07-03 21:33:44,Update CHANGELOG.md,0,,0
491780e3,2016-07-03 21:50:49,Update README.md and CHANGELOG.md for v1.1.3 release,0,,0
f16aeb2b,2016-07-03 22:00:02,Remove an item from CHANGELOG.md,0,,0
bc936be2,2016-07-05 12:37:14,Symmetrize S matrix in CPCMSolver,0,,0
fb141c24,2016-07-05 13:10:39,Revert to storing T and R explicitly instead of computing T^-1R,0,,0
671e7585,2016-07-05 15:53:44,Solve two linear systems of equations to get ASC when IEFPCM is used,0,,0
09e42df0,2016-07-05 16:15:49,Bump version and add README.md,0,,0
34d2fea4,2016-07-05 16:24:22,Complete version bump in CHANGELOG.md,0,,0
7261d7e7,2016-07-13 09:00:49,Initial work on Allinger radii,0,,0
01debb4e,2016-07-16 10:46:12,Added data for Allinger's MM3 set of radii,0,,0
f0fdbe9f,2016-07-16 10:55:06,Update the changelog,0,,0
0a275097,2016-07-18 10:02:04,Prepare for v1.1.5,0,,0
dc9adcde,2016-07-18 10:08:51,Write docs. Periodic table with radii still missing,0,,0
b3f3b6f8,2016-07-19 00:26:17,Finish up documentation,0,,0
250976c6,2016-07-19 00:31:29,Update copyright notices,0,,0
