hash,time,message,keyword_buggy,human_buggy,fastread_buggy
287f161b,2012-06-05 11:17:09,Removed implicit hydrogens functionality from Molecule objects.,0,,0
6573ee99,2012-06-05 11:39:37,Removed assorted references to implicit/explicit hydrogens.,0,,0
1033d46b,2012-06-05 16:04:04,Now storing dict of edges on Vertex and vertices on Edge.,0,,0
4f103d9f,2012-06-05 16:14:49,Added new implementation of VF2 algorithm for graph isomorphism.,0,,0
5efe1141,2012-06-05 16:37:57,Updated symmetry number functions to work with new Graph format.,0,,0
21f57576,2012-06-05 17:04:48,Added new rmgpy.molecule.adjlist module for working with adjacency lists.,0,,0
d07a1df7,2012-06-05 17:15:53,Updated Atom  Bond  and Molecule to work with new Graph format.,0,,0
744b10ca,2012-06-05 17:24:29,Updated GroupAtom  GroupBond  and Group to work with new Graph format.,0,,0
0581d153,2012-06-06 13:48:11,Updated molecule drawing functionality to work with new Graph format.,0,,0
8a9cb44a,2012-06-06 13:53:30,Updated thermo and kinetics database code to work with new Graph format.,0,,0
401c39a7,2012-06-06 15:00:21,stdout=PIPE added in Popen,0,,0
f99f64b9,2012-06-06 15:04:22,fixed wrong MOPACPM3Parser constructor signature,1,,0
43a3b948,2012-06-07 09:03:26,Merge branch 'master' into QMTP_initial,0,,1
58339907,2012-06-08 15:13:18,Allow user inputted settings for generating flux diagram.,0,,0
a5398c4c,2012-06-08 15:15:57,Merge branch 'master' of git://github.com/jwallen/RMG-Py,0,,0
80b00d17,2012-06-08 15:47:55,Fixed issue of too many edges in flux diagram for nondesired nodes.,1,,0
3c49573c,2012-06-08 16:08:55,Added atom and bond energy values for sulfur to CanTherm.,0,,0
4fe59339,2012-06-11 14:22:17,Also added sulfur handling to GaussianLog.loadGeometry().,0,,0
44e53319,2012-06-11 14:37:01,Fixed the action list to use the correct recipe,1,,0
e959ac93,2012-06-11 14:45:54,Fixed the rdkit optimization so it does not halt the simulation.,1,,0
d610cce6,2012-06-11 14:48:23,Parse TS geometry estimate for gaussian input.,0,,0
87c8ff95,2012-06-11 14:50:00,Get the correct molecules for the TS builds (2 reactants to 2 products),0,,0
ae61e8cf,2012-06-11 14:51:31,Initialize TS by merging the molecules and initializing the bounds matrix (2 to 2),0,,0
910095f3,2012-06-11 14:56:14,Build the TS bounds matrix (2 to 2),0,,0
fcc532f7,2012-06-11 14:56:53,More edits to fix errors in TS build.,1,,1
96b322e4,2012-06-11 18:55:35,Fewer calls to len() in updateUnimolecularReactionNetworks().,0,,0
e712697f,2012-06-11 19:52:49,Now storing pdep networks organized by source on CoreEdgeReactionModel.,0,,0
0cd7425f,2012-06-11 20:01:16,Only iterate over updated networks when removing reverses from core..,0,,0
a1cd5b14,2012-06-12 16:40:16,Completed TS bounds matrix for 2 to 2 reactions.,0,,0
589da2a9,2012-06-12 21:02:50,Merge commit 'f99f64b934060ebce38e7ef7b0568060ef9c976d' into 3DCoor,0,,1
b184c7dc,2012-06-12 21:16:11,Merge commit '43a3b94874b5485b33293f52e2c410efc979b409' into 3DCoor,0,,1
70e03355,2012-06-13 10:00:12,Flux diagram creation extended focused on a centralized species,0,,0
7e655550,2012-06-13 10:27:31,Merge remote-tracking branch 'origin/master' into fluxDiagram_Chosen_Species,0,,1
bea73bb0,2012-06-13 10:49:16,Fixed typo in Lindemann.isIdenticalTo() documentation,1,,0
