hash,time,message,keyword_buggy,human_buggy,fastread_buggy
c7a72806,2016-02-01 16:57:15,RMG-Py v1.0.2 release,0,,0
2518a673,2016-02-02 11:23:46,add rmgpy.scoop_framework.utilTest,0,,0
e48eccca,2016-02-02 13:14:08,Merge pull request #553 from ReactionMechanismGenerator/travisDiffModels,0,,1
f1165623,2016-02-02 16:11:53,Fix `updateReactionThresholdAndReactFlags` function for bug with filterReactions=False and pdep on,1,,1
f5cd0c23,2016-02-02 16:49:32,heptane-eg5 example: Change input file to run a slightly longer pdep example,0,,0
6dd19578,2016-02-02 17:19:31,prepend rmgpy- to created branch name,0,,0
f471f9b1,2016-02-02 17:44:41,Add git HEAD of RMG-database to output log.,0,,0
36c3ed58,2016-02-02 17:55:38,move matplotlib import to compareModelKinetics function,0,,0
be364927,2016-02-02 18:02:42,Update to version 1.0.3,0,,0
d413ed0d,2016-02-02 18:08:31,Merge pull request #560 from ReactionMechanismGenerator/databaseGit,0,,1
c0f7df64,2016-02-03 10:22:12,Print the anaconda package in log file if we cannot extract the git HEAD,0,,0
667f4c4f,2016-02-03 10:46:46,Merge pull request #561 from ReactionMechanismGenerator/rmgtestsfix,0,,1
035e858e,2016-02-03 10:48:02,Merge pull request #562 from ReactionMechanismGenerator/condaVersion,0,,1
9b09c981,2016-02-03 18:33:08,Merge pull request #563 from ReactionMechanismGenerator/fixPdepConvergence,0,,1
b74f8b2a,2016-02-03 18:35:43,Remove -q quiet flags for eg5 and eg6 because they arent triggering .travis in this repo,0,,0
67fba206,2016-02-03 21:43:14,use speciesDict to store all the unique species with labeledAtoms,0,,0
653f2d8b,2016-02-04 14:42:18,Update Release Notes  and PDF documentation for v1.0.3,0,,0
42a2be70,2016-02-04 14:43:13,Add fix to meta.yaml for unit tests on unix,1,,0
5f24a68d,2016-02-04 16:12:53,Only update react flags and enlarge edge if there are new core species added,0,,0
eb429be1,2016-02-04 16:23:54,Add an example that uses filterReactions AND pdep at the same time,0,,0
9f3e0899,2016-02-04 17:10:00,Merge pull request #565 from ReactionMechanismGenerator/anotherPdepFix,0,,1
643719b7,2016-02-04 17:12:47,RMG-Py v1.0.3 release,0,,0
f49cdad5,2016-02-12 09:40:33,set timeout for shared.getConst to 1e-9 sec in util.get,0,,0
4da226ad,2016-02-12 09:41:08,remove KeyError exception in util.get,0,,0
