Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
holocell.f90,34.0,34.0,1.0,174.0,22.0,122.0,31.0,1.0,0.0,1.0,1.0,226.0,26.0,124.0,18.0,105.0,79.0,130.0,16.0,114.0,34.0,34.0,1.0,4.0,0.64,34.0,34.0,1.0,0.0
spectral_function.f90,4.0,4.0,0.0,58.0,9.0,32.0,17.0,2.0,0.0,1.0,1.0,162.0,21.0,67.0,34.0,32.0,77.0,60.0,30.0,30.0,8.0,8.0,1.0,1.0,1.15,8.0,8.0,1.0,0.0
psp5lo.f90,8.0,8.0,1.0,137.0,20.0,63.0,54.0,1.0,0.0,1.0,1.0,189.0,23.0,65.0,19.0,45.0,103.0,57.0,15.0,42.0,8.0,8.0,1.0,3.0,1.58,8.0,8.0,1.0,0.0
findminscf.f90,6.0,6.0,1.0,98.0,16.0,64.0,18.0,1.0,0.0,1.0,1.0,160.0,22.0,66.0,22.0,43.0,74.0,53.0,16.0,37.0,6.0,6.0,1.0,3.0,1.12,6.0,6.0,1.0,0.0
mati3inv.f90,3.0,3.0,1.0,59.0,11.0,35.0,13.0,1.0,0.0,1.0,1.0,103.0,14.0,37.0,14.0,22.0,54.0,29.0,11.0,18.0,3.0,3.0,1.0,1.0,1.46,3.0,3.0,1.0,0.0
m_atprj.f90,4.0,4.0,1.0,40.0,8.0,24.0,10.0,3.0,1.0,1.0,3.0,260.0,47.0,94.0,51.0,42.0,129.0,83.0,43.0,40.0,5.0,5.0,1.0,4.0,1.37,12.0,12.0,3.0,0.0
pawdfptenergy.f90,17.0,17.0,0.0,149.0,15.0,119.0,20.0,2.0,0.0,1.0,1.0,393.0,34.0,240.0,78.0,161.0,133.0,188.0,40.0,148.0,34.0,34.0,1.0,5.0,0.55,34.0,34.0,1.0,0.0
m_elpa.f90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1381.0,225.0,438.0,8.0,0.0,790.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
defs_abitypes.f90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1834.0,228.0,1140.0,1139.0,0.0,656.0,1138.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
harmonic_thermo.f90,123.0,123.0,31.0,928.0,133.0,691.0,137.0,1.0,0.0,1.0,1.0,982.0,137.0,693.0,128.0,564.0,187.0,555.0,55.0,500.0,123.0,123.0,31.0,9.0,0.27,123.0,123.0,31.0,0.0
