Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
outvar_a_h.f90,37.0,37.0,0.0,514.0,116.0,360.0,52.0,2.0,0.0,1.0,1.0,1107.0,236.0,722.0,42.0,679.0,180.0,687.0,27.0,660.0,75.0,75.0,1.0,5.0,0.25,75.0,75.0,1.0,0.0
compute_anharmonics.f90,49.0,49.0,8.0,409.0,42.0,331.0,36.0,1.0,0.0,1.0,1.0,443.0,45.0,333.0,47.0,285.0,67.0,279.0,33.0,246.0,49.0,49.0,8.0,7.0,0.2,49.0,49.0,8.0,0.0
dfpt_nstdy.f90,27.0,27.0,2.0,248.0,32.0,170.0,49.0,2.0,0.0,1.0,1.0,594.0,68.0,342.0,114.0,227.0,194.0,287.0,68.0,219.0,54.0,54.0,4.0,6.0,0.57,54.0,54.0,4.0,0.0
outvars.f90,21.0,21.0,0.0,150.0,20.0,105.0,26.0,2.0,0.0,1.0,1.0,372.0,44.0,212.0,38.0,149.0,121.0,173.0,30.0,143.0,43.0,43.0,1.0,5.0,0.57,43.0,43.0,1.0,0.0
anaddb.f90,65.0,65.0,1.0,909.0,170.0,565.0,191.0,1.0,0.0,1.0,1.0,952.0,173.0,567.0,97.0,414.0,231.0,431.0,62.0,369.0,65.0,65.0,1.0,6.0,0.41,65.0,65.0,1.0,0.0
dtfil_init.f90,41.0,41.0,1.0,505.0,58.0,362.0,106.0,1.0,0.0,1.0,1.0,562.0,61.0,364.0,44.0,319.0,160.0,368.0,36.0,332.0,41.0,41.0,1.0,3.0,0.44,41.0,41.0,1.0,0.0
m_wfd.f90,7.0,7.0,1.0,69.0,14.0,40.0,16.0,63.0,1.0,1.0,62.0,6563.0,1171.0,2735.0,1093.0,1643.0,2824.0,2563.0,846.0,1717.0,35.0,35.0,6.0,8.0,1.03,494.0,486.0,83.0,0.0
pead_nl_loop.f90,51.0,51.0,1.0,581.0,85.0,451.0,63.0,1.0,0.0,1.0,1.0,674.0,89.0,453.0,107.0,345.0,152.0,304.0,58.0,246.0,51.0,51.0,1.0,12.0,0.34,51.0,51.0,1.0,0.0
m_phonons.f90,11.0,10.0,1.0,139.0,23.0,83.0,34.0,12.0,1.0,1.0,12.0,1974.0,315.0,1009.0,317.0,643.0,686.0,833.0,201.0,632.0,53.0,52.0,5.0,9.0,0.68,133.0,131.0,21.0,0.0
setup_screening.f90,40.0,40.0,4.0,385.0,52.0,263.0,76.0,2.0,0.0,2.0,2.0,862.0,111.0,529.0,155.0,348.0,239.0,446.0,89.0,357.0,65.0,65.0,7.0,6.0,0.45,81.0,80.0,8.0,0.0
dfpt_nstwf.f90,22.0,22.0,1.0,204.0,30.0,135.0,45.0,2.0,0.0,1.0,1.0,491.0,63.0,272.0,90.0,181.0,170.0,226.0,49.0,177.0,45.0,45.0,3.0,8.0,0.62,45.0,45.0,3.0,0.0
m_ddk.f90,4.0,4.0,1.0,61.0,13.0,33.0,15.0,4.0,1.0,1.0,4.0,479.0,96.0,178.0,102.0,75.0,211.0,170.0,88.0,82.0,7.0,7.0,1.0,4.0,1.19,16.0,16.0,4.0,0.0
sphereboundary.f90,41.0,41.0,1.0,232.0,39.0,138.0,67.0,1.0,0.0,1.0,1.0,291.0,43.0,140.0,15.0,124.0,122.0,149.0,13.0,136.0,41.0,41.0,1.0,10.0,0.87,41.0,41.0,1.0,0.0
dfpt_mkvxc_noncoll.f90,9.0,9.0,0.0,93.0,13.0,58.0,26.0,2.0,0.0,1.0,1.0,259.0,29.0,119.0,39.0,79.0,122.0,107.0,26.0,81.0,19.0,19.0,1.0,5.0,1.03,19.0,19.0,1.0,0.0
dfpt_mkrho.f90,33.0,33.0,11.0,438.0,74.0,283.0,110.0,1.0,0.0,1.0,1.0,514.0,78.0,285.0,98.0,186.0,182.0,234.0,48.0,186.0,33.0,33.0,11.0,10.0,0.64,33.0,33.0,11.0,0.0
dmft_solve.f90,10.0,10.0,1.0,232.0,31.0,121.0,86.0,2.0,0.0,1.0,1.0,516.0,66.0,244.0,53.0,190.0,219.0,211.0,45.0,166.0,21.0,21.0,3.0,2.0,0.9,21.0,21.0,3.0,0.0
nonlop_ylm.f90,115.0,115.0,0.0,448.0,32.0,358.0,77.0,2.0,0.0,1.0,1.0,1181.0,67.0,718.0,150.0,567.0,436.0,737.0,54.0,683.0,230.0,230.0,1.0,10.0,0.61,230.0,230.0,1.0,0.0
dfpt_accrho.f90,44.0,44.0,1.0,382.0,46.0,279.0,81.0,1.0,0.0,1.0,1.0,466.0,49.0,281.0,69.0,211.0,162.0,247.0,46.0,201.0,44.0,44.0,1.0,7.0,0.58,44.0,44.0,1.0,0.0
m_ifc.f90,18.0,18.0,1.0,178.0,29.0,116.0,35.0,8.0,1.0,1.0,8.0,1920.0,305.0,987.0,286.0,657.0,662.0,826.0,199.0,627.0,54.0,54.0,5.0,6.0,0.67,148.0,147.0,15.0,0.0
m_effective_potential_file.f90,16.0,16.0,3.0,166.0,22.0,118.0,25.0,15.0,1.0,1.0,15.0,3067.0,404.0,1903.0,398.0,1371.0,777.0,1544.0,251.0,1293.0,84.0,84.0,20.0,14.0,0.41,251.0,251.0,55.0,0.0
m_nctk.f90,2.0,2.0,1.0,38.0,8.0,19.0,11.0,5.0,1.0,1.0,5.0,2771.0,515.0,933.0,80.0,31.0,1363.0,114.0,78.0,36.0,6.0,6.0,1.0,3.0,1.46,14.0,14.0,5.0,0.0
m_anharmonics_terms.f90,6.0,6.0,1.0,56.0,10.0,32.0,14.0,3.0,1.0,1.0,3.0,324.0,58.0,117.0,59.0,57.0,152.0,94.0,44.0,50.0,7.0,7.0,1.0,2.0,1.3,18.0,18.0,3.0,0.0
chkvars.f90,16.0,16.0,8.0,308.0,31.0,216.0,62.0,1.0,0.0,1.0,1.0,346.0,34.0,218.0,15.0,202.0,97.0,212.0,12.0,200.0,16.0,16.0,8.0,5.0,0.44,16.0,16.0,8.0,0.0
m_cgtools.f90,8.0,8.0,1.0,67.0,11.0,39.0,16.0,44.0,1.0,1.0,44.0,4472.0,671.0,1797.0,504.0,1238.0,2062.0,1744.0,447.0,1297.0,49.0,49.0,12.0,8.0,1.15,381.0,381.0,55.0,0.0
m_dynmat.f90,20.0,20.0,2.0,128.0,19.0,81.0,28.0,32.0,1.0,1.0,32.0,5438.0,736.0,2667.0,509.0,2157.0,2117.0,2400.0,401.0,1999.0,78.0,78.0,29.0,14.0,0.79,643.0,642.0,83.0,0.0
m_pawcprj.f90,15.0,15.0,2.0,211.0,29.0,126.0,61.0,24.0,0.0,1.0,24.0,2954.0,391.0,1525.0,273.0,1159.0,1120.0,1608.0,264.0,1344.0,42.0,42.0,9.0,8.0,0.73,365.0,364.0,48.0,0.0
ddb_internalstr.f90,71.0,71.0,1.0,424.0,44.0,272.0,108.0,1.0,0.0,1.0,1.0,478.0,48.0,274.0,30.0,243.0,158.0,249.0,27.0,222.0,71.0,71.0,1.0,4.0,0.58,71.0,71.0,1.0,0.0
nonlinear.f90,43.0,43.0,0.0,585.0,69.0,380.0,142.0,2.0,0.0,1.0,1.0,1246.0,142.0,762.0,230.0,531.0,357.0,555.0,98.0,457.0,86.0,86.0,1.0,7.0,0.47,86.0,86.0,1.0,0.0
invars2.f90,387.0,387.0,2.0,1427.0,277.0,1073.0,87.0,2.0,0.0,1.0,1.0,2922.0,557.0,2148.0,112.0,2014.0,240.0,2463.0,43.0,2420.0,774.0,774.0,5.0,6.0,0.11,774.0,774.0,5.0,0.0
dfpt_dyxc1.f90,7.0,7.0,0.0,88.0,15.0,58.0,14.0,2.0,0.0,1.0,1.0,254.0,33.0,119.0,48.0,70.0,104.0,104.0,37.0,67.0,14.0,14.0,1.0,6.0,0.87,14.0,14.0,1.0,0.0
m_hamiltonian.f90,14.0,14.0,1.0,96.0,16.0,64.0,17.0,13.0,1.0,1.0,13.0,2221.0,384.0,975.0,388.0,573.0,893.0,920.0,275.0,645.0,32.0,32.0,3.0,5.0,0.92,194.0,192.0,15.0,0.0
indefo.f90,28.0,28.0,1.0,806.0,37.0,658.0,127.0,1.0,0.0,1.0,1.0,852.0,40.0,660.0,16.0,612.0,170.0,637.0,13.0,624.0,28.0,28.0,1.0,3.0,0.26,28.0,28.0,1.0,0.0
m_polynomial_term.f90,5.0,5.0,1.0,57.0,14.0,29.0,13.0,2.0,1.0,1.0,2.0,245.0,54.0,78.0,44.0,33.0,116.0,64.0,31.0,33.0,5.0,5.0,1.0,1.0,1.49,10.0,10.0,2.0,0.0
m_effective_potential.f90,9.0,8.0,1.0,110.0,17.0,71.0,22.0,25.0,1.0,1.0,25.0,3587.0,529.0,1866.0,492.0,1281.0,1218.0,1573.0,410.0,1163.0,35.0,35.0,3.0,8.0,0.65,225.0,223.0,27.0,0.0
thmeig.f90,28.0,28.0,6.0,457.0,74.0,273.0,136.0,3.0,0.0,1.0,3.0,1256.0,202.0,721.0,205.0,515.0,395.0,578.0,103.0,475.0,71.0,71.0,18.0,3.0,0.55,86.0,86.0,20.0,0.0
setup_sigma.f90,33.0,32.0,4.0,299.0,39.0,206.0,62.0,4.0,0.0,3.0,3.0,1311.0,167.0,826.0,217.0,597.0,353.0,685.0,109.0,576.0,98.0,98.0,14.0,7.0,0.43,132.0,131.0,16.0,0.0
dfpt_rhotov.f90,15.0,15.0,0.0,127.0,16.0,85.0,29.0,2.0,0.0,1.0,1.0,343.0,37.0,172.0,55.0,116.0,142.0,151.0,38.0,113.0,31.0,31.0,1.0,4.0,0.83,31.0,31.0,1.0,0.0
mover_effpot.f90,5.0,5.0,0.0,289.0,40.0,118.0,147.0,2.0,0.0,1.0,1.0,618.0,83.0,238.0,92.0,145.0,331.0,195.0,60.0,135.0,11.0,11.0,1.0,2.0,1.39,11.0,11.0,1.0,0.0
m_phgamma.f90,11.0,11.0,2.0,129.0,22.0,80.0,31.0,19.0,1.0,1.0,19.0,3099.0,520.0,1583.0,608.0,924.0,1088.0,1382.0,396.0,986.0,52.0,52.0,13.0,8.0,0.69,226.0,223.0,44.0,0.0
m_fstrings.f90,3.0,3.0,1.0,27.0,6.0,13.0,7.0,41.0,1.0,1.0,41.0,1949.0,424.0,642.0,306.0,335.0,930.0,679.0,305.0,374.0,12.0,12.0,6.0,3.0,1.45,137.0,137.0,72.0,0.0
wrtout.f90,6.0,6.0,1.0,47.0,10.0,28.0,9.0,3.0,0.0,2.0,2.0,300.0,38.0,88.0,31.0,53.0,179.0,86.0,29.0,57.0,11.0,11.0,3.0,2.0,2.03,20.0,20.0,4.0,0.0
multibinit.f90,15.0,14.0,1.0,287.0,48.0,158.0,83.0,1.0,0.0,1.0,1.0,328.0,51.0,160.0,38.0,120.0,121.0,148.0,36.0,112.0,15.0,14.0,1.0,2.0,0.76,15.0,14.0,1.0,0.0
dfpt_wfkfermi.f90,8.0,8.0,1.0,109.0,18.0,75.0,18.0,2.0,0.0,1.0,1.0,304.0,40.0,153.0,67.0,85.0,118.0,131.0,44.0,87.0,17.0,17.0,3.0,3.0,0.77,17.0,17.0,3.0,0.0
m_polynomial_coeff.f90,3.0,3.0,1.0,41.0,8.0,18.0,13.0,4.0,1.0,1.0,4.0,337.0,61.0,96.0,54.0,41.0,183.0,85.0,44.0,41.0,8.0,8.0,1.0,2.0,1.91,14.0,14.0,4.0,0.0
chkinp.f90,225.0,225.0,5.0,1626.0,147.0,1213.0,293.0,2.0,0.0,1.0,1.0,3302.0,298.0,2429.0,185.0,2225.0,632.0,2052.0,40.0,2012.0,451.0,451.0,11.0,7.0,0.26,451.0,451.0,11.0,0.0
m_hu.f90,20.0,20.0,1.0,149.0,16.0,103.0,30.0,14.0,1.0,1.0,14.0,2626.0,298.0,1499.0,307.0,1185.0,880.0,1350.0,226.0,1124.0,70.0,70.0,13.0,13.0,0.59,283.0,283.0,26.0,0.0
m_multibinit_dataset.f90,45.0,45.0,1.0,284.0,39.0,209.0,36.0,3.0,1.0,1.0,3.0,1078.0,151.0,692.0,175.0,516.0,242.0,528.0,83.0,445.0,105.0,105.0,1.0,4.0,0.35,137.0,137.0,3.0,0.0
m_sigmaph.f90,8.0,8.0,1.0,146.0,25.0,82.0,41.0,7.0,1.0,1.0,7.0,1414.0,242.0,644.0,276.0,308.0,555.0,499.0,179.0,320.0,29.0,29.0,4.0,7.0,0.86,62.0,62.0,12.0,0.0
pead_nl_mv.f90,35.0,35.0,6.0,657.0,147.0,322.0,204.0,1.0,0.0,1.0,1.0,745.0,151.0,324.0,68.0,210.0,288.0,207.0,41.0,166.0,35.0,35.0,6.0,8.0,0.89,35.0,35.0,6.0,0.0
m_atprj.f90,3.0,3.0,1.0,38.0,8.0,23.0,9.0,3.0,1.0,1.0,3.0,253.0,46.0,92.0,50.0,41.0,126.0,82.0,43.0,39.0,5.0,5.0,1.0,4.0,1.37,11.0,11.0,3.0,0.0
defs_abitypes.f90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1806.0,228.0,1112.0,1111.0,0.0,656.0,1110.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
berryphase_new.f90,166.0,166.0,14.0,1502.0,225.0,933.0,412.0,1.0,0.0,1.0,1.0,1613.0,228.0,935.0,191.0,743.0,520.0,757.0,84.0,673.0,166.0,166.0,14.0,11.0,0.56,166.0,166.0,14.0,0.0
outscfcv.f90,104.0,104.0,1.0,1016.0,154.0,718.0,180.0,1.0,0.0,1.0,1.0,1142.0,157.0,720.0,185.0,513.0,303.0,547.0,123.0,424.0,104.0,104.0,1.0,6.0,0.42,104.0,104.0,1.0,0.0
