Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
m_dyson_solver.f90,34.0,34.0,5.0,283.0,47.0,196.0,55.0,2.0,1.0,1.0,2.0,720.0,113.0,414.0,87.0,326.0,227.0,383.0,56.0,327.0,46.0,46.0,10.0,6.0,0.55,69.0,69.0,11.0,1.0
m_oscillators.f90,11.0,10.0,1.0,88.0,14.0,54.0,22.0,7.0,1.0,1.0,7.0,927.0,132.0,399.0,141.0,257.0,422.0,381.0,101.0,280.0,32.0,31.0,1.0,5.0,1.06,80.0,73.0,7.0,1.0
m_dyson_solver.f90,34.0,34.0,5.0,283.0,47.0,196.0,55.0,2.0,1.0,1.0,2.0,720.0,113.0,414.0,87.0,326.0,227.0,383.0,56.0,327.0,46.0,46.0,10.0,6.0,0.55,69.0,69.0,11.0,0.0
m_oscillators.f90,11.0,10.0,1.0,88.0,14.0,54.0,22.0,7.0,1.0,1.0,7.0,928.0,133.0,399.0,141.0,257.0,422.0,379.0,99.0,280.0,32.0,31.0,1.0,5.0,1.06,80.0,73.0,7.0,0.0
m_pimd.f90,11.0,11.0,1.0,76.0,11.0,50.0,15.0,26.0,1.0,1.0,26.0,2963.0,389.0,1369.0,377.0,991.0,1247.0,1273.0,308.0,965.0,38.0,34.0,3.0,7.0,0.91,308.0,301.0,28.0,1.0
ingeo.f90,75.0,73.0,4.0,498.0,74.0,343.0,85.0,2.0,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,584.0,51.0,533.0,150.0,146.0,8.0,7.0,0.39,150.0,146.0,8.0,1.0
multipoles_fftr.f90,16.0,16.0,1.0,131.0,16.0,89.0,27.0,1.0,0.0,1.0,1.0,175.0,19.0,91.0,29.0,61.0,68.0,92.0,24.0,68.0,16.0,16.0,1.0,5.0,0.75,16.0,16.0,1.0,1.0
m_pimd.f90,11.0,11.0,1.0,76.0,11.0,50.0,15.0,26.0,1.0,1.0,26.0,2962.0,389.0,1368.0,377.0,990.0,1247.0,1272.0,308.0,964.0,38.0,34.0,3.0,7.0,0.91,308.0,301.0,28.0,0.0
ingeo.f90,75.0,73.0,4.0,498.0,74.0,343.0,85.0,2.0,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,584.0,51.0,533.0,150.0,146.0,8.0,7.0,0.39,150.0,146.0,8.0,0.0
multipoles_fftr.f90,16.0,16.0,1.0,131.0,16.0,89.0,27.0,1.0,0.0,1.0,1.0,175.0,19.0,91.0,29.0,61.0,68.0,92.0,24.0,68.0,16.0,16.0,1.0,5.0,0.75,16.0,16.0,1.0,0.0
ingeo.f90,75.0,73.0,4.0,498.0,74.0,343.0,85.0,2.0,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,584.0,51.0,533.0,150.0,146.0,8.0,7.0,0.39,150.0,146.0,8.0,1.0
ingeo.f90,75.0,73.0,4.0,498.0,74.0,343.0,85.0,2.0,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,584.0,51.0,533.0,150.0,146.0,8.0,7.0,0.39,150.0,146.0,8.0,0.0
electrooptic.f90,35.0,35.0,1.0,218.0,45.0,148.0,31.0,1.0,0.0,1.0,1.0,279.0,49.0,150.0,25.0,124.0,88.0,140.0,18.0,122.0,35.0,35.0,1.0,7.0,0.59,35.0,35.0,1.0,1.0
m_lebedev.f90,2.0,1.0,1.0,206.0,4.0,152.0,49.0,36.0,1.0,1.0,36.0,7686.0,222.0,5535.0,376.0,5158.0,1934.0,5488.0,330.0,5158.0,34.0,3.0,7.0,1.0,0.35,78.0,42.0,42.0,1.0
dfpt_vlocal.f90,2.0,2.0,1.0,44.0,9.0,21.0,13.0,9.0,0.0,1.0,9.0,349.0,67.0,152.0,67.0,84.0,133.0,140.0,62.0,78.0,11.0,11.0,1.0,0.0,0.88,19.0,19.0,9.0,1.0
pimd_nosehoover_nvt.f90,12.0,12.0,1.0,250.0,37.0,158.0,63.0,1.0,0.0,1.0,1.0,321.0,42.0,160.0,59.0,100.0,129.0,123.0,27.0,96.0,12.0,12.0,1.0,2.0,0.81,12.0,12.0,1.0,1.0
pred_nose.f90,55.0,55.0,1.0,421.0,53.0,279.0,91.0,1.0,0.0,1.0,1.0,486.0,56.0,281.0,47.0,233.0,153.0,267.0,40.0,227.0,55.0,55.0,1.0,5.0,0.54,55.0,55.0,1.0,1.0
m_gkk.f90,26.0,26.0,13.0,476.0,85.0,313.0,91.0,1.0,1.0,1.0,1.0,578.0,100.0,337.0,170.0,158.0,157.0,273.0,101.0,172.0,26.0,26.0,13.0,5.0,0.47,26.0,26.0,13.0,1.0
m_phonon_supercell.f90,6.0,6.0,1.0,63.0,9.0,42.0,15.0,5.0,1.0,1.0,5.0,525.0,70.0,240.0,95.0,144.0,240.0,219.0,80.0,139.0,16.0,16.0,5.0,5.0,1.0,33.0,33.0,9.0,1.0
symkpt.f90,48.0,48.0,25.0,304.0,43.0,182.0,91.0,1.0,0.0,1.0,1.0,367.0,46.0,184.0,30.0,153.0,151.0,170.0,21.0,149.0,48.0,48.0,25.0,8.0,0.82,48.0,48.0,25.0,1.0
m_paw_numeric.f90,11.0,11.0,2.0,88.0,11.0,54.0,24.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24.0,4.0,5.0,0.0,103.0,99.0,18.0,1.0
m_skw.f90,10.0,10.0,1.0,83.0,13.0,51.0,18.0,9.0,1.0,1.0,9.0,1127.0,177.0,508.0,207.0,300.0,455.0,485.0,137.0,348.0,27.0,27.0,7.0,4.0,0.9,91.0,91.0,15.0,1.0
m_numeric_tools.f90,4.0,4.0,1.0,42.0,9.0,21.0,12.0,86.0,1.0,1.0,91.0,5740.0,1072.0,2033.0,929.0,1103.0,2747.0,2068.0,844.0,1224.0,35.0,29.0,29.0,4.0,1.35,371.0,346.0,154.0,1.0
outxml.f90,4.0,4.0,1.0,60.0,10.0,37.0,13.0,4.0,0.0,4.0,4.0,390.0,49.0,151.0,49.0,100.0,195.0,142.0,45.0,97.0,10.0,10.0,1.0,3.0,1.29,18.0,18.0,4.0,1.0
wvl_nl_gradient.f90,2.0,2.0,1.0,86.0,16.0,47.0,23.0,1.0,0.0,1.0,1.0,123.0,19.0,49.0,17.0,1.0,57.0,17.0,15.0,2.0,2.0,2.0,1.0,1.0,1.16,2.0,2.0,1.0,1.0
pawdenpot.f90,77.0,77.0,0.0,439.0,46.0,347.0,58.0,2.0,0.0,1.0,1.0,977.0,96.0,696.0,126.0,569.0,212.0,618.0,55.0,563.0,154.0,154.0,1.0,7.0,0.3,154.0,154.0,1.0,1.0
testfi.f90,23.0,23.0,1.0,263.0,41.0,182.0,41.0,1.0,0.0,1.0,1.0,309.0,45.0,184.0,21.0,162.0,83.0,167.0,19.0,148.0,23.0,23.0,1.0,4.0,0.45,23.0,23.0,1.0,1.0
dfpt_vtowfk.f90,25.0,25.0,2.0,231.0,30.0,160.0,42.0,2.0,0.0,1.0,1.0,587.0,64.0,323.0,119.0,203.0,206.0,271.0,70.0,201.0,50.0,50.0,5.0,4.0,0.64,50.0,50.0,5.0,1.0
pawmkrho.f90,6.0,6.0,0.0,79.0,10.0,58.0,12.0,2.0,0.0,1.0,1.0,247.0,24.0,119.0,55.0,63.0,110.0,93.0,41.0,52.0,12.0,12.0,1.0,2.0,0.92,12.0,12.0,1.0,1.0
pred_langevin.f90,84.0,84.0,1.0,663.0,86.0,412.0,172.0,1.0,0.0,1.0,1.0,715.0,89.0,414.0,63.0,350.0,221.0,380.0,40.0,340.0,84.0,84.0,1.0,7.0,0.53,84.0,84.0,1.0,1.0
m_hdr.f90,10.0,10.0,3.0,109.0,17.0,73.0,19.0,33.0,1.0,1.0,33.0,4703.0,688.0,2501.0,549.0,1507.0,1572.0,1824.0,334.0,1490.0,129.0,129.0,23.0,4.0,0.63,358.0,339.0,100.0,1.0
ddb_diel.f90,28.0,28.0,0.0,214.0,26.0,143.0,47.0,2.0,0.0,1.0,1.0,500.0,56.0,289.0,40.0,232.0,162.0,229.0,29.0,200.0,56.0,56.0,1.0,5.0,0.56,56.0,56.0,1.0,1.0
respfn.f90,95.0,95.0,0.0,843.0,98.0,634.0,121.0,2.0,0.0,1.0,1.0,1796.0,199.0,1271.0,366.0,896.0,350.0,980.0,131.0,849.0,190.0,190.0,1.0,10.0,0.28,190.0,190.0,1.0,1.0
m_gruneisen.f90,7.0,7.0,2.0,107.0,17.0,69.0,22.0,6.0,1.0,1.0,6.0,928.0,146.0,459.0,173.0,202.0,345.0,315.0,118.0,197.0,11.0,11.0,6.0,3.0,0.75,44.0,44.0,13.0,1.0
timana.f90,169.0,76.0,110.0,1645.0,171.0,1322.0,180.0,1.0,0.0,1.0,1.0,1752.0,174.0,1324.0,35.0,1258.0,284.0,1440.0,32.0,1408.0,169.0,76.0,110.0,8.0,0.21,169.0,76.0,110.0,1.0
