Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
functionals_pwscf.f90,3.0,3.0,1.0,27.0,4.0,14.0,8.0,19.0,1.0,1.0,19.0,729.0,99.0,310.0,111.0,198.0,325.0,314.0,110.0,204.0,30.0,30.0,1.0,2.0,1.05,71.0,71.0,19.0,0.0
calc_vhxc_me.f90,110.0,110.0,20.0,734.0,118.0,526.0,127.0,1.0,0.0,1.0,1.0,818.0,122.0,528.0,131.0,397.0,207.0,481.0,76.0,405.0,110.0,110.0,20.0,12.0,0.39,110.0,110.0,20.0,0.0
m_polynomial_coeff.f90,14.0,14.0,3.0,124.0,15.0,84.0,26.0,16.0,1.0,1.0,16.0,2600.0,298.0,1384.0,364.0,1019.0,936.0,1186.0,254.0,932.0,67.0,66.0,17.0,11.0,0.68,239.0,237.0,59.0,0.0
chkinp.f90,238.0,238.0,5.0,1688.0,151.0,1267.0,299.0,2.0,0.0,1.0,1.0,3425.0,305.0,2537.0,200.0,2310.0,644.0,2124.0,41.0,2083.0,477.0,477.0,11.0,7.0,0.25,477.0,477.0,11.0,0.0
m_gwdefs.f90,4.0,4.0,1.0,36.0,9.0,17.0,10.0,8.0,1.0,1.0,8.0,856.0,166.0,361.0,282.0,78.0,412.0,265.0,183.0,82.0,10.0,10.0,1.0,3.0,1.14,38.0,38.0,8.0,0.0
defs_abitypes.f90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1829.0,228.0,1135.0,1134.0,0.0,655.0,1133.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
sigma.f90,135.0,133.0,5.0,1183.0,150.0,783.0,291.0,2.0,0.0,1.0,1.0,2456.0,304.0,1569.0,391.0,1153.0,669.0,1314.0,156.0,1158.0,270.0,267.0,10.0,8.0,0.43,270.0,267.0,10.0,0.0
m_fftw3.f90,2.0,2.0,1.0,113.0,21.0,64.0,29.0,46.0,1.0,1.0,46.0,8126.0,1345.0,3322.0,629.0,205.0,3581.0,650.0,436.0,214.0,32.0,26.0,1.0,5.0,1.08,103.0,93.0,46.0,0.0
drivexc.f90,67.0,66.0,0.0,304.0,17.0,250.0,41.0,2.0,0.0,1.0,1.0,744.0,38.0,503.0,76.0,426.0,216.0,429.0,27.0,402.0,134.0,132.0,1.0,4.0,0.43,134.0,132.0,1.0,0.0
m_dtset.f90,34.0,34.0,1.0,435.0,44.0,362.0,28.0,3.0,1.0,1.0,3.0,1450.0,152.0,1103.0,110.0,988.0,200.0,993.0,33.0,960.0,68.0,68.0,1.0,7.0,0.18,104.0,104.0,3.0,0.0
gwls_polarisability.f90,6.0,6.0,1.0,162.0,47.0,76.0,39.0,4.0,1.0,1.0,4.0,803.0,214.0,334.0,91.0,242.0,265.0,311.0,74.0,237.0,22.0,22.0,1.0,7.0,0.79,25.0,25.0,4.0,0.0
prcref.f90,39.0,39.0,0.0,271.0,27.0,205.0,42.0,2.0,0.0,1.0,1.0,677.0,57.0,413.0,139.0,273.0,215.0,346.0,66.0,280.0,78.0,78.0,1.0,6.0,0.52,78.0,78.0,1.0,0.0
rhotoxc.f90,82.0,82.0,5.0,497.0,45.0,372.0,86.0,2.0,0.0,1.0,1.0,1208.0,95.0,747.0,139.0,590.0,382.0,667.0,59.0,608.0,164.0,164.0,11.0,8.0,0.51,164.0,164.0,11.0,0.0
xchybrid_ncpp_cc.f90,7.0,7.0,3.0,87.0,11.0,61.0,15.0,2.0,0.0,1.0,1.0,238.0,26.0,124.0,45.0,78.0,92.0,100.0,30.0,70.0,15.0,15.0,6.0,2.0,0.74,15.0,15.0,6.0,0.0
dummy_subroutines.f90,1.0,1.0,1.0,21.0,7.0,6.0,8.0,3.0,1.0,3.0,3.0,195.0,33.0,26.0,22.0,4.0,136.0,26.0,22.0,4.0,1.0,1.0,1.0,0.0,5.23,3.0,3.0,3.0,0.0
herald.f90,5.0,5.0,1.0,115.0,17.0,77.0,21.0,1.0,0.0,1.0,1.0,157.0,21.0,79.0,20.0,57.0,59.0,51.0,18.0,33.0,5.0,5.0,1.0,1.0,0.75,5.0,5.0,1.0,1.0
dfpt_vtowfk.f90,25.0,25.0,2.0,231.0,30.0,160.0,42.0,2.0,0.0,1.0,1.0,587.0,64.0,323.0,119.0,203.0,206.0,271.0,70.0,201.0,50.0,50.0,5.0,4.0,0.64,50.0,50.0,5.0,1.0
