Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
dfpt_nsteltwf.f90,17.0,17.0,3.0,196.0,32.0,126.0,40.0,1.0,0.0,1.0,1.0,269.0,36.0,128.0,63.0,64.0,109.0,104.0,38.0,66.0,17.0,17.0,3.0,6.0,0.85,17.0,17.0,3.0,1.0
indefo1.f90,4.0,4.0,1.0,158.0,13.0,104.0,44.0,1.0,0.0,1.0,1.0,196.0,17.0,106.0,11.0,94.0,78.0,105.0,8.0,97.0,4.0,4.0,1.0,1.0,0.74,4.0,4.0,1.0,1.0
m_screen.f90,8.0,7.0,1.0,77.0,14.0,41.0,22.0,14.0,1.0,1.0,14.0,1854.0,304.0,709.0,321.0,387.0,889.0,683.0,265.0,418.0,39.0,38.0,6.0,4.0,1.25,114.0,108.0,19.0,1.0
make_grad_berry.f90,23.0,23.0,3.0,290.0,32.0,204.0,64.0,1.0,0.0,1.0,1.0,361.0,35.0,206.0,71.0,134.0,132.0,158.0,40.0,118.0,23.0,23.0,3.0,7.0,0.64,23.0,23.0,3.0,1.0
stress.f90,28.0,28.0,0.0,256.0,22.0,173.0,64.0,2.0,0.0,1.0,1.0,638.0,48.0,348.0,85.0,262.0,250.0,311.0,57.0,254.0,57.0,57.0,1.0,4.0,0.72,57.0,57.0,1.0,1.0
m_wfk.f90,10.0,9.0,4.0,128.0,25.0,79.0,27.0,29.0,1.0,1.0,29.0,5229.0,970.0,2564.0,680.0,1031.0,1818.0,1455.0,422.0,1033.0,38.0,37.0,25.0,6.0,0.71,294.0,289.0,120.0,1.0
m_crystal.f90,5.0,5.0,1.0,54.0,10.0,31.0,12.0,9.0,1.0,1.0,9.0,890.0,168.0,335.0,176.0,158.0,401.0,299.0,128.0,171.0,17.0,17.0,3.0,3.0,1.2,50.0,50.0,11.0,1.0
calc_rpa_functional.f90,19.0,19.0,5.0,172.0,37.0,116.0,31.0,1.0,0.0,1.0,1.0,216.0,40.0,118.0,51.0,66.0,72.0,97.0,32.0,65.0,19.0,19.0,5.0,5.0,0.61,19.0,19.0,5.0,0.0
prtfatbands.f90,35.0,35.0,1.0,221.0,27.0,176.0,43.0,1.0,0.0,1.0,1.0,268.0,31.0,178.0,47.0,130.0,86.0,153.0,31.0,122.0,35.0,35.0,1.0,9.0,0.48,35.0,35.0,1.0,0.0
m_lebedev.f90,7.0,2.0,1.0,39.0,8.0,23.0,8.0,6.0,1.0,1.0,6.0,596.0,86.0,195.0,97.0,97.0,321.0,148.0,51.0,97.0,34.0,3.0,1.0,2.0,1.65,47.0,16.0,6.0,0.0
integvol.f90,12.0,12.0,1.0,96.0,18.0,68.0,10.0,1.0,0.0,1.0,1.0,138.0,21.0,70.0,20.0,49.0,49.0,66.0,17.0,49.0,12.0,12.0,1.0,4.0,0.7,12.0,12.0,1.0,0.0
m_sortph.f90,7.0,7.0,1.0,63.0,9.0,43.0,12.0,2.0,1.0,1.0,2.0,236.0,33.0,102.0,41.0,60.0,106.0,92.0,36.0,56.0,11.0,11.0,1.0,4.0,1.04,15.0,15.0,2.0,0.0
dfpt_vlocal.f90,2.0,2.0,1.0,45.0,9.0,21.0,14.0,9.0,0.0,1.0,9.0,365.0,68.0,150.0,65.0,84.0,150.0,138.0,60.0,78.0,11.0,11.0,1.0,0.0,1.0,19.0,19.0,9.0,0.0
bonds_lgth_angles.f90,11.0,11.0,3.0,115.0,18.0,72.0,24.0,3.0,0.0,1.0,2.0,377.0,56.0,210.0,45.0,164.0,114.0,172.0,30.0,142.0,34.0,34.0,10.0,0.0,0.54,35.0,35.0,11.0,0.0
hubbard_one.f90,20.0,20.0,0.0,314.0,21.0,186.0,118.0,4.0,0.0,1.0,3.0,851.0,62.0,452.0,130.0,321.0,367.0,385.0,86.0,299.0,49.0,49.0,1.0,7.0,0.81,80.0,80.0,3.0,0.0
m_phonon_supercell.f90,6.0,6.0,1.0,62.0,9.0,40.0,16.0,4.0,1.0,1.0,4.0,424.0,58.0,187.0,82.0,104.0,203.0,168.0,69.0,99.0,9.0,9.0,4.0,4.0,1.09,24.0,24.0,7.0,0.0
symkpt.f90,48.0,48.0,25.0,311.0,44.0,182.0,97.0,1.0,0.0,1.0,1.0,377.0,47.0,184.0,30.0,153.0,160.0,170.0,21.0,149.0,48.0,48.0,25.0,8.0,0.87,48.0,48.0,25.0,0.0
m_paw_numeric.f90,11.0,11.0,1.0,91.0,12.0,55.0,25.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24.0,4.0,5.0,0.0,95.0,91.0,14.0,0.0
sort_dp.f90,9.0,9.0,5.0,95.0,25.0,58.0,19.0,1.0,0.0,1.0,1.0,135.0,29.0,60.0,13.0,46.0,55.0,56.0,12.0,44.0,9.0,9.0,5.0,5.0,0.92,9.0,9.0,5.0,0.0
m_skw.f90,5.0,5.0,1.0,60.0,12.0,30.0,18.0,5.0,1.0,1.0,5.0,507.0,101.0,176.0,98.0,77.0,237.0,157.0,75.0,82.0,14.0,14.0,3.0,3.0,1.35,29.0,29.0,7.0,0.0
m_numeric_tools.f90,4.0,3.0,1.0,41.0,8.0,20.0,11.0,82.0,1.0,1.0,87.0,5373.0,1020.0,1867.0,869.0,997.0,2593.0,1917.0,802.0,1115.0,35.0,29.0,29.0,4.0,1.39,345.0,325.0,138.0,0.0
wvl_nl_gradient.f90,2.0,2.0,1.0,85.0,16.0,46.0,23.0,1.0,0.0,1.0,1.0,122.0,19.0,48.0,17.0,1.0,57.0,17.0,15.0,2.0,2.0,2.0,1.0,1.0,1.19,2.0,2.0,1.0,0.0
m_paw_finegrid.f90,18.0,18.0,1.0,134.0,16.0,92.0,30.0,27.0,0.0,0.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,279.0,275.0,6.0,8.0,0.0,511.0,507.0,33.0,0.0
m_hdr.f90,10.0,10.0,2.0,108.0,17.0,72.0,19.0,33.0,1.0,1.0,33.0,4666.0,682.0,2474.0,544.0,1489.0,1568.0,1803.0,334.0,1469.0,129.0,129.0,23.0,4.0,0.63,352.0,333.0,94.0,0.0
mlwfovlp_proj.f90,36.0,36.0,15.0,243.0,12.0,163.0,87.0,2.0,0.0,1.0,1.0,558.0,28.0,329.0,86.0,242.0,243.0,295.0,54.0,241.0,72.0,72.0,30.0,15.0,0.74,72.0,72.0,30.0,0.0
