Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
dfpt_symph.f90,27.0,27.0,3.0,205.0,23.0,153.0,46.0,1.0,0.0,1.0,1.0,253.0,27.0,155.0,33.0,121.0,90.0,127.0,18.0,109.0,27.0,27.0,3.0,6.0,0.58,27.0,27.0,3.0,1.0
mlwfovlp_projpaw.f90,20.0,20.0,5.0,187.0,12.0,107.0,74.0,2.0,0.0,1.0,1.0,447.0,27.0,217.0,69.0,147.0,218.0,185.0,47.0,138.0,40.0,40.0,10.0,9.0,1.0,40.0,40.0,10.0,1.0
xfpack_vin2x.f90,10.0,10.0,0.0,84.0,13.0,50.0,21.0,2.0,0.0,1.0,1.0,227.0,30.0,103.0,28.0,74.0,96.0,98.0,22.0,76.0,20.0,20.0,1.0,4.0,0.93,20.0,20.0,1.0,1.0
m_fstrings.f90,3.0,3.0,1.0,28.0,7.0,13.0,7.0,48.0,1.0,1.0,48.0,2298.0,494.0,759.0,354.0,404.0,1097.0,809.0,352.0,457.0,12.0,12.0,7.0,3.0,1.45,164.0,164.0,92.0,1.0
m_memeval.f90,42.0,42.0,2.0,414.0,46.0,285.0,92.0,5.0,1.0,1.0,5.0,2517.0,254.0,1443.0,243.0,1099.0,873.0,1291.0,127.0,1164.0,96.0,96.0,4.0,5.0,0.6,214.0,214.0,10.0,1.0
wfconv.f90,38.0,38.0,3.0,308.0,33.0,198.0,80.0,2.0,0.0,1.0,1.0,756.0,70.0,399.0,80.0,318.0,298.0,380.0,50.0,330.0,77.0,77.0,6.0,6.0,0.75,77.0,77.0,6.0,1.0
wrt_moldyn_netcdf.f90,13.0,13.0,1.0,355.0,55.0,215.0,85.0,1.0,0.0,1.0,1.0,408.0,58.0,217.0,25.0,26.0,135.0,51.0,22.0,29.0,13.0,13.0,1.0,4.0,0.62,13.0,13.0,1.0,1.0
rhotov.f90,27.0,27.0,0.0,237.0,32.0,145.0,63.0,2.0,0.0,1.0,1.0,590.0,68.0,293.0,70.0,222.0,240.0,255.0,53.0,202.0,55.0,55.0,1.0,6.0,0.82,55.0,55.0,1.0,1.0
multibinit.f90,32.0,32.0,1.0,447.0,70.0,265.0,114.0,1.0,0.0,1.0,1.0,491.0,73.0,267.0,49.0,216.0,155.0,222.0,42.0,180.0,32.0,32.0,1.0,4.0,0.58,32.0,32.0,1.0,1.0
conducti_nc.f90,28.0,28.0,0.0,305.0,35.0,224.0,52.0,2.0,0.0,1.0,1.0,696.0,73.0,450.0,130.0,323.0,187.0,363.0,46.0,317.0,57.0,57.0,1.0,8.0,0.42,57.0,57.0,1.0,1.0
