Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
mrggkk.f90,48.0,48.0,1.0,396.0,68.0,260.0,75.0,1.0,0.0,1.0,1.0,448.0,71.0,262.0,49.0,209.0,124.0,233.0,30.0,203.0,48.0,48.0,1.0,8.0,0.47,48.0,48.0,1.0,0.0
m_fstab.f90,8.0,8.0,1.0,91.0,17.0,54.0,22.0,5.0,1.0,1.0,5.0,731.0,131.0,314.0,139.0,174.0,308.0,283.0,102.0,181.0,22.0,22.0,1.0,5.0,0.98,44.0,43.0,5.0,0.0
timana.f90,168.0,75.0,110.0,1644.0,171.0,1321.0,180.0,1.0,0.0,1.0,1.0,1751.0,174.0,1323.0,35.0,1257.0,284.0,1438.0,32.0,1406.0,168.0,75.0,110.0,7.0,0.21,168.0,75.0,110.0,1.0
timana.f90,169.0,76.0,110.0,1645.0,171.0,1322.0,180.0,1.0,0.0,1.0,1.0,1752.0,174.0,1324.0,35.0,1258.0,284.0,1440.0,32.0,1408.0,169.0,76.0,110.0,8.0,0.21,169.0,76.0,110.0,0.0
m_gkk.f90,26.0,26.0,13.0,475.0,85.0,312.0,91.0,1.0,1.0,1.0,1.0,577.0,100.0,336.0,170.0,157.0,157.0,272.0,101.0,171.0,26.0,26.0,13.0,5.0,0.47,26.0,26.0,13.0,1.0
m_hdr.f90,10.0,10.0,2.0,108.0,17.0,72.0,19.0,33.0,1.0,1.0,33.0,4672.0,684.0,2476.0,546.0,1489.0,1570.0,1803.0,334.0,1469.0,129.0,129.0,23.0,4.0,0.63,352.0,333.0,94.0,1.0
m_shirley.f90,14.0,14.0,3.0,188.0,31.0,108.0,52.0,13.0,1.0,1.0,13.0,3174.0,498.0,1495.0,659.0,827.0,1240.0,1256.0,397.0,859.0,60.0,60.0,18.0,8.0,0.83,189.0,189.0,43.0,1.0
dfpt_rhofermi.f90,10.0,10.0,0.0,102.0,13.0,75.0,14.0,6.0,0.0,1.0,1.0,748.0,82.0,457.0,169.0,287.0,216.0,389.0,96.0,293.0,62.0,62.0,4.0,6.0,0.47,62.0,62.0,4.0,1.0
compute_anharmonics.f90,56.0,56.0,5.0,490.0,57.0,381.0,52.0,1.0,0.0,1.0,1.0,528.0,60.0,383.0,54.0,328.0,87.0,318.0,39.0,279.0,56.0,56.0,5.0,7.0,0.23,56.0,56.0,5.0,1.0
dfpt_nstdy.f90,27.0,27.0,2.0,247.0,32.0,169.0,49.0,2.0,0.0,1.0,1.0,592.0,68.0,340.0,112.0,227.0,194.0,285.0,66.0,219.0,54.0,54.0,4.0,6.0,0.57,54.0,54.0,4.0,1.0
isfile.f90,13.0,13.0,1.0,112.0,16.0,82.0,16.0,1.0,0.0,1.0,1.0,155.0,19.0,84.0,24.0,59.0,56.0,61.0,14.0,47.0,13.0,13.0,1.0,4.0,0.67,13.0,13.0,1.0,1.0
