Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
bonds_lgth_angles.f90,11.0,11.0,3.0,113.0,18.0,72.0,23.0,3.0,0.0,1.0,2.0,372.0,55.0,210.0,45.0,164.0,110.0,172.0,30.0,142.0,34.0,34.0,10.0,0.0,0.52,35.0,35.0,11.0,1.0
critic.f90,15.0,15.0,5.0,122.0,18.0,79.0,27.0,3.0,0.0,2.0,2.0,450.0,63.0,241.0,44.0,195.0,157.0,233.0,33.0,200.0,39.0,37.0,16.0,5.0,0.65,47.0,45.0,17.0,1.0
herald.f90,5.0,5.0,1.0,115.0,17.0,77.0,21.0,1.0,0.0,1.0,1.0,157.0,21.0,79.0,20.0,57.0,59.0,51.0,18.0,33.0,5.0,5.0,1.0,1.0,0.75,5.0,5.0,1.0,1.0
calc_b_matrix.f90,3.0,3.0,0.0,70.0,12.0,39.0,18.0,7.0,0.0,6.0,6.0,637.0,103.0,277.0,67.0,209.0,258.0,249.0,67.0,182.0,5.0,5.0,1.0,1.0,0.93,26.0,26.0,6.0,1.0
ingeobld.f90,88.0,88.0,1.0,638.0,78.0,480.0,80.0,1.0,0.0,1.0,1.0,688.0,81.0,482.0,63.0,418.0,127.0,374.0,28.0,346.0,88.0,88.0,1.0,7.0,0.26,88.0,88.0,1.0,1.0
smallprim.f90,12.0,12.0,2.0,111.0,16.0,58.0,37.0,2.0,0.0,1.0,1.0,271.0,36.0,118.0,19.0,98.0,119.0,121.0,15.0,106.0,25.0,25.0,5.0,3.0,1.01,25.0,25.0,5.0,1.0
instrng.f90,14.0,14.0,2.0,133.0,16.0,89.0,31.0,2.0,0.0,1.0,1.0,315.0,36.0,180.0,38.0,141.0,106.0,138.0,22.0,116.0,29.0,29.0,5.0,6.0,0.59,29.0,29.0,5.0,1.0
m_numeric_tools.f90,4.0,4.0,1.0,42.0,9.0,21.0,12.0,89.0,1.0,1.0,94.0,5908.0,1103.0,2090.0,956.0,1133.0,2829.0,2120.0,867.0,1253.0,35.0,29.0,29.0,5.0,1.35,382.0,357.0,157.0,1.0
cchi0q0_intraband.f90,46.0,45.0,9.0,505.0,61.0,332.0,133.0,1.0,0.0,1.0,1.0,586.0,64.0,334.0,127.0,206.0,211.0,304.0,89.0,215.0,46.0,45.0,9.0,5.0,0.63,46.0,45.0,9.0,1.0
pawdenpot.f90,78.0,78.0,0.0,459.0,50.0,355.0,66.0,2.0,0.0,1.0,1.0,1017.0,104.0,713.0,127.0,585.0,227.0,633.0,55.0,578.0,157.0,157.0,1.0,7.0,0.32,157.0,157.0,1.0,1.0
