hash,time,message,keyword_buggy,human_buggy,fastread_buggy
59e70a7,2012-11-16 20:02:22,Cygwin doesn't have random()  OSX rand() has weak low-order bits  but high-order bits from rand() ought to be decently random and portable.,0,0.0,0
c02782d,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
866ec76,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
49db607,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
b2c12c4,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
b0fc21a,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
c9c4ccf,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
2e0169a,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
25382ed,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
5de7a66,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
11f3295,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
c8ae972,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
cb12a16,2012-11-16 21:25:41,updated .gitignore for automake,0,0.0,0
6431808.0,2012-11-17 01:16:17,merged libmesh.automake branch,0,0.0,0
a4f23b9,2012-11-17 17:10:36,Merge branch 'master' of https://github.com/libMesh/libmesh,0,0.0,0
fd72114,2012-11-17 19:02:35,bin/parameterize.pl->contrib/bin/parameterize.pl,0,0.0,0
6a41dc4,2012-11-17 19:11:15,adding generated files - oh how this pains me,0,0.0,0
c157712,2012-11-17 19:13:42,but not these...,0,0.0,0
e5bf034,2012-11-17 19:15:32,ylwrap,0,0.0,0
1dab298,2012-11-17 19:21:02,do not check this one in,0,0.0,0
300ed00,2012-11-17 20:49:55,do not need this,0,0.0,0
33d8465,2012-11-17 21:32:17,updated svn:ignores to reflect generated files,0,0.0,0
8113467.0,2012-11-17 21:41:21,working on stricter autotools prerequisites,0,0.0,0
cfb3673,2012-11-17 21:47:56,ignore installed paths,0,0.0,0
5d1c9c8,2012-11-17 22:01:31,prefer glibtool,0,0.0,0
3eaebc6,2012-11-17 22:36:10,adding utility to update .svnignore,0,0.0,0
9c5582a,2012-11-17 23:04:53,svn:ignore,0,0.0,0
3fb62e7,2012-11-17 23:54:12,svn:ignore,0,0.0,0
6b45603,2012-11-18 07:47:51,Merge branch 'master' of https://github.com/libMesh/libmesh,0,0.0,0
d594e14,2012-11-18 12:35:20,strricter version requirements if we are going to check in generated sources.,0,0.0,0
c7a75f5,2012-11-18 12:55:03,forgot to add aclocal.m4  libtool as a generated files,0,0.0,0
173ab99,2012-11-18 13:04:56,I was wrong about libtool - wholly generated by configure  so no need to check in,1,0.0,0
f2f321f,2012-11-18 13:34:19,optionally support --disable-maintainer-mode,0,0.0,0
937710a,2012-11-19 10:03:47,Merge branch 'master' of https://github.com/libMesh/libmesh,0,0.0,0
b42c239,2012-11-19 15:46:15,more robust version checking for autotools,0,0.0,0
518fe10,2012-11-19 16:40:57,Make comment up to date,0,0.0,0
be98646,2012-11-19 16:42:34,pass libmesh_INCLUDE to parmetis when building  so it can find for example a PETSc-provided MPI,0,0.0,0
85596c1,2012-11-19 17:15:32,If we didn't detect any usable Trilinos 9 components  then we didn't detect Trilinos 9.,0,0.0,0
ec635d0,2012-11-19 18:09:14,We're echoing that our tests use $LIBMESH_OPTIONS  let's also actually use $LIBMESH_OPTIONS.,0,0.0,0
8dbc84c,2012-11-19 18:33:33,automate the generation of source file lists using include/rebuild_include_HEADERS.sh and src/rebuild_libmesh_la_SOURCES.sh,0,0.0,0
2675735.0,2012-11-19 18:39:38,m4/trilinos.m4 update  trickled down,0,0.0,0
5085081.0,2012-11-19 18:53:39,"Make it easier to ""svn update"" an existing libMesh tree through the automake merge",0,0.0,0
64dd25e,2012-11-19 19:50:55,set executable,0,0.0,0
987a99f,2012-11-19 20:16:26,Avoid unused parameters,0,0.0,0
6672c16,2012-11-19 21:42:55,make doc works  loops through all the examples  makes their documentation,0,0.0,0
1c5636a,2012-11-19 22:12:54,make doc,0,0.0,0
a9f20c9,2012-11-19 22:27:31,updated svn:ignore for make doc,0,0.0,0
145cb11,2012-11-19 23:32:51,leave on dependency tracking  so the build dirs are useful for more than a one-time build,0,0.0,0
1a0cb4f,2012-11-20 01:25:30,fix for legacy include paths in Make.common,1,1.0,1
07e7fc6,2012-11-20 10:47:47,Merge branch 'master' of https://github.com/libMesh/libmesh,0,0.0,0
e58841b,2012-11-20 14:05:17,svn:ignore,0,0.0,0
19a558d,2012-11-20 14:15:07,have make dist create xz files as well,0,0.0,0
715707e,2012-11-20 15:06:09,support for make upload,0,0.0,0
804098e,2012-11-20 16:26:37,updating for new build system,0,0.0,0
2309689.0,2012-11-20 16:31:20,updating for new build system,0,0.0,0
79e5892,2012-11-20 16:50:04,support for ./foo/bin/libmesh-config --cxx  thanks Robert!,0,0.0,0
9b98671,2012-11-20 20:54:37,Fix bug from FEMPhysics refactoring.,1,1.0,1
c8c32cf,2012-11-20 22:44:14,Update svn:ignore,0,0.0,0
812f2bf,2012-11-21 13:58:21,Refactor all examples to use examples/Make.common  where we define duplicated cruft.  Also symlink include/libmesh/fparser.hh so it does not need special handholding.,0,0.0,0
55f8a8f,2012-11-21 15:24:26,Use top_srcdir instead of libmesh_dir for enabling legacy include paths.,0,0.0,0
6a319b9,2012-11-21 22:11:44,Do not attach an empty near-nullspace.,0,0.0,0
cadd903,2012-11-21 23:37:23,Install buildable examples by copying,0,0.0,0
b3ccf8f,2012-11-21 23:50:22,build doc in builddir  so upload from there too,0,0.0,0
fca12a4,2012-11-21 23:56:51,build doc in builddir  so upload from there too,0,0.0,0
5c05701,2012-11-22 05:03:52,If we don't use strtold (which isn't as standard as I thought it was) in fparser  then libMesh compiles on Cygwin now.,0,0.0,0
