hash,time,message,keyword_buggy,human_buggy,fastread_buggy
ac235b9,2008-01-31 11:42:33,contacts: can write figures by suppling filename and more docs,0,,0.0
eaccb2e,2008-01-31 11:42:54,selection update for nucleicxstal 0.7.1 only,0,,0.0
2a8eb95,2008-01-31 11:43:01,AtomGroup - bug in __getitem__ for ResidueGroup This corresponds to r7 in /code/MDAnalysis.,1,,0.0
50d16d9,2008-01-31 11:43:08,additional tests for coordinate readers - more GRO tests  coordinates and distances fail at the moment because the GRO reader   does not convert units (TO BE FIXED) - more tests for PDB files - use GRO parser for the XTC and TRR tests instead of PDB (a bit faster and more native),1,,0.0
86f4d4b,2008-01-31 11:43:15,"documentation enhancements and configuration changes - added overview (not finished) and page on selections (goes beyond the current   online docs and includes the docs on instant selectors) - maded analysis modules separate pages (otherwise the analysis page becomes very   long and cluttered) - renamed the top level file to index because that makes it easier to serve it   via apache - configuration file changes     - bumped version/release     - put authors in one variable and also added Joe     - removed most of the special sphinx modules  only kept autodoc and intersphinx        add the others peicewise when needed (also might help to reduce weird sphinx       errors)     - added links for intersphinx (but commented out during development because       loading the objects.inv always takes a while)     - removed all path fiddling  simply use full import names in docs. This works well       but keep in mind that this obtains the docs from imported modules  works best       with developer installation (i.e. ""python setup.py develop"") - ""make html"" works fine for me",1,,0.0
bffbfe2,2008-01-31 11:43:23,dihedral analysis for AtomGroupmust use a hard-specific selection to get correct dihedral value,0,,0.0
0d324fc,2008-01-31 11:43:31,Changed to old-style division in dist_mat_to_vec to ensure integer output,0,,0.0
ba342c1,2008-01-31 11:43:39,added force methods / properties to AtomGroup,0,,0.0
9152cf3,2008-01-31 11:43:47,-Sphinx .rst source changes in this commit  but not supplying the built html -not everything is formatted/fully consistent but at least we are grabbing more docs -a few syntax warning do pop up during the build by they are not exceptions and allow the index file to be made,0,,0.0
44ded8b,2008-01-31 11:43:57,misspelt Lukas Grossar's name in his handle --- sorry,0,,0.0
8c90d03,2008-01-31 11:44:06,Sphinx source updated to include documentation from modules in: MDAnalysis/KDTree (except for the CKDTree module which has no docstrings),0,,0.0
52933ea,2008-01-31 11:44:13,Re-enabled parallel pytest (#1531),0,,0.0
17ad3fe,2008-01-31 11:44:20,Merge remote-tracking branch 'richardjgowers2/issue156' into Issue/156,0,,0.0
fd540ca,2008-01-31 11:44:27,backported log for 0.6.4.1 to CHANGELOG and added Tyler for fix of Issue 43,1,,1.0
f4fc049,2008-01-31 11:44:34,Changed the format of due.py to resolve the error in test,1,,1.0
9200719.0,2008-01-31 11:44:41,Fixed missing docs for DLPolyParser,1,,1.0
2319431.0,2008-01-31 11:44:48,enabled inter-sphinx links to numpy and scipy,0,,0.0
c88e3fe,2008-01-31 11:44:55,- CRDWriter added (denniej0) - fixed a bug in PrimitivePDBWriter: would only work if run from a base AtomGroup  not a derived   class such as a segment - updated CHANGELOG and TODO,1,,1.0
b3f6a4e,2008-01-31 11:45:02,fix unitcell initialization,1,,1.0
c421884,2008-01-31 11:45:09,Fix for align_principalAxis,1,,1.0
97817bc,2008-01-31 11:45:17,changes to IOError error codes for Windows compatibility (see Issue 150),1,,0.0
565ae2c,2008-01-31 11:45:26,generated docs with sphinx,0,,0.0
a656bf5,2008-01-31 11:45:33,Make error message clearer in tests for TPR parser,1,,0.0
6ea6e66,2008-01-31 11:45:40,added testcase: TestTPRv58 in test_topology.py,0,,0.0
7335792.0,2008-01-31 11:45:47,added method AtomGroup.bsphere(),0,,0.0
8c989be,2008-01-31 11:45:54,transformation improvements - added align_principalAxis() method to AtomGroup - added two helpers to transformations - added transform(4x4matrix) to AtomGroup - also made AtomGroup.dihedral() raise ValueError if the group has not   4 members.,0,,0.0
c9a7842,2008-01-31 11:46:02,trajectory reader improvements: slices - XTC/TRR reader can do simple slices by sequential iteration - moved some functionality from DCDReader into the base class TrjReader - added explicitly required methods to TrjReader (cf Trajectory API)   mostly with NotImplementedError - enabled reverse iteration for the DCDReader (but disabled for XTC/TRR   because it would require re-seeking every single frame from the beginning) - UnitTests for slices,0,,0.0
7408b1e,2008-01-31 11:46:19,analysis contacts: dcd --> trajectory (although will break for XTC at the moment if no reference structures supplied),0,,0.0
87eccb8,2008-01-31 11:46:27,PSFParser to allow for EXT formatted PSF and selection updates to allow for nucleic acid xstal structure resname codes,0,,0.0
3599d77,2008-01-31 11:46:34,Ready for distribution This corresponds to r57 in /code/MDAnalysis.,0,,0.0
efdd5e1,2008-01-31 11:46:43,PrimitivePDBWriter writes chainID (from 1st letter of segid),0,,0.0
f8b7173,2008-01-31 11:46:51,Documentation for release This corresponds to r58 in /code/MDAnalysis.,0,,0.0
5f7dffa,2008-01-31 11:46:58,use standard distutils instead of numpy's version (otherwise it won't build at least on OS X with python 2.4.3 and numpy 1.0.3.1 This corresponds to r60 in /code/MDAnalysis.,0,,0.0
4084aae,2008-01-31 11:47:06,test datafiles: fixed import list CRD_small -> CRD,1,,1.0
14cf0e5,2008-01-31 11:47:13,install pytest-raises with setup.py for testing and keep dependencies only in MDAnalysisTests setup.py,0,,0.0
0b6c4cb,2008-01-31 11:47:20,[Review Needed]Pytest Style analysis/test_hydrogenbondautocorrel.py (#1611),0,,1.0
20d0a9b,2008-01-31 11:47:35,contact analsysis: added docs and matrix plotting,0,,0.0
a55e6bd,2008-01-31 11:47:43,Cleanup of code and minor bug fixes related to esoteric indexing of trajectories This corresponds to r53 in /code/MDAnalysis.,1,,1.0
2a8e613,2008-01-31 11:47:50,Added doc strings to most of the python code This corresponds to r65 in /code/MDAnalysis.,0,,0.0
ab34cb3,2008-01-31 11:47:57,new COntactAnalysis1 class,0,,0.0
