hash,time,message,keyword_buggy,human_buggy,fastread_buggy
1f8e35f,2015-04-20 16:26:15,removed core.rms_fitting,0,0.0,0
e1f7a92,2015-04-20 17:04:02,Added verbose to travis to debug #312,0,0.0,0
dc7831e,2015-04-20 17:09:43,Merge pull request #311 from MDAnalysis/feature-trzboxfix,0,0.0,0
f53e054,2015-04-20 17:18:12,Merge branch 'develop' into feature-trzboxfix,0,0.0,0
df95ff6,2015-04-20 21:53:58,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,0,0.0,0
ada5de0,2015-04-21 08:59:02,Added guess_bonds to Universe and AtomGroup (Issue #245),0,0.0,1
660115c,2015-04-21 09:03:16,Basic outline of how to calculate pairs within a given radius for determining H-bonds.,0,0.0,0
ec77b3c,2015-04-21 09:03:32,Merge pull request #265 from MDAnalysis/feature-AmberCRDReader,0,0.0,0
bb010e7,2015-04-24 15:44:12,Added docs for the 'same ... as' selection keyword,0,0.0,0
c5ca8b6,2015-04-25 11:39:46,Added tests for NCDFReader.  Finished Issue #257,0,1.0,1
625b076,2015-04-27 17:54:10,better docs on fast libs  spell check  and INSTALL added to distribution,0,0.0,0
b210934,2015-04-28 09:21:39,Added DL_Poly History reader and parser,0,0.0,0
855c363,2015-04-28 09:24:37,Merge branch 'develop' into feature-newtimestepconstructor,0,0.0,0
8350328,2015-04-28 09:24:53,Merge branch 'develop' into feature-autobonds,0,0.0,0
c4de5de,2015-04-28 21:51:50,Solved merge conflict.,0,0.0,0
566f3ee,2015-04-29 02:49:02,Added the 'same ... as' selection keyword (Fixes #217),1,1.0,1
3e02ee9,2015-04-29 02:49:02,Added the 'same ... as' selection keyword (Fixes #217),1,1.0,1
1f330d1,2015-04-29 12:57:41,PSFParser should appear at module top as well (for backward compatibility),0,0.0,0
7d288d9,2015-04-29 14:07:57,whitespace formatting,0,0.0,0
8848fd0,2015-05-01 09:57:26,Merge branch 'develop' of github.com:MDAnalysis/mdanalysis into develop,0,0.0,0
4b657e1,2015-05-01 10:11:05,minimal tests for KDTree,0,0.0,0
b2d70dd,2015-05-01 15:25:46,Changes to KDTree move  following review,0,0.0,0
7d2e276,2015-05-01 15:27:35,fixed failing tests in  test_modelling,1,1.0,1
b9f12ce,2015-05-01 17:31:20,corrected docs for flags,0,0.0,0
2f76d65,2015-05-01 17:38:50,Added (another) Amber coordinate reader,0,0.0,0
bd13e24,2015-05-04 21:14:08,Version changed to 0.10.0  date on CHANGELOG fixed and documentation regenerated,1,0.0,0
45bb4ee,2015-05-05 11:24:46,Updated CHANGELOG,0,0.0,0
1438f59,2015-05-06 00:21:40,FIXED Issue 38: XTC writer broken -  fix provided by Danny Parton - added unit test (passes),1,1.0,1
