hash,time,message,keyword_buggy,human_buggy,fastread_buggy
db889156,2013-04-12 20:03:41,Fixed various unit tests.,1,,1
8f64e564,2013-04-12 20:04:19,Test SFTP to ui.grid.sara.nl,0,,0
f2434d08,2013-04-12 20:04:34,Print URI of FileSystem also.,0,,0
f27fad01,2013-04-12 20:06:41,Working on exit code support. Works except for race condition between qstat removal and qacct addition,0,,0
75d7f318,2013-04-12 20:17:39,"fixed test to compensate for exitcode issue set name of sge job to ""octopus""",1,,1
2a266058,2013-04-15 11:59:29,Added Apache 2.0 licence header to octopus and local adaptor.,0,,0
9a671c9b,2013-04-15 12:09:01,Added Apache 2.0 licence header to ssh and gridengine adaptors  and to tests.,0,,0
48aaec98,2013-04-15 13:37:37,Added LICENCE and NOTICE files.,0,,0
2d120924,2013-04-15 13:41:07,Fixed getLocalHomeFileSystem forwarding by engine.,1,,1
4e62887a,2013-04-15 16:07:24,Fixes #41,1,,1
075aba6d,2013-04-15 17:38:06,Added timeouts to local jobs. Fixed sandbox.,1,,1
77598aa8,2013-04-15 18:00:21,Added missing exception type.,0,,0
1903be0d,2013-04-15 21:17:51,Added JobTimeout test.,0,,0
5e3a20c1,2013-04-15 21:26:47,Fixed SandboxedLocalJobIT test to check for correct output.,1,,1
9b653495,2013-04-15 21:36:23,Added unit test for copy options.,0,,0
dc1a3d51,2013-04-15 22:18:21,Added sandbox tests. Added Adaptor.toString(). Fixed loaded adaptor print in engine.,1,,1
5fa521e6,2013-04-15 22:56:37,fixed mtime / atime bugs  added unit test  ssh properties now handled correctly,1,,1
d9b05192,2013-04-16 16:50:31,Moved toString of Adaptors to generic implementation in Adaptor base class,0,,0
acdc8e4e,2013-04-16 16:50:54,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into develop,0,,0
b42a1da0,2013-04-17 15:44:24,Replaced logging backend from log4j to logback  updated slf4j api. Fixes #51,1,,1
9d635885,2013-04-17 20:19:43,Added toString to most obvious candidates in API and engine packages.,0,,0
6521aa03,2013-04-17 20:57:49,Fixed OctopusProperties test to test for new toString format.,1,,1
20773cad,2013-04-19 14:49:12,Without these changes the sandbox could not be serialized to json using Jackson library.,0,,0
90b02923,2013-04-23 06:10:33,Merge pull request #56 from NLeSC/feature/root_getparent_null,0,,1
7ed45242,2013-04-23 14:31:17,Add tests when path is / then getParent should return null.,0,,0
e980732f,2013-04-24 20:55:07,Add CopyOption argument to upload() and download() of Sandbox.,0,,0
7e9b4d6d,2013-04-25 11:52:39,Changed adaptor loading scheme to the simplest implementation known to man! (and changed src tree and build structure accordingly).,0,,0
35b0d8c0,2013-04-25 11:58:58,Merge pull request #57 from NLeSC/feature/sandbox_copyoption,0,,1
7ecc9e19,2013-04-25 13:31:44,Merge remote-tracking branch 'origin/develop' into feature/sandbox_copyoption,0,,0
458e9dc1,2013-04-25 14:54:56,Add IGNORE_EXISTS to CopyOption.,0,,0
7b805a85,2013-04-25 16:27:51,Added support for interactive jobs.,0,,0
bc63ed3b,2013-04-25 16:37:15,Added support for interactive jobs and isOnline to jobs. Fixes #54.,1,,1
58dda71f,2013-04-26 05:30:36,Merge pull request #58 from NLeSC/feature/test_does_coverage,0,,1
f1c308cd,2013-04-26 11:56:22,Remove xml-test target  as test target generates both txt and xml output.,0,,0
fbbccc6f,2013-04-26 14:23:55,Can not check if target is directory when it does not exist. So remove check.,0,,0
dbe9bb50,2013-04-26 14:49:46,Test local job submission without stdin.,0,,0
4caa7eb9,2013-04-27 05:40:47,Merge pull request #59 from NLeSC/feature/localjob_nostdin,0,,1
305e53bc,2013-04-29 09:39:07,Removed check for non-null stdin for batch jobs in LocalJobs. Fixes #60,1,,1
8d0ddfe1,2013-04-29 09:39:23,Merge branch 'develop' of ssh://github.com/NLeSC/octopus into develop,0,,0
6c03c4b7,2013-04-29 09:50:49,Removed AdaptorLoader and related classes. Fixes #38,1,,1
2d5139ce,2013-04-29 10:36:45,Added resolve(String) to RelativePath. Fixes #42,1,,1
ae3f3388,2013-04-29 11:14:26,Changed getJobs(Scheduler  String) to getJobs(Scheduler  String...). Fixes #43,1,,1
04ecf652,2013-05-02 17:28:39,Added toString() hashCode() and equals() to all API and engine classes (where it makes sense). Fixes #53. Added getDefaultCredential(). Fixes #49.,1,,1
af6bef5b,2013-05-14 06:41:29,Merge pull request #64 from NLeSC/feature/test_left_dir_behind,0,,1
de89cba5,2013-05-14 13:55:16,Test to submit local job did not cleanup after itself. Fixed by running job inside temporary folder made by junit.,1,,1
a8392fb0,2013-05-16 06:31:38,Merge pull request #65 from NLeSC/feature/ssh-adaptor-3,0,,1
2cf4d223,2013-05-16 14:20:47,first version of interactive ssh jobs,0,,0
b7fb6eb3,2013-05-21 01:19:00,Merge pull request #69 from NLeSC/feature/java-job-description,0,,1
44f45a48,2013-05-21 09:23:58,Added JobStatus.isRunning(),0,,0
30f925e4,2013-05-21 09:44:34,Added support for JobOptions to JobDescription. Fixes #67,1,,1
f7db5864,2013-05-21 09:47:26,updated JavaJobDescription to new API,0,,0
987bfef3,2013-05-21 13:46:58,Added resumeCopy  append  size and isSymbolicLink to Files. Fixes #61,1,,1
b14b20fe,2013-05-22 07:13:02,Merge pull request #70 from NLeSC/feature/ssh-adaptor-4,0,,1
7d0e72bc,2013-05-22 15:33:48,implemented default credentials for ssh,0,,0
c15cfaf2,2013-05-23 16:54:55,Changed Files API to support asynchronous copy (which can be cancelled). Fixes #52,1,,1
adaec57d,2013-05-27 17:36:27,Improved support for interactive jobs. Fixes #54. Fixes #74.,1,,1
cfca423f,2013-05-27 17:40:11,Added missing class,0,,0
ba275bae,2013-05-27 17:44:24,Fixed property in SSH adaptor.,1,,1
aa6b0977,2013-06-03 09:47:48,Default queueName for local adaptor is single. Fixes #75.,1,,1
19e084b1,2013-06-03 11:18:52,Fixed name of SSH tests. Fixes #77.,1,,1
192e4388,2013-06-03 11:27:26,Added  as default working dir for the local adaptor. Fixes #76.,1,,1
37e02e67,2013-06-03 11:43:52,Fixed used of default credential in SSH tests. Fixes #80.,1,,1
4361910f,2013-06-03 16:42:39,Extracted job queues from local and SSH adaptors. Implementation is now shared by both. Fixes 79. Fixes 81.,1,,1
