hash,time,message,keyword_buggy,human_buggy,fastread_buggy
49155e59,2016-04-29 12:45:53,Merge pull request #308 from drroe/amber_restart_noeol,0,,1
e71d23db,2016-04-29 13:36:09,Merge branch 'master' into closest_optimize,0,,0
ecea1302,2016-05-02 08:50:52,DRR - Cpptraj: Update version to 17 beta.,0,,0
ac22c902,2016-05-02 09:23:38,Merge pull request #309 from drroe/closest_optimize,0,,1
67ff8dcd,2016-05-02 09:38:21,Merge branch 'master' into closest_cuda,0,,0
c778eeea,2016-05-02 10:09:18,DRR - Cpptraj: Do not run closest with CUDA if imaging  not yet supported.,0,,0
11c86487,2016-05-02 10:09:55,DRR - Cpptraj: When CUDA  add check that CUDA device is available. Print info for active device.,0,,0
d094010b,2016-05-02 10:21:22,DRR - Cpptraj: Remove obsolete code.,0,,0
a54461da,2016-05-02 10:23:32,DRR - Cpptraj: Add warning that CUDA code is still experimental,0,,0
7071d293,2016-05-02 11:01:53,Merge pull request #310 from drroe/closest_cuda,0,,1
b4324b44,2016-05-02 13:06:00,DRR - Cpptraj: Report when CXX  CC  or FC env. vars are set during configure (#306). When OpenMP test fails report the compiler ($CXX) instead of compiler suite ($COMPILERS) (#307).,1,,0
8118a7ee,2016-05-02 13:14:18,DRR - Cpptraj: Make it so that multiple suffices can be appended.,0,,0
ea786b44,2016-05-02 14:53:29,"DRR - Cpptraj: Change configure/make so that configure creates a list of targets to be built based on configure options  removes the needs for blank targets for ambpdb/nproc and the ugly ""if ambpdb exists move it"" code. Separate '.exe' from SFX into new variable  EXE  SFX really specifies the type of cpptraj being built  while the '.exe' is a platform-specific executable suffix. Make crucial warnings a little flashier. Clean up configure output.",0,,0
84d5fdae,2016-05-02 15:01:00,DRR - Cpptraj: For CUDA build record SHADER_MODEL in config.h,0,,0
d8b978f0,2016-05-02 15:39:13,DRR - Cpptraj: Try to fix up the appveyor build,1,,1
d7091353,2016-05-02 15:42:46,DRR - Cpptraj: Try to fix up the appveyor build,1,,1
4ea2714d,2016-05-02 15:52:13,DRR - Cpptraj: Actually write to config.h,0,,0
a3487edb,2016-05-02 18:00:43,Merge pull request #312 from drroe/configure_improvements,0,,1
512ff476,2016-05-02 18:01:28,Merge branch 'master' of github.com:/Amber-MD/cpptraj,0,,0
f5bfe6ce,2016-05-02 19:13:08,Merge pull request #313 from drroe/master,0,,1
bd1a8b0f,2016-05-04 09:35:03,DRR - Cpptraj: Move determination of dimension from values to Dimension class.,0,,0
d13f3232,2016-05-04 09:53:26,DRR - Cpptraj: Add symmetric matrix data read test,0,,0
1cbd2ad4,2016-05-04 09:57:09,DRR - Cpptraj: Move code for determining symmetric matrix data to DataIO so other DataIO-derived classes can use it.,0,,0
f5451706,2016-05-04 10:00:51,DRR - Cpptraj: Return pointer to data set created.,0,,0
411da045,2016-05-04 10:20:47,DRR - Cpptraj: Fix check for null,1,,1
fb699b20,2016-05-04 10:39:26,DRR - Cpptraj: Add read of matrix data from cpptraj Gnuplot,0,,0
1c02dbe0,2016-05-04 10:44:20,DRR - Cpptraj: Read data labels if present,0,,0
93d76b4a,2016-05-04 11:58:07,DRR - Cpptraj: Try to allow clustering of matrix data sets. May need to store frame indices.,0,,0
14a0b0dc,2016-05-04 13:10:31,DRR - Cpptraj: Fix error in 2D pairwise distance calc.,1,,1
ef2604b6,2016-05-04 13:10:43,DRR - Cpptraj: Allow clustering on 2D matrices,0,,0
8f3fbf03,2016-05-04 13:25:29,DRR - Cpptraj: Move scaling factor determination to constructor,0,,0
37b9553f,2016-05-04 13:41:29,DRR - Cpptraj: Add make2d function to dataset command,0,,0
6f1cc9db,2016-05-04 14:20:34,DRR - Cpptraj: Fix error message,1,,0
