hash,time,message,buggy
e1570e4,7/14/2016 9:53,add 78_effpot directory,0
f44fa89,7/14/2016 12:17,add amartin-8.1.2 (bzr),0
cde4e92,7/14/2016 16:33,add dataset for band2eps,0
c22926f,7/15/2016 10:20,add reading of qpoint name in band2eps_dataset,0
9f53b21,7/15/2016 14:38,debug band2eps and update ref v4[51],1
055911f,7/15/2016 15:19,add epigene test v7[120-123],0
b855118,8/8/2016 15:53,Preliminary version of FATBANDS.nc file,0
0481d12,8/9/2016 13:41,fatbands with nc pseudos,0
5db7866,9/10/2016 21:53,Code cleanup,0
82a36f3,9/10/2016 22:00,Merge branch 'fatbands' of gitlab.abinit.org:gmatteo/abinit into fatbands,0
7cc5aa8,9/13/2016 19:01,Merge branch 'develop' into fatbands,0
1246484,9/13/2016 20:03,Fix CPP options,1
0a2a8de,9/14/2016 10:58,debut short range part of ifc(canonical coordinates probleme),1
199e5ca,9/14/2016 12:02,merge trunk/start-8.1.5,0
070a26a,9/14/2016 13:05,WIP: use RSH in recip_ylm  handle istwfk != 1 case correctly. Present version is buggy:  v3[67] and v3[67] should give the same results but `vimdiff tests/v3/Refs/t66.out  tests/v3/Refs/t67.stdout`,0
d845efb,9/14/2016 14:31,update tests for epigene,0
5165d35,9/14/2016 16:00,solve bug (boundary of IFC),1
457750e,9/14/2016 16:08,Fix intent of mpi_enreg  change partial_dos_fractions API to prepare refactoring,1
fe300fd,9/14/2016 16:24,Remove hdr% to avoid problems with MPI-FFT,0
4084df2,9/14/2016 16:41,metric is not called anymore in dos routine --> remove geometry echo from refs,0
276ae2d,9/14/2016 16:58,Remove call to kpgio  use kg from outscf,0
777dddc,9/14/2016 17:43,Avoid expensive and useless copies (kg_k  cg_bks),0
6b6a394,9/14/2016 17:55,Reduce pressure on system malloc.,0
91d6a48,9/14/2016 19:09,Change mpi_enreg intent to IN,0
e10abac,9/14/2016 19:10,Remove include statement,0
94b0cce,9/14/2016 19:50,Protect fatbands_ncwrite with HAVE_NETCDF.,0
0840a21,9/14/2016 22:33,Only master should write PJDOS files o_O,0
ac458a8,9/14/2016 23:02,getspin_1stat --> m_cgtools.cg_getspin,0
e0fd5e8,9/15/2016 12:41,prepare parallelisation of epigene (change some I/O),0
b1734d3,9/15/2016 14:13,Create new module (m_pjedos) for pjdos routines,0
f38fcfa,9/15/2016 16:17,update test for epigene (modification in I/O),0
e96bf4c,9/15/2016 16:55,Pass rc_ylm to recip_ylm to select RSH or CSH,0
b0c2e88,9/15/2016 18:29,Move recip_ylm to m_pjedos,0
d7f1dcf,9/16/2016 13:54,Add equations,0
5a4e992,9/16/2016 14:55,Move besjm to m_special_funcs,0
a63a143,9/16/2016 15:26,Move init_bess_spl to m_special_funcs to prepare new developments,0
4d8ff2d,9/16/2016 18:11,Precompute bessel integrals F_{type l}(|k+G|) before calling recip_ylm,0
bbfcf5a,9/16/2016 18:24,Prepare new version of recip_ylm,0
52a2fcc,9/16/2016 19:32,Need typat array in recip_ylm,0
f82e8a7,9/17/2016 13:06,Saving work,0
b50d4d0,9/17/2016 13:31,Move sphericaldens to m_epjdos,0
7261d55,9/18/2016 14:24,Working with <P|Psi> has some advantages but then I have to play with Gaunt and I don't have time now,0
4a25043,9/19/2016 22:16,Correct treatment of istwfk != 1 in recip_ylm,1
e748783,9/19/2016 22:38,cut3d uses RSH  v3[66] and v3[67] now give the same answer when istwfk /= 1,0
4605abd,9/19/2016 23:16,Activate new code  update DOS_AT files computed with istwfk != 1,0
b10e0cd,9/20/2016 0:14,Add support for MPI-FFT to prtdos=3,0
f758f1a,9/20/2016 0:39,Reactivate v7[6] if nprocs >1,0
5b6613e,9/20/2016 11:25,optimization for MPI-FFT,0
e7c5f50,9/20/2016 11:59,Replace wrtout with Fortran write in prtdos routines for efficiency reason,0
b88cd73,9/20/2016 15:08,Use epjdos_t to store DOSes so that I can pass the object around without having to worry about bound-check,0
9e6e439,9/20/2016 15:39,Start to use epjdos_t,0
a5d8732,9/20/2016 16:13,Move m_epjdos to 67_common,0
485a514,9/20/2016 20:11,pass dos% to tetrahedron and gaus_dos,0
419c219,9/20/2016 20:47,Pass epjdos to prtfatbands,0
e892294,9/20/2016 21:49,Begin to work on netcdf file,0
cb78ae5,9/21/2016 12:03,update test (debug for buildbot) + add stress tensor calculation with effective potential,0
52a68a9,9/21/2016 12:18,abilint,0
a121903,9/21/2016 14:31,abiref debug,1
7ab0b27,9/21/2016 15:26,abiref & intel_16.0_mpich compilation debug,0
b7021cd,9/21/2016 19:35,fatbands_flag==1 should not try to access dos%fractions_paw1,0
b0d4dcf,9/21/2016 21:54,Saving work,0
7838f11,9/21/2016 21:54,Merge branch 'fatbands' of gitlab.abinit.org:gmatteo/abinit into fatbands,0
2bcaf2e,9/21/2016 21:56,Zero-sized arrays are not needed anymore,0
a3c816c,9/22/2016 0:48,Add test for prtdos=3 with NC and MPI-FFT (PJDOS with PAW is buggy),0
9556c3b,9/22/2016 9:31,abiref debug and update ref for epigene,0
11fe86e,9/22/2016 10:47,update ref for epigene,0
b9c5813,9/22/2016 11:04,remove write(..) to pass max2 test,0
928aac8,9/22/2016 12:30,Use softer version of C.psp8 (ecut~25) to improve portability of results,0
ba61dbc,9/22/2016 13:44,remove unused variables and debug for buda,0
