hash,time,message,buggy
1775a11,8/31/2016 14:15,new rpa-type bootstrap f_xc kernel  minor cleanup  test v67mbpt/v36 updated,0
e5889db,8/31/2016 14:18,Merge branch 'develop' of gitlab.abinit.org:wchen/abinit into develop,0
7c78e17,8/31/2016 14:59,Enable QPS read in DOS calculation,0
40c4c1a,9/9/2016 11:27,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
c8b98be,9/13/2016 14:22,Minor correction in dfpt_vtorho.F90,0
db22a79,9/13/2016 22:59,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
f9baea8,9/15/2016 13:59,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into develop,0
5e75db3,9/15/2016 14:06,Merge branch 'gmatteo/abinit-commutator' into develop,0
3dc2d19,9/23/2016 12:35,missing condition for the use of prtvclmb - could also just turn on prtvha brute force...,0
266040,9/26/2016 11:05,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
bdc1073,10/1/2016 21:17,dirty fix of fft issue in hybrid,1
5.21E+11,10/1/2016 21:31,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into develop,0
5a00c6e,10/4/2016 10:42,update reference for Antoine Levitt chebfi paper,0
2b5a0a2,10/4/2016 10:43,update comment on header in anaddb BT case,0
f8ad053,10/4/2016 10:43,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
b948a7a,10/4/2016 13:33,improve doc on shiftk 0 0 0,0
944a8eb,10/17/2016 10:10,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
db8fea5,10/27/2016 12:14,align with trunk,0
fa16c62,10/27/2016 12:41,outscfcv cleanup,0
e9e5370,10/31/2016 10:07,debug conversion of rpt in reduced coordinates,1
810bcf6,10/31/2016 11:40,add missing deallocations,0
042cb5b,11/4/2016 9:35,Merge branch 'develop' of gitlab:trunk/abinit into develop,0
a0fdbb5,11/4/2016 18:47,Improve cprj management in getghc/getgh1c and rf2 modules Can now process cleanly when cprj are not allocated (and computedc on the fly),0
98f3a17,11/8/2016 11:38,add polynomial_term_type and polynomial_coeff_type,0
d8633f9,11/8/2016 12:33,move m_effpot_xml.F90 and ddb_to_effective_potential.F90 into m_effective_potential_file.F90,0
b59117a,11/10/2016 12:11,add the reading of xml file with fitted coefficients for effective potential,0
70470d4,11/10/2016 15:37,add setter in effective potential type for the coefficient from fited polynome,0
9b0b1e7,11/11/2016 11:00,Preparing littlegroup symmetries,0
3ef9577,11/11/2016 11:36,activate netcdf,0
a5b012d,11/11/2016 12:11,Write Kt mesh to netcdf file,0
1028d09,11/11/2016 16:38,Save work,0
f1d2475,11/11/2016 18:09,Saving work,0
7.40E+11,11/11/2016 18:56,Refactoring in m_dvdb,0
4131455,11/11/2016 19:08,abilint,0
1f5ca17,11/11/2016 21:52,Saving work,0
