hash,time,message,buggy
6d32d81,2017-04-04 15:53:23,Integrate FB+JB TDEP code,0
b78debd,2017-04-05 10:19:31,Correct netcdf support,0
ca2746a,2017-04-14 09:07:56,Merge branch 'tedi' into develop,0
e6a5523,2017-04-14 09:21:00,Merge branch 'develop' into tdep,0
0d50562,2017-04-14 09:36:41,Add a short description for m_xg,0
4ec33de,2017-07-05 16:00:16,Fix  wf convergence ?,0
2669110,2017-07-06 06:38:46,Merge remote-tracking branch 'trunk/develop' into develop,0
4014b27,2017-07-06 13:38:43,Thanks robodoc,0
a3d86ba,2017-07-06 13:39:08,Merge remote-tracking branch 'refs/remotes/origin/develop' into develop,0
dcbf286,2017-07-07 10:08:55,abilint headers,0
123d386,2017-08-22 07:58:23,Merge remote-tracking branch 'trunk/develop' into develop,0
d4c326d,2017-09-11 11:28:12,may be a little bit slower but better?,0
e356bd3,2017-09-11 15:07:32,Merge remote-tracking branch 'trunk/develop' into develop,0
6fe4b6c,2017-09-19 11:04:19,Merge with trunk,0
ed6ea28,2017-09-19 12:48:46,Update for TDEP,0
b3df01b,2017-09-19 14:28:08,Switch to abirules,0
dcbc677,2017-09-21 20:16:53,Interface with TRIQS 1.4,0
58217f1,2017-09-23 14:57:23,Start 8.7.0,0
b6f3631,2017-09-23 14:58:50,Initialize v8.7.0,0
d457638,2017-09-24 05:51:49,Merge branch 'release-8.6.0' into develop,0
bf6446c,2017-09-24 06:37:51,Features was not completely removed from makefile,0
d5b243b,2017-09-24 06:39:37,Merge branch 'release-8.6.0' into develop,0
2f66c19,2017-09-25 06:04:06,Merge branch 'release-8.6.0' into develop,0
f1a30c5,2017-09-25 08:06:06,Merge remote-tracking branch 'trunk/develop' into develop,0
cf49ff9,2017-09-25 13:06:19,Merge branch 'develop' into tdep,0
b7cd215,2017-09-25 15:07:58,Suppress hybrid_corr (not used),0
bd6cb5f,2017-09-25 18:53:09,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into dev_gingras,0
93f2d15,2017-09-26 07:54:48,Prepare the cleaning of the rhohxc routine arguments (removing dtset from the list of args).,0
38c2707,2017-09-26 12:25:17,Extract dtset out of the list of args of rhohxc. make tests_in works.,0
c1208e7,2017-09-26 12:46:53,Convert tsmear to tphysel in vtorhotf.F90,0
fb4c413,2017-09-26 12:59:38,Clean calc_vhxc_me.F90,0
8a59f48,2017-09-26 13:23:04,Rely on the nelect from xcdata,0
39a8038,2017-09-26 13:25:33,Suppress unused hartre1,0
010a5b8,2017-09-26 13:33:13,Use rprimd instead of gprimd for strhar,0
f647c3e,2017-09-26 13:42:06,Use rprimd as argument of hartrestr instead of gmet and gprimd,0
417f178,2017-09-26 13:50:52,Update TDEP version,0
df51391,2017-09-26 13:52:29,Files removed,0
2892b0d,2017-09-26 14:26:04,Use rprimd as argument of hartre,0
0052563,2017-09-26 14:26:35,Fix xclevel determination.,0
