hash,time,message,keyword_buggy,human_buggy,fastread_buggy
9e41232,2017-07-02 16:19:11,Minor updates  to finalize v8.5.1 .,0,0.0,0
c31cee8,2017-07-02 16:32:12,signs of life,0,0.0,0
e2b0505,2017-07-03 05:58:05,Fixed bugs,1,1.0,1
5b21d05,2017-07-03 06:17:18,"Start to simplify the ""topics"" section.",0,0.0,0
925b630,2017-07-03 06:22:25,Clean !,0,0.0,0
43602ec,2017-07-03 08:33:58,Simplify,0,0.0,0
3b79c8a,2017-07-03 08:46:14,Simplify again,0,0.0,0
d9aa85d,2017-07-03 09:07:24,Simplify !,0,0.0,0
bfe3d44,2017-07-03 09:12:48,Simplify,0,0.0,0
c309c7b,2017-07-03 09:44:23,Simplify,0,0.0,0
ef0c924,2017-07-03 10:44:09,add paral test for the fit process,0,0.0,0
c2ae76b,2017-07-03 10:52:38,Initiate the new generation of topic files,0,0.0,0
82d8cb5,2017-07-03 11:00:03,add constraint to the tests related to the fit process : HAVE_NETCDF,0,0.0,0
c8752a3,2017-07-03 11:02:39,Looking for signs of life.,0,0.0,0
e2373d9,2017-07-03 11:59:15,Born in a diamond mine,0,0.0,0
8a23f46,2017-07-03 12:41:12,Merge remote-tracking branch 'trunk/develop' into develop,0,0.0,0
97b289c,2017-07-03 14:36:32,quick fixes for the new paral tests,1,1.0,1
3cb5ca9,2017-07-03 16:16:57,Continue to work on the automatic generation of the topic files,0,0.0,0
01809b0,2017-07-03 17:41:11,Debugging ascii problem.,1,0.0,1
934d7b3,2017-07-03 18:12:54,The automatic generation of the file topic_DFT+U.html file seem to work.,0,0.0,0
dfb9160,2017-07-04 05:39:56,Generates the list of topics automatically using the new implementation.,0,0.0,0
f05c397,2017-07-04 06:13:41,Initialize v8.5.2,0,0.0,0
4b8bac3,2017-07-04 08:41:13,Merge branch 'develop' into input-web,0,0.0,0
3b49f61,2017-07-04 09:01:53,Constitution of the table of content flexibility checked.,0,0.0,0
d99b7c2,2017-07-04 09:05:58,"Remove references to ""sec3"" for input variables and to ""sec4"" for input files",0,0.0,0
1fef02d,2017-07-04 09:57:41,"Add the possibility to have an ""Examples"" section.",0,0.0,0
d6469f8,2017-07-04 10:26:43,Start to update the doc/input_variables directory,0,0.0,0
