hash,time,message,keyword_buggy,human_buggy,fastread_buggy
691db02,2016-12-20 07:16:46,Finalize 8.1.7 . Modified:   KNOWN_PROBLEMS,0,0.0,0
054bd87,2016-12-20 07:24:37,Modify the *.ac files,0,0.0,0
e4f6736,2016-12-20 09:20:26,Initialize v8.3.0  incl. *.ac files .,0,0.0,0
04cb1b4,2016-12-20 15:48:52,Merge branch 'develop' of gitlab:trunk/abinit into develop,0,0.0,0
6f8b9c9,2016-12-20 18:08:01,Saving work,0,0.0,0
905a88c,2016-12-20 18:14:38,Merge remote-tracking branch 'origin' into eph,0,0.0,0
ca392e0,2016-12-20 19:11:47,Fixed a small bug in the ElectronPhononCoupling module that would prevent proper import.,1,1.0,1
769820e,2016-12-21 10:46:11,Version for buildbot,0,0.0,0
434e51d,2016-12-21 13:48:46,multibinit: add strain coupling in fitting coefficient treatment + update ref + debug,0,0.0,0
27ea8da,2016-12-21 13:52:28,Merge tag 'start-8.3.0' into develop,0,0.0,0
e1f12dd,2016-12-21 15:44:00,Compute on-site contribitions E3xc1 in dfptnl_pert,0,0.0,0
dcba6ae,2016-12-22 15:52:46,remove etsf_io FB in testfarm.conf,0,0.0,1
bf5ad8b,2016-12-22 17:41:46,Module for gruneisen parameters,0,0.0,0
b898d79,2016-12-22 20:49:19,add 2 newbots : tikal_gnu_5.4_mpich & ubu_intel_17.0_openmpi,0,0.0,0
7fd6c19,2016-12-22 23:09:59,typos in modules for newbots,0,0.0,1
c77630a,2016-12-22 23:38:21,must recompile psml with gnu 5.4,0,0.0,0
0e1a852,2016-12-23 10:47:43,Merge branch 'develop' of gitlab:trunk/abinit into libxc223,0,0.0,0
90049da,2016-12-23 11:30:11,updatei for external fb for newbot ubu_intel_17_openmpi,0,0.0,0
6a10cb9,2016-12-23 12:53:29,Testing grunesein,0,0.0,0
130c9ee,2016-12-23 14:00:34,Merge remote-tracking branch 'trunk/develop' into develop,0,0.0,0
9ae1616,2016-12-24 01:09:25,Customized mixing and screening parameters for PBE0 and HSE,0,0.0,1
123f0ed,2016-12-24 01:59:01,Checks for gwfockmix.,0,0.0,0
8061009.0,2016-12-24 02:19:34,Added docs for the new variable gwfockmix.,0,0.0,0
4971118.0,2016-12-24 02:23:19,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into develop,0,0.0,0
3603c00,2016-12-24 02:39:16,HTML docs generated.,0,0.0,0
8b926f9,2016-12-24 12:46:01,Add new anaddb variables for grunesein  Change inupper so that tokens between quotes are ignored,0,0.0,0
e62a6f8,2016-12-24 14:16:49,Fix bug with optional argument,1,1.0,1
7c62d4c,2016-12-25 16:25:28,make buildsys happy or not...,0,0.0,0
dafd718,2016-12-25 16:45:37,make buildsys happy...I hope now,0,0.0,0
67ccc6d,2016-12-26 13:14:55,libxc/t43.in added to test the gwfockmix variable,0,0.0,0
d587476,2016-12-26 15:17:25,Merge remote-tracking branch 'remotes/trunk/develop' into develop,0,0.0,0
e833e96,2016-12-26 16:40:32,libxc/t43 reference updated with gwpc=8,0,0.0,0
16909cb,2016-12-27 13:37:03,Add routine to compute speed of sound,0,0.0,0
2a85ec8,2016-12-27 22:03:52,libxc/t43 tolerance adjusted to pass the test on cronos.,0,1.0,1
7d49e1f,2016-12-28 10:19:52,Improves comments in the el-ph ZPR part. Modified:   72_response/dfpt_vtowfk.F90  72_response/eig2stern.F90,0,0.0,0
f35a5f8,2016-12-28 11:01:44,Saving work,0,0.0,0
17cd88b,2016-12-28 12:18:40,Refactor lebedev API,0,0.0,0
507779f,2016-12-29 18:46:14,Abort immediately if IOError in read_rhor,0,0.0,0
d96e11b,2016-12-30 11:17:31,Add ifc_print_info method,0,0.0,0
2f13675,2016-12-30 11:17:58,Merge remote-tracking branch 'origin/hotfix-readrhor' into eph,0,0.0,0
679afe8,2016-12-30 13:52:25,Correct bugs in dfptnl_pert (wrong use of rf2_apply_ham) and dfptnl_loop (core densities),1,1.0,1
c19778e,2016-12-30 17:59:29,Merge remote-tracking branch wchen/develop/2a85 into _wchen,0,0.0,0
dd6a168,2016-12-30 22:54:09,Merge branch 'develop' of abinit-gitlab:trunk/abinit into pimd,0,0.0,0
467a002,2016-12-31 00:06:38,Replace -openmp by -qopenmp in recent Intel FC versions,0,0.0,0
dbd4a56,2016-12-31 00:09:34,quickfix in opernlb_ylm: a test on nloalg was erroneous,0,1.0,1
94d6523,2016-12-31 00:55:06,Change NLO_MINCAT value to save memory,0,0.0,0
739542a,2016-12-31 01:08:20,vel_cell was not correctly defined in netCDF file,0,0.0,0
8211f4e,2016-12-31 01:54:59,Suppress useless args in ctocprj,0,0.0,0
c684d1f,2016-12-31 02:13:17,Error in predict_pimd corrected,1,1.0,1
6059527.0,2017-01-02 11:14:25,Saving work,0,0.0,0
073fe8d,2017-01-02 16:59:00,Get rid off matom in ewald9,0,0.0,0
b3642ee,2017-01-02 17:49:34,Only master should write MSQD_T and PHDOS files,0,1.0,1
5f080ab,2017-01-02 17:51:27,Merge remote-tracking branch 'origin/hotfix-anaddb' into eph,0,0.0,0
5729689.0,2017-01-02 17:54:27,Import hotfix-anaddb,0,1.0,1
aaddf43,2017-01-02 18:04:35,abilint,0,0.0,0
c3ea549,2017-01-02 18:29:48,Correct core densities in PAW,0,1.0,1
4a25966,2017-01-02 18:45:50,Call ifc_init with prtfreq=False in anaddb,0,0.0,0
c436041,2017-01-02 18:46:27,Pass MPI communicator to elphon,0,0.0,0
c795584,2017-01-02 18:46:30,Merge branch 'eph' of gitlab.abinit.org:gmatteo/abinit into eph,0,0.0,0
e6af034,2017-01-02 19:54:07,Fix misplaced HAVE_NETCDF,1,1.0,1
16d145d,2017-01-02 20:00:44,Pass ncid to ifc_speedofsound,0,0.0,0
5dce539,2017-01-02 20:02:18,Merge remote-tracking branch 'origin/hotfix-anaddb' into eph,0,0.0,0
fe0c9bd,2017-01-02 20:28:06,Activate call to ifc_speedofsound,0,0.0,0
145707.0,2017-01-02 22:54:13,abinit --abimem-level,0,0.0,0
70c5403,2017-01-02 23:11:48,Fix formats in isfile,1,1.0,1
0853f8f,2017-01-02 23:12:18,Merge remote-tracking branch 'origin/hotfix-anaddb' into eph,0,0.0,0
3140752.0,2017-01-03 10:59:39,Merge remote-tracking branch 'trunk/develop' into mytrunk,0,0.0,0
1bb4958,2017-01-03 11:20:04,Merge branch 'lobpcg_new' of gitlab.abinit.org:biederj/abinit into lobpcg_new,0,0.0,0
e6082f0,2017-01-03 11:21:50,Change test for new lobpcg,0,0.0,0
4724b45,2017-01-03 13:40:11,Merge remote-tracking branch 'trunk/develop' into lobpcg_new,0,0.0,0
b57742f,2017-01-03 14:16:31,Correct typos  and improve writtings on cRPA tutorial.,0,0.0,0
fb17c60,2017-01-03 14:32:03,Merge branch 'release-8.2.0' into tuto_crpa,0,0.0,0
865d704,2017-01-03 15:59:00,Merge bug fixed (some remaining ... ) Add prtvol in lobpcg Update doc for prtvol,1,1.0,1
18ac95e,2017-01-03 18:40:54,Adjust ref file for ionmov=22  according to new xred printing,0,0.0,0
f0782a2,2017-01-04 08:44:29,Merge bugs ?,1,0.0,0
cb6dc6f,2017-01-04 08:52:25,Merge bugs ?,1,0.0,0
78520bd,2017-01-04 09:53:36,Merge remote-tracking branch torrent/quickfixes/bbe6 into _torrent-8.2.0,0,0.0,0
3b1a847,2017-01-04 12:22:09,Upgrade AtomPAW version,0,0.0,0
da9f93c,2017-01-04 13:14:07,New anaddb variables: prtvol  vs_qrad_tolms,0,0.0,0
36e6ab8,2017-01-04 13:31:24,Fix merge.. I hope,1,1.0,1
24c92d1,2017-01-04 14:36:54,Merge pb again ... Not all tests are present,0,0.0,0
90b820a,2017-01-04 17:49:58,Document new anaddb variables,0,0.0,0
4e765d5,2017-01-04 19:53:53,Change the way Dij is transfered in to Ekb because the parallelization over atom was incompatible with the parallelization over spins,0,1.0,1
ae05242,2017-01-04 20:12:12,Remove useless begin at cpu lines from anaddb ab_out,0,0.0,0
d4164f4,2017-01-04 20:58:49,Remove begin at cpu lines from anaddb ref files,0,0.0,0
f174c1b,2017-01-05 00:27:40,Change the way Dij is tranfered in to Ekb - Take 2,0,0.0,0
9ddac9c,2017-01-05 00:33:02,Precompute ifc%omega_minmax in ifc constructor to facilitate DOSes computation,0,0.0,0
c0a4576,2017-01-05 01:16:11,Check lapack exit status,0,0.0,0
41a37d2,2017-01-05 10:09:52,Starts to work,0,0.0,0
c91ff3c,2017-01-05 13:22:39,symkpt: use more explicative names for args,0,0.0,0
f2c4e19,2017-01-05 15:01:17,print keyword when there is an error in the input file. don't print the algortihn used for RR in lobpcg except for prtvol 4,1,0.0,0
22b1964,2017-01-05 15:49:47,try to refix timana,0,1.0,1
488224c,2017-01-05 16:09:16,handle nprocs > 1 in ddb_diel,0,0.0,0
8f0ec86,2017-01-05 16:34:08,Handle nprocs > 1 in dtchi,0,0.0,0
1903d29,2017-01-05 16:39:15,Handle MPI in ramansus,0,0.0,0
c03e381,2017-01-05 16:42:58,Handle nprocs > 1 in electrooptic,0,0.0,0
01d8c1c,2017-01-05 17:02:50,Handle nprocs > 1 in ddb_elast,0,0.0,0
e7fe195,2017-01-05 17:08:23,handle MPI in ddb_piezo,0,0.0,0
099a212,2017-01-05 17:20:12,handle Mpi in relaxpol,0,0.0,0
fa96642,2017-01-05 17:45:16,Tests cRPA for tuto cRPA: typos,0,0.0,0
1d2aae8,2017-01-05 18:01:59,Increase number of anaddb tests executed with nprocs > 1,0,0.0,0
4453903.0,2017-01-05 19:35:57,Change the way Dij is transfered in to Ekb - Take 3,0,0.0,0
8c7d008,2017-01-05 21:50:17,ifc_print --> ifc_write  simplify API  add tests with nprocs > 1,0,0.0,0
065004b,2017-01-06 00:49:19,Preliminary test for Gruneisen parameters,0,0.0,0
e33f38e,2017-01-06 01:13:20,Use abiref refs,0,0.0,0
c2e8ce7,2017-01-06 02:42:18,Change the way Dij is transfered in to Ekb - Take 4,0,0.0,0
6dacc24,2017-01-06 09:59:13,Merge remote-tracking branch torrent/quickfixes/c2e8 into _torrent-8.2.0,0,0.0,0
b036f6b,2017-01-06 11:27:37,Merge remote-tracking branch amadon/tuto_crpa/fa96 into _amadon-8.2.0,0,0.0,0
ab78ae1,2017-01-06 13:44:57,update graphene bot ( OS and MacPorts gcc6+openmpi+OpenBLAS... ),0,0.0,1
10fa13c,2017-01-06 16:24:59,Marc's suggestion,0,0.0,0
e315eb8,2017-01-06 18:58:08,Add msqd to netcdf file,0,0.0,0
f2006ad,2017-01-06 20:09:30,Improvment of code stability for several pathological cases of procs distribution,0,0.0,0
7da5b88,2017-01-06 22:08:22,update graphene bot and make buildsys[13] happy,0,0.0,1
0.0,2017-01-06 22:15:33,new anaddb variables: prtphbands,0,0.0,0
0f03edd,2017-01-06 22:20:16,remove etsf_io in config/specs to make happy buildsys[10],0,0.0,0
659697.0,2017-01-06 22:53:21,cleanup,0,0.0,0
973dfa0,2017-01-06 23:42:57,Move printbxc and printvtk to m_pptools,0,0.0,0
1dc28fb,2017-01-07 01:06:01,Avoid npw=0 and print error message,1,0.0,0
743eb15,2017-01-07 12:10:58,Errors corrected (thank you test farm~),1,1.0,1
5bc6bb6,2017-01-08 13:18:48,refs from abiref,0,0.0,0
1f3dbc7,2017-01-09 00:51:52,Corrections to make PAW compatible with spnorb,0,1.0,1
bc93740,2017-01-09 10:29:44,Merge remote-tracking branch torrent/quickfixes/1f3d into _torrent-8.2.0,0,0.0,0
ccc9ed9,2017-01-09 13:59:31,Add new lobpcg to update references,0,0.0,0
20085f5,2017-01-09 14:01:16,abirules,0,0.0,0
7a7c358,2017-01-09 21:46:27,Prepare to pull,0,0.0,0
6c05270,2017-01-09 21:46:38,Merge branch 'eph' of gitlab.abinit.org:gmatteo/abinit into eph,0,0.0,0
733840000000.0,2017-01-10 11:49:15,psml bugfix: ps_Relativity returns chars not bool,0,1.0,1
238f1cf,2017-01-10 18:21:25,Fix duplicated import,1,1.0,1
815110d,2017-01-10 18:39:19,Fix import,1,1.0,1
2f3a5f5,2017-01-11 00:09:17,Update pspm refs,0,0.0,0
3f1ebd7,2017-01-11 19:41:54,Correction in NCPP nlcc core correction for hybrid functionals,0,1.0,1
595b00c,2017-01-12 21:18:50,Merge remote-tracking branch gmatteo/intel17/2f3a into _gmatteo-8.2.0,0,0.0,0
ebe6324,2017-01-12 23:46:52,Merge remote-tracking branch torrent/quickfixes/3f1e into _torrent-8.2.0,0,0.0,0
a2f9b91,2017-01-13 01:51:42,Merge branch release-8.2.0/ebe6 into develop,0,0.0,1
c641cd8,2017-01-13 11:21:06,Replace make_path with kpath_t  update refs,0,0.0,0
e6b8b20,2017-01-13 12:36:20,Prepare to pull,0,0.0,0
358e5a0,2017-01-13 13:24:12,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0,0.0,0
6.26e+74,2017-01-13 13:27:34,abilint,0,0.0,0
a9a7c6e,2017-01-13 16:28:05,Increase tol  update ref file,0,0.0,0
5ba5047,2017-01-14 14:12:17,Testing SKW interpolation,0,0.0,0
5315806.0,2017-01-15 18:35:20,Saving work,0,0.0,0
a17dfea,2017-01-16 13:39:27,Remove openmp from opernl_ylm ->gcc6 crashed,0,0.0,0
c0dd8ab,2017-01-16 15:36:06,Interface GW with interpolator,0,0.0,0
64b8e55,2017-01-16 23:29:29,Stress test for ebands interpolation,0,0.0,0
3827d20,2017-01-17 00:03:35,LBYL,0,0.0,0
50597d2,2017-01-17 02:01:21,Handle shifted meshes,0,0.0,0
410f3c0,2017-01-17 13:11:20,Stop the code immediately if --netcdf-default without MPI-IO,0,0.0,0
ae177f2,2017-01-17 15:56:51,cleaning  updated FB  modif of builders,0,0.0,0
e28637e,2017-01-18 08:10:41,typo,0,0.0,0
6178b09,2017-01-18 10:42:16,use atlas with bob  back to OpenBLAS with graphene  make buildsys happy,0,0.0,0
6f66751,2017-01-18 13:11:15,New dtset% entries: ndivsm  nkpath  kptbounds and einterp,0,0.0,0
93e2511,2017-01-18 13:33:13,typo,0,0.0,0
d8dff05,2017-01-18 13:36:01,Merge branch 'intel17' of gitlab:gmatteo/abinit into libxc223,0,0.0,0
3a1d49f,2017-01-18 14:27:17,Update refs after inclusion of new vars in dtset,0,0.0,0
f7ecdd7,2017-01-18 14:28:08,stash apply,0,0.0,0
3604115.0,2017-01-18 15:21:24,New weights for anaddb,0,0.0,0
caa0b4a,2017-01-18 16:09:54,nag finds real bugs while xlf creates new ones,1,0.0,0
1272a4a,2017-01-18 16:46:18,option to activate new weights,0,0.0,0
7099f12,2017-01-19 15:07:46,pawmkrho : computation of rhor on fine grid is now optional (because it is not needed in dfptnl_pert),0,0.0,0
a33b57f,2017-01-19 21:32:02,add support for intel 17 change standard optim for intel compiler : remove -xhost too aggressive,0,0.0,0
94e5ae0,2017-01-20 15:13:53,Cleanup,0,0.0,0
10da1fd,2017-01-20 15:56:11,test new fallbacks access,0,0.0,0
8e7e419,2017-01-20 22:38:28,test new fallbacks access(2),0,0.0,0
38a3370,2017-01-21 00:43:04,full new fallbacks access,0,0.0,0
7f17b8c,2017-01-21 09:06:14,Modify tolerance  to prepare merge of bieder/hotfix_cif/e28637e9 . Modified:   t94.in,0,0.0,0
6af2939,2017-01-21 09:09:04,Merge remote-tracking branch biederj/hotfix_cif/e286 into _biederj-8.2.0,0,0.0,0
8f20946,2017-01-21 13:20:37,Faster algo for stars,0,0.0,0
85f86f2,2017-01-21 14:54:27,Add tests for interpolation of electronic band energies,0,0.0,0
e59d2b8,2017-01-21 15:01:05,fix typo + make buildsys happy,1,0.0,1
0d9259b,2017-01-21 15:16:38,Use abiref refs,0,0.0,0
ba245c1,2017-01-21 15:50:46,Preliminary documentation for new variables,0,0.0,0
fe02d43,2017-01-21 21:37:07,Increase tolnlines,0,0.0,0
c4ae6a6,2017-01-21 22:49:33,add new bots with ABI-FBKS + make buildsys happy,0,0.0,0
c049616,2017-01-22 06:53:53,Adjust tolerances for tests/mpiio #28 with ubu_intel_15,0,0.0,0
209a694,2017-01-22 06:58:13,Merge branch release-8.2.0/6af2 into develop,0,0.0,0
600b500,2017-01-22 12:01:02,fix typo for buildsys check,1,1.0,1
9b55b6c,2017-01-22 15:55:41,Prepare to pull,0,0.0,0
06a9a0f,2017-01-22 16:00:18,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0,0.0,0
c51020d,2017-01-22 17:15:41,Add ifc%wtq,0,0.0,0
4c431f2,2017-01-22 21:27:49,Update tolerances for new bots tikal_intel15_serial  ubu_intel15_mpich  ubu_intel16_openmp  ubu_intel17_openmpi .,0,0.0,0
6132de1,2017-01-22 21:46:52,In view of new bots + upgraded ones  modify testfarm.conf  for ubu_intel15_mpich  ubu_intel16_openmp  bob_gnu5.3_openmp  graphene_gnu6.2_macports  tikal_gnu5.4_mpich,0,0.0,0
8949eda,2017-01-23 06:46:57,Modify or update refs files in abichecks/buildsys/Refs,0,0.0,0
910058b,2017-01-23 11:14:23,Final update of files  to finalize v8.2.0 (no doc yet  though ...),0,0.0,0
c5d2fb8,2017-01-23 11:24:04,Merge remote-tracking branch beuken/libxc223/600b  into _beuken,0,0.0,0
15c9d20,2017-01-23 11:39:57,Merge branch 'release-8.2.0' into _beuken  and solve conflicts.,0,0.0,0
c02cde7,2017-01-23 17:46:13,anaddb: Use nsphere -1 to activate ifc_autocutoff,0,0.0,0
8760b84,2017-01-23 18:06:33,abilint,0,0.0,0
ff84c2f,2017-01-23 19:37:16,Update ubu_intel_15.0_mpich.ac,0,0.0,0
eea010e,2017-01-23 19:38:40,Update tolerance for ubu_intel_15.0_mpich . Modified:   v7/Input/t94.in,0,0.0,0
661937d,2017-01-23 21:18:25,Update KNOWN_PROBLEMS,0,0.0,0
5588b1c,2017-01-23 21:35:19,Start v8.2.1 . Modify the */configure.ac files.,0,0.0,0
1dd14ab,2017-01-23 22:44:28,Add check on anaddb variables,0,0.0,0
f2440bb,2017-01-23 22:55:23,Fix wrong varnames in anaddb tests,1,1.0,1
baba758,2017-01-23 23:35:46,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0,0.0,0
4dcb20c,2017-01-24 10:48:20,Update configure.ac files for v8.3.1,0,0.0,0
cb0c22a,2017-01-24 11:36:51,add generator of 1st order coefficients for the fit (with symetries),0,0.0,0
