hash,time,message,keyword_buggy,human_buggy,fastread_buggy
4.09E+70,2015-12-03 11:43:00,close_to_point needs tol/hmax,0,,0
050d549,2015-12-03 12:35:00,Merge pull request #739 from roystgnr/static_multiply,0,,0
7de27db,2015-12-03 15:25:00,Merge pull request #740 from roystgnr/C1_coarsening_projection_fix,0,,0
89f050f,2015-12-03 15:31:00,Add configure test for PETSc index size mismatch.,0,,0
493d272,2015-12-03 15:33:00,Run bootstrap.,0,,0
be92d55,2015-12-04 09:26:00,Move libmesh-PETSc type consistency checks out of petsc.m4,0,,0
f434f93,2015-12-04 09:56:00,Run bootstrap.,0,,0
93683af,2015-12-04 11:02:00,Correct comment re: projection close_to_point tol,0,,1
04755d9,2015-12-04 11:03:00,Use larger tolerance when finding old elements,0,,0
d674668,2015-12-04 11:30:00,Perform variable substitution at the end of petsc.m4,0,,0
5b97485,2015-12-04 12:46:00,Run bootstrap.,0,,0
71d0997,2015-12-04 15:50:00,Merge pull request #742 from roystgnr/another_projection_fix,0,,0
ce374e9,2015-12-04 16:12:00,If starting the nonlinear solve with a really good initial guess  we dont want to set an absurd linear tolerance,0,,0
43fa1f4,2015-12-04 16:21:00,Optimize tree add (un)serialization (#745),0,,0
9fdc663,2015-12-04 16:26:00,Merge pull request #741 from jwpeterson/petsc_m4,0,,0
04df0ac,2015-12-04 16:31:00,Updated systems_of_equations_ex8.,0,,0
9af5b1f,2015-12-05 12:18:00,Merge pull request #743 from dknez/systems_of_equations_ex8_refresh,0,,0
7f5ad54,2015-12-06 13:55:00,Update traffic.,0,,0
c5cbe6f,2015-12-06 13:59:00,Update citations.,0,,0
cde372f,2015-12-06 14:05:00,Update LOC count.,0,,0
596f26b,2015-12-07 08:13:00,Update citations.,0,,0
8b9f266,2015-12-07 10:36:00,Add DenseMatrix::svd_solve().,0,,0
70eca2c,2015-12-07 11:01:00,Merge pull request #744 from vikramvgarg/newtonsolver_tolerance_fix,0,,0
c9265c0,2015-12-07 16:58:00,Cache derivatives to files (#745),0,,0
714ec15,2015-12-08 08:20:00,Update citations.,0,,0
4a0d108,2015-12-08 08:26:00,Merge pull request #746 from jwpeterson/svd_solve,0,,0
e0e46c9,2015-12-08 09:04:00,Add feature flag system (#745),0,,0
a5407a2,2015-12-08 09:55:00,Fix gcc compile and link errors (#745),0,,1
4c8fa1b,2015-12-09 14:32:53,Redesign Parallel packed_range functions,0,,0
43f1d0d,2015-12-09 14:39:43,Use new Packing API with Elem* and Node* types,0,,0
01e74bf,2015-12-09 14:40:31,Type deduction argument for receive_packed_range(),0,,0
56341df,2015-12-09 14:42:08,Initial unit test for new packed_range code,0,,0
5fe4bc3,2015-12-09 14:42:37,Build new packed_range unit test,0,,0
9b000bb,2015-12-09 14:42:49,Re-run bootstrap,0,,0
e712ee3,2015-12-09 15:07:42,Fix unused variable warnings,0,,0
ce0cc74,2015-12-09 15:08:00,More packed range unit tests,0,,0
c926028,2015-12-10 08:25:00,Merge pull request #747 from dschwen/cache_ad_745,0,,0
118ee29,2015-12-11 13:39:00,clean the proper output file,0,,0
a517b4b,2015-12-11 17:37:00,PETSc 3.6.3 still has old TaoSetTolerances options,0,,0
9c71d0c,2015-12-12 10:38:00,Merge pull request #749 from pbauman/tao-set-tolerances,0,,0
6d748ea,2015-12-12 10:47:00,Update citations.,0,,0
b7f4a66,2015-12-12 12:45:00,Set DOT_PATH in Doxyfile.in.,0,,0
2fbb632,2015-12-12 13:04:00,"Update Doxygen ""Main Page"" documentation.",0,,0
220cf25,2015-12-13 14:13:00,Update traffic.,0,,0
7fecf64,2015-12-13 14:25:00,Fix doxygen warnings.,0,,0
e7c3d30,2015-12-13 20:55:00,Fix warning about DOT_FONTNAME.,0,,0
d67dd32,2015-12-13 21:05:00,Fix indentation on Doxygen mainpage.,0,,0
7650ed9,2015-12-14 10:53:00,Widen NewtonSolver immediate-convergence test,0,,0
0ade62b,2015-12-14 13:45:00,Don't use LIBMESH_OPTIONS in reduced basis ex5,0,,0
5e4499d,2015-12-14 13:45:37,Don't use LIBMESH_OPTIONS in reduced basis ex5,0,,0
b81dafc,2015-12-14 15:13:00,Merge pull request #750 from roystgnr/newton_solver_fix,0,,0
bbe5924,2015-12-14 15:56:00,Merge pull request #751 from roystgnr/rb_ex5_no_custom_pc,0,,0
fe4bdcd,2015-12-15 14:17:00,Suppress variadic template warnings in GCC.,0,,0
3afb43d,2015-12-15 14:17:25,Suppress variadic template warnings in GCC.,0,,0
0d4372d,2015-12-16 09:32:00,Merge pull request #717 from libMesh/automake_refresh,0,,0
e61086b,2015-12-16 12:41:00,Add BounaryInfo::remove_id(),0,,0
05eee99,2015-12-16 12:42:00,Remove unused  private functor.,0,,0
5406bac,2015-12-16 12:45:00,Move inline functions out of header.,0,,0
b29c42a,2015-12-16 13:14:00,Call remove_id() in MeshTools::Modification::change_boundary_id().,0,,0
d5c4421,2015-12-16 13:42:00,Add unit test of BoundaryInfo::remove_id().,0,,0
081f517,2015-12-16 13:48:00,Run bootstrap.,0,,0
ebbdf65,2015-12-16 14:16:00,Clear input vectors passed to BoundaryInfo functions.,0,,0
3416ef8,2015-12-16 14:25:00,Fix some documentation/formatting typos.,0,,0
c5c3ceb,2015-12-16 15:16:00,Fix warning generated while trying to ignore warnings.,0,,0
037d8c2,2015-12-16 15:16:36,Fix warning generated while trying to ignore warnings.,0,,0
3076be4,2015-12-16 16:45:00,Merge pull request #754 from jwpeterson/remove_id,0,,0
eca97f6,2015-12-17 12:19:00,Update citations.,0,,0
6c7254e,2015-12-20 16:04:00,Added SolverConfiguration to NonlinearSolver to match LinearSolver.,0,,0
b59ec8a,2015-12-20 19:07:00,Fixed compilation error with --enable-complex  due to DenseMatrix::_svd_solve_lapack,0,,1
214974a,2015-12-20 19:49:00,Merge pull request #758 from dknez/nonlinear_solver_config,0,,0
de28d8c,2015-12-20 22:56:00,Added shortcut returns in change_boundary_id and change_subdomain_id if old and new IDs are the same,0,,0
ae10749,2015-12-21 08:25:00,Update traffic.,0,,0
5d23511,2015-12-21 09:41:00,Fix issues with writing Exodus files after deleting nodes.,0,,1
9560aef,2015-12-21 09:41:27,Fix issues with writing Exodus files after deleting nodes.,0,,1
c6a5e45,2015-12-21 12:57:00,Update citations.,0,,0
44daf79,2015-12-21 13:08:00,Add tests for inverse hyperbolic functions.,0,,0
fc2e713,2015-12-21 13:15:00,Run bootstrap.,0,,0
e3373f7,2015-12-21 13:23:00,Use inverse hyperbolic trig defines detected by configure.,0,,0
2cd4042,2015-12-21 13:34:00,Add tests for complex inverse hyperbolic trig functions.,0,,0
e209167,2015-12-21 13:41:00,Run bootstrap.,0,,0
681ac62,2015-12-21 14:30:00,Update meaning of MeshBase::spatial_dimension().,0,,0
fe8672f,2015-12-21 14:30:09,Update MeshBase::spatial_dimension().,0,,0
c8812b1,2015-12-21 14:30:09,Update meaning of MeshBase::spatial_dimension().,0,,0
51c521d,2015-12-21 15:37:40,Set mesh spatial dimension in build_cube().,0,,0
b60bcca,2015-12-21 15:42:48,Use LIBMESH_DIM rather than mesh.spatial_dimension().,0,,0
16e2c65,2015-12-21 16:02:36,Add unit test of mesh.spatial_dimension().,0,,0
7f5e9fa,2015-12-21 16:03:57,Run bootstrap.,0,,0
ea009a1,2015-12-21 16:32:00,Merge pull request #759 from jwpeterson/fix_exodus,0,,0
432f3b8,2015-12-21 16:35:00,Merge pull request #760 from jwpeterson/inv_hyp,0,,0
315d0e3,2015-12-24 09:24:00,Reduced Basis change: Should use relative error in EIM greedy,0,,0
a156d05,2015-12-28 11:05:00,Update traffic.,0,,0
5c4aaeb,2015-12-28 11:33:00,Update citations.,0,,0
6dabeba,2015-12-30 21:53:00,Add istream-based GetPot constructor,0,,0
f2bec40,2015-12-31 16:03:00,Parse test inputfile from stringstream,0,,0
5d5618f,2015-12-31 16:58:00,No longer need GetPot test at .C.in file,0,,0
b7d6fe8,2015-12-31 16:58:00,Ran bootstrap,0,,0
96d98f6,2016-01-01 13:55:00,Reuse parse_input_stream within parse_input_file,0,,0
a3e0c86,2016-01-02 08:30:00,Update citations.,0,,0
63aea86,2016-01-02 09:35:00,Update statistics for Dec 2015.,0,,0
65121aa,2016-01-02 09:48:00,Merge pull request #762 from pbauman/getpot-stream-constructor,0,,0
