hash,time,message,keyword_buggy,human_buggy,fastread_buggy
51fa33a,2017-01-06 11:14:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12227 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
1310438.0,2017-01-06 11:40:32,',0,0.0,0
1310438.0,2017-01-06 11:40:32,Merge pull request #843 from akohlmey/whitespace-cleanup,0,0.0,0
1310438.0,2017-01-06 11:40:32,cleanup embedded or trailing tabs,0,0.0,0
1310438.0,2017-01-06 11:40:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14163 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
1a9f2df,2017-01-06 11:44:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12228 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
9d46670,2017-01-06 11:44:14,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12229 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
9587225.0,2017-01-06 11:44:16,Avoid more div by zero in meam/c,0,0.0,0
9587225.0,2017-01-06 11:44:16,Improve style  replace pow(x) with faster square() and cube(),0,0.0,0
9587225.0,2017-01-06 11:44:16,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12230 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
9587225.0,2017-01-06 11:44:16,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12231 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
4d0a6d8,2017-01-06 11:51:42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12232 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
eb1c6a2,2017-01-06 11:54:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12233 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
6abefe7,2017-01-06 15:41:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13625 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
f995bb4,2017-01-06 16:00:35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@13549 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
ccd09e3,2017-01-06 19:04:26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12363 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
20a4e36,2017-01-06 21:30:13,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12364 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
51e52b4,2017-01-06 21:30:33,replace variable length array in fix ipi with new/delete,1,0.0,0
09af780,2017-01-06 21:31:39,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12365 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
a9f0b7d,2017-01-09 10:39:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12416 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
9250a55,2017-01-09 12:24:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12366 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,0.0,0
