hash,time,message,keyword_buggy,human_buggy,fastread_buggy
d13670df,2017-04-09 15:23:28,Merge pull request #484 from hainm/pytraj-build-box_17.0,0,,1
dea5d065,2017-04-11 12:02:28,DRR - Cpptraj: Add hbond timing info,0,,0
4d65a837,2017-04-11 16:12:01,DRR - Cpptraj: Test new hydrogen bond action that arranges things by site to avoid doubled calculation and hopefully make parallelization simpler.,0,,0
df323da8,2017-04-12 08:29:31,DRR - Cpptraj: Add test hbond2 action,0,,0
35705f9f,2017-04-12 10:30:23,DRR - Cpptraj: Finish initial solute-solute hbond calculation. Seems to be decent speedup so far but requires much more testing.,0,,0
45262994,2017-04-12 11:07:41,DRR - Cpptraj: Ensure donor-only sites will be calculated.,0,,0
78f12eb0,2017-04-12 11:55:15,DRR - Cpptraj: Add print code. MPI code added too but not yet working.,0,,0
023e553c,2017-04-12 12:39:20,DRR - Cpptraj: Ensure UU hydrogen bonds in map are truely unique by using donor H atom - acceptor atom indices as key.,0,,0
3005b652,2017-04-12 12:51:43,DRR - Cpptraj: Try to improve insertion speed into hbond map,0,,0
2a613e99,2017-04-13 08:10:23,DRR - Cpptraj: Add solvent Hbond calc. Speedup in initial testing is about 3.4x so far.,0,,0
f91a9936,2017-04-13 08:16:51,DRR - Cpptraj: HBmapType to UUmapType,0,,0
f12ebf29,2017-04-13 08:35:38,DRR - Cpptraj: Ensure solvent is ignored when solute donor or acceptor mask not explicitly specified.,0,,0
902943e4,2017-04-13 08:54:20,DRR - Cpptraj: Recognize ions,0,,0
2248a308,2017-04-13 09:06:53,DRR - Cpptraj: Add solute/solvent hydrogen and ion count,0,,0
86e1b0f6,2017-04-13 09:33:21,DRR - Cpptraj: Add bridging calc,0,,0
3932a7a3,2017-04-13 09:44:56,DRR - Cpptraj: Properly init some variables. Fix spacing.,1,,0
cde9c408,2017-04-13 09:51:58,DRR - Cpptraj: Remove unused class variable.,0,,0
34c36b27,2017-04-13 10:04:24,DRR - Cpptraj: Add nointramol functionality. Slows down the code a little since it introduces an if statement in some inner loops but is still faster than original.,0,,0
256bb2f7,2017-04-13 11:36:36,DRR - Cpptraj: Start fixing the MPI consolidation,1,,0
75cf5468,2017-04-13 12:59:29,DRR - Cpptraj: Add sort option for data file write. This allows comparison between series data of the old and new versions of the hbond code since the order in which hbonds are searched for is slightly different,0,,0
b5250ceb,2017-04-13 13:00:27,DRR - Cpptraj: Hide some debug info,0,,0
88d886c1,2017-04-13 13:44:23,DRR - Cpptraj: Send solvent hbond data with solute hbonds. Properly finish off time series in parallel.,0,,0
