hash,time,message,keyword_buggy,human_buggy,fastread_buggy
a59b7e4,2017-07-24 09:09:22,doc edits i missed in earlier commit,0,,0.0
f202343,2017-07-24 12:54:26,fix typo,0,,0.0
6716de5,2017-07-24 20:17:17,Update documentation,0,,0.0
bc446bb,2017-07-25 12:12:30,add .cpp and .h to root src,0,,0.0
633ca33,2017-07-25 13:08:24,fix newly introduced bug,0,,1.0
557e5b9,2017-07-25 13:37:01,Fixing CUDA runtime issues in fix_shardlow_kokkos,0,,1.0
d3fa882,2017-07-25 13:49:23,fix enforce2d has to be defined after fixes with enforce2d_flag set,0,,1.0
76fb4e0,2017-07-25 14:16:31,first pass at implementing atom2bin for KOKKOS neighbor lists,0,,0.0
c3c9f35,2017-07-25 14:37:41,fix off-by-one memory allocation bug,0,,1.0
0231cc3,2017-07-25 19:09:20,Make Kokkos comm give warning and switch to classic comm instead of erroring out,0,,0.0
60c67b0,2017-07-26 10:45:11,the original fix qeq went away over 7 years ago  we don't need to purge it,0,,0.0
aa5ea95,2017-07-26 11:55:50,added MKL support,0,,0.0
51a0633,2017-07-26 12:08:42,Merge pull request #652 from junghans/latte,0,,0.0
f0d2863,2017-07-26 14:02:02,support QUIP wrapper API version query  relax hybrid restriction to allow hybrid/overlay  update docs,0,,0.0
f7a243a,2017-07-26 14:20:03,Update Colvars to version 2017-07-15 and support automated builds for it,0,,0.0
fd6e11f,2017-07-26 14:29:17,added FFTW2 support,0,,0.0
715c797,2017-07-26 15:14:12,disallow binary output with dump style local. fixes #596,0,,0.0
2806f07,2017-07-26 15:46:51,include pair style kim doc changes that were accidentally included in PR #590,0,,0.0
934cbbb,2017-07-26 16:07:08,avoid division by zero in reaxff bond interaction computations in very rare cases,0,,0.0
da7a5f5,2017-07-26 19:32:55,correct typo in USER-REAXC code,0,,0.0
72419b6,2017-07-26 19:35:15,handle one more case where allowing shifted potential with cutoff 0.0 would create NaNs,0,,0.0
8f59c0e,2017-07-27 08:51:17,Fix CUDA issue in pair_exp6_rx_kokkos,0,,1.0
0427f62,2017-07-27 09:25:02,Minor updates in documentation and setup tool  merge before upgrade to oxDNA2,0,,0.0
acf6d54,2017-07-27 09:25:39,cmake: fixed two typos,0,,0.0
8e834d8,2017-07-27 09:37:16,add support for trapping floating point exception as an optional compile time feature,0,,0.0
6d0a228,2017-07-27 10:34:44,added support for LAMMPS_MEMALIGN and LAMMPS_LONGLONG_TO_LONG,0,,0.0
c494ec3,2017-07-27 12:48:32,Remove hardcoded execution spaces,0,,0.0
e397379,2017-07-27 15:51:45,Fix modify/sync issue in neigh_bond_kokkos,0,,1.0
9695aa6,2017-07-27 15:51:56,Update in.molecular,0,,0.0
7edb294,2017-07-28 10:44:08,Fixed recent segfault in fix gcmc and added mcmoves keyword,0,,1.0
e7d9aab,2017-07-28 11:25:08,Add a (contrived) molecular example for USER-QUIP,0,,0.0
f3850da,2017-07-28 13:36:06,add GZIP and FFMPEG status,0,,0.0
ffb778c,2017-07-28 14:03:29,revert change that accidentally undoes part of PRs #583 and #588,0,,0.0
3ebf561,2017-07-28 14:25:47,Clarified some points in in.molecular example,0,,0.0
8512084.0,2017-07-28 15:20:33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12004 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
8512084.0,2017-07-28 15:20:33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12003 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0,,0.0
8512084.0,2017-07-28 15:20:33,Enabled again neigh no with tpa > 1 for 3-body gpu styles for backward compatibility  could be slower than neigh no tpa 1 in many cases,0,,0.0
8512084.0,2017-07-28 15:20:33,avoid reporting negative memory allocation when memory_usage() is called before initialized,0,,0.0
841a92c,2017-07-28 16:03:24,Cleaned up 3-body kernels  reverted some mistaken changes to vashishta,0,,0.0
7d0d701,2017-07-28 16:05:16,Merge pull request #593 from akohlmey/collected-bug-fixes-and-small-updates,0,,0.0
9bfd926,2017-07-28 16:11:13,Merge pull request #595 from libAtoms/idces2quip,0,,0.0
13f2d39,2017-07-31 10:34:21,Merge pull request #594 from junghans/license,0,,0.0
8431ca5,2017-07-31 10:54:07,LICENSE: update address of Free Software Foundation,0,,0.0
408d9d9,2017-07-31 11:35:41,added support -DLAMMPS_XDR and -DPACK_*,0,,0.0
72f50c9,2017-07-31 11:48:22,added lammps size option,0,,0.0
93190a5,2017-07-31 11:48:27,cmake: add cross-configure warning,0,,0.0
71553cf,2017-07-31 13:53:41,Fix compile errors from neigh history refactor,0,,1.0
d3169ee,2017-07-31 13:56:20,Update lib/kim/Install.py for phthon 2.7 conversion,0,,0.0
5cd1dc9,2017-07-31 15:32:20,"Revert ""use neighbor list exclusions instead of a zero cutoff""",0,,0.0
b395ef0,2017-07-31 15:50:14,skip table consistency check for bitmapped tables,0,,0.0
96d3712,2017-07-31 15:52:33,GPU: added cuda includedir,0,,0.0
e84b6d8,2017-08-04 08:35:00,added USER-QUIP,0,,0.0
2fa16bc,2017-08-04 11:11:41,added support for QEQ,0,,0.0
59ac6ef,2017-08-04 11:19:09,Added warning to discourage use of group all and fixed some segfault cases,0,,0.0
23ca009,2017-08-04 14:47:32,enable REPLICA RIGID SHOCK SNAP SRD VORONOI,0,,0.0
163ed27,2017-08-04 16:04:40,add sanity checks to EAM potential file reader subroutine,0,,0.0
ca7a3a6,2017-08-04 17:48:27,added USER-ATC,0,,0.0
5ad8a33,2017-08-04 19:18:57,add USER-AWPMD,0,,0.0
aaf17bd,2017-08-06 23:53:23,enable more user packages,0,,0.0
e0f9a7c,2017-08-06 23:59:01,more USER packages,0,,0.0
a8f6a95,2017-08-07 08:00:56,add OpenKIM support,0,,0.0
0a54c34,2017-08-07 08:02:04,added USER-VTK,0,,0.0
135b165,2017-08-07 17:13:01,Added OPT,0,,0.0
8bba29d,2017-08-07 17:21:45,allow internal lapack,0,,0.0
b3244f9,2017-08-08 07:20:33,added support for LAMMPS_FFMPEG,0,,0.0
8a7a831,2017-08-08 12:57:22,started on USER-QMMM,0,,0.0
d2b0c28,2017-08-08 13:19:44,finish USER-QMMM,0,,0.0
b7b62f6,2017-08-08 13:20:25,Make read_restart evenly divide the work of reading when using mpiio. Currently only affects restart files written without any per-atom fix data.,0,,0.0
