hash,time,message,keyword_buggy,human_buggy,fastread_buggy
c398b2601,2016-10-04 11:32:03,Bump version to 2.1.0,0,,0
1494322cc,2016-10-04 11:51:30,Add release date for 2.1.0,0,,0
0580a251e,2016-10-06 13:13:45,Ensure that Python.h is included first,0,,0
6188b55c2,2016-10-06 13:46:42,Attempt to fix memory error in active force compute,1,,1
19dd69bc8,2016-10-07 17:25:58,Merge branch 'master' into hpmc_deep_copy,0,,0
267f968f7,2016-10-07 17:28:39,fix compile with ENABLE_CUDA=OFF,1,,1
b51c8fccf,2016-10-07 17:30:11,fix C++11 compile,1,,1
d1f6970f1,2016-10-07 18:10:42,Fixed dump.getar.writeJSON in MPI runs,1,,0
15f38a739,2016-10-07 18:12:22,revert templating of ShapeUnion,0,,0
eea428b03,2016-10-08 11:54:26,Fix gpu compile,1,,1
b3a525a96,2016-10-08 12:46:21,More economic GPUTree storage,0,,0
dcf017b6c,2016-10-08 13:48:01,int -> unsigned int,0,,0
fff0373f9,2016-10-09 14:28:29,print CUDA error in managed_allocator,1,,0
fb1880186,2016-10-09 16:03:47,ShapeUnion<> only load orientation if needed,0,,0
2578cabf4,2016-10-10 09:24:01,Update change log,0,,0
73715e4f6,2016-10-10 09:25:46,Add missing entry to data.py TOC,0,,0
aa06e56f8,2016-10-10 11:11:32,Fixed GetarDumpWriter mpi root check,1,,0
cf1af87ae,2016-10-10 12:34:10,Fix analyzer setup in dump.getar for python 2,1,,1
bd6b7e40e,2016-10-10 20:19:00,align shared memory,0,,0
3a64b01e2,2016-10-10 22:00:19,use simpler tree traversal in ShapeUnion,0,,0
b3799ab80,2016-10-10 22:32:17,fix shared memory race,1,,1
3abb30616,2016-10-10 22:59:21,do not manually align pointers,0,,0
2f36c102a,2016-10-11 00:19:39,parallelize tree traversals,0,,0
e4abbe058,2016-10-11 00:59:57,widen parallelism,0,,0
196a74cd2,2016-10-11 01:17:39,fix indexing,1,,1
65c352ef4,2016-10-11 12:01:38,BUGFIX: Flow swaps min/max slabs correclty for oscillatory flow.,0,,0
35b3b5bab,2016-10-12 17:55:25,Fix a bug where multi-charachter particle types failed in HPMC,1,,1
19858fe25,2016-10-14 11:17:41,Merge branch 'maint' of https://bitbucket.org/glotzer/hoomd-blue,0,,0
8b51fc5a3,2016-10-17 13:37:15,Merged in fix_writejson_mpi (pull request #266),0,,0
e130cd0af,2016-10-17 14:03:01,reinstate tandem tree traversal on CPU,0,,0
d8f48ac90,2016-10-17 17:20:55,adapt unit test,0,,0
f570fb466,2016-10-17 17:21:01,use quaternion rotations for OBBs,0,,0
1be9c1f31,2016-10-17 18:17:01,force inlining of vector math,0,,0
8ad5a34a1,2016-10-17 20:03:14,enable new sphere union in compute.free_volume(),0,,0
f5959e0e7,2016-10-18 10:34:43,re-enable update.muvt() for sphere_union shape,0,,0
187594ac9,2016-10-18 23:07:19,use exact OBB checks,0,,0
c6af6dd90,2016-10-21 13:57:11,Fix communication bug in HPMC,1,,1
77a89f741,2016-10-22 11:22:10,fix compilation without MPI,1,,1
d9a5042fe,2016-10-23 20:49:09,Update change log,0,,0
20f3e5d64,2016-10-23 20:50:27,Labelling version 2.1.1,0,,0
136e8fa66,2016-10-24 00:38:57,Merged in LudwigSchneider/hoomd-blue/flow (pull request #267),0,,0
