hash,time,message,keyword_buggy,human_buggy,fastread_buggy
9dd294709,2013-12-03 19:58:40,Fixed display bug in GPU info message,0,,1
81d92a6db,2013-12-03 21:13:25,Autotuner: handle cases where kernel parameters are invalid,0,,0
4da2a529b,2013-12-03 21:28:31,Minor fix in Autotuner (handle kernels that fail all the time),1,,1
0cb9278f9,2013-12-03 21:36:59,Fix CPU-only runs,1,,1
24b1c48b1,2013-12-04 08:34:49,"Revert ""Minor fix in Autotuner (handle kernels that fail all the time)""",1,,0
b51f7c807,2013-12-04 08:35:05,"Revert ""Autotuner: handle cases where kernel parameters are invalid""",0,,0
69dd59b48,2013-12-04 09:40:21,PotentialPairGPU checks its maximum block size by itself,0,,0
94cfefde1,2013-12-04 09:52:45,Have NeighborListGPUBinned check its own maximum kernel parameters,0,,0
42fdac37a,2013-12-04 12:36:35,Fixed bug - virial computed in pair force even if it shouldn't,1,,1
6d70f9d5e,2013-12-04 14:11:35,pair and neighbor list kernels launching for large numbers of particles,0,,0
dadd3b131,2013-12-04 15:38:12,Merge branch 'small_np_optimizations' into refactor_groups,0,,0
ee9ead274,2013-12-05 14:56:29,Added CUDA version of GPU bonded group table,0,,0
376b36715,2013-12-06 15:32:40,Fixed numerical precision problem upon initialization,1,,0
0df71e88b,2013-12-07 22:22:56,"Add auxilliary pdata field ""comm_flags""",0,,0
d1b4547fb,2013-12-09 11:56:09,Check that particles are in local (rather than global) box upon initialization,0,,0
5b4af8c4e,2013-12-09 14:15:17,Added extra debug messages,0,,0
f7a2476bb,2013-12-09 14:19:34,Merge branch 'small_np_optimizations' into refactor_groups,0,,0
daed7646d,2013-12-09 15:53:20,Use auxillary pdata field to synchronize communication decisions,0,,0
777ccdb69,2013-12-09 21:15:11,Start working bonded group communication,0,,0
9a6bd1cd0,2013-12-10 22:37:33,More working on group communication (compiles but not yet ready),0,,0
254ad7172,2013-12-10 22:48:20,Minor compile fix,1,,1
f947df042,2013-12-11 13:30:44,Switched from uint2 for bonds to templated data type,0,,0
0b3967ce0,2013-12-11 17:11:24,Add methods for swapping in alternate group data arrays,0,,0
6ea05d335,2013-12-11 20:22:19,Continued working on communication ..,0,,0
3a214fc45,2013-12-12 14:37:56,mods for ecalc for pair of particles,0,,0
d0dc6780c,2013-12-12 17:09:22,Finished coding bonded group communciation - now testing/debugging,0,,0
b6287583d,2013-12-12 22:38:09,Added back convenience Bond structure,0,,0
da919dc61,2013-12-12 22:55:53,Communication unit test compiles  too,0,,0
4f7456f13,2013-12-13 13:21:20,some debugging,0,,0
6c9b31928,2013-12-13 16:17:39,Fixed bug (2D pressure tensor calculation wrong),1,,1
ec4e454ed,2013-12-13 17:45:53,Bond migration working (unit test OK),0,,0
94d2c8178,2013-12-13 20:34:11,Unit test OK for bonded ghost communication,0,,0
ffef00730,2013-12-13 22:03:42,Fixed bug in nlist: clear exclusions at the beginning,1,,1
9e1d0737d,2013-12-13 22:13:46,Forgot to remove debug statement,0,,0
2f558d66a,2013-12-13 23:07:40,In nlist  request communication of ghost particle tags if exclusions are set,0,,0
fe2d0a351,2013-12-14 05:07:00,Bonds working in multi-GPU simulations .. finally,0,,0
131f8d51b,2013-12-14 05:15:12,Small safety measure in PotentialBond  and updated polymer_bmark.hoomd,0,,0
d512ad591,2013-12-14 15:29:13,Optimization: in group data  use mgpu::MergesortPairs instead of thrust::sort_by_key,0,,0
fa233e3ff,2013-12-14 16:07:00,Eliminate thrust in favor of moderngpu in bonded group data kernels,0,,0
227b7d863,2013-12-14 16:35:06,Eliminate thrust from ParticleGroup.cu,0,,0
eebb6d0c5,2013-12-14 20:43:29,New central CachedAllocator class,0,,0
45490e969,2013-12-14 22:40:36,Removed thrust 1.6.0 dependency,0,,0
e3f727371,2013-12-15 00:23:53,Improved MPI screen output upon initialization,0,,0
80e99003b,2013-12-15 00:37:45,Also suppress duplicate messages in initialziation when notice level != default,0,,0
f49099500,2013-12-15 22:18:13,Move bonded groups along with particles,0,,0
0012aa296,2013-12-15 23:10:10,In BondedGroupData  construct table of particle index in group,0,,0
dadad26ad,2013-12-16 11:52:11,Activated new AngleData (compiles),0,,0
1d596c921,2013-12-16 12:43:21,Angle and bond unit tests running,0,,0
e3e8ee318,2013-12-16 13:20:36,harnmonic angle unit test compiles,0,,0
9bebe393a,2013-12-16 14:33:27,Suppress rank output in error and warning messages when there is only one rank,1,,0
fff534034,2013-12-16 14:45:07,All angle and bond unit tests OK (single GPU),0,,0
26c7a7fc7,2013-12-16 16:51:08,Converted dihedrals and impropers to new templated Dihedral/ImproperData,0,,0
ee28c14d6,2013-12-16 17:16:06,c++ and script unit tests running with dihedrals and impropers,0,,0
a2527e465,2013-12-16 17:37:34,Fixed small bug in HOOMDBinaryInitializer,1,,1
8c8ceeb68,2013-12-16 22:30:28,Fix initialization with 0 particles in a domain,1,,1
a8b2e082e,2013-12-16 22:50:22,Suppress warning about duplicate python export,0,,0
b1d84843e,2013-12-16 23:25:36,More informative error message for incomplete groups,1,,0
68191d505,2013-12-17 00:30:10,Fixed bug - ParticleData::setPosition() not working correctly,1,,1
d1106630f,2013-12-17 00:34:40,extra safety for moving particles between domains,0,,0
bfca2253a,2013-12-17 01:02:44,Fixed bug in moving groups and forgotten return statement,1,,1
2aeded220,2013-12-17 01:36:11,Fixed bug in moving bonded groups,1,,1
a1691eb14,2013-12-17 01:57:52,Fixed (last?) bug in moving bonded groups,1,,1
19086ecbe,2013-12-17 16:13:40,fixed bug in MSD analyzer for MPI runs,1,,1
397ae07bc,2013-12-20 07:17:09,Further bug-fixing,0,,1
7f88234a4,2013-12-20 10:33:44,Further debugging for zero ptls on a rank,0,,0
d03db5a75,2013-12-20 12:38:56,fix runs where there are zero ptls on one rank,1,,1
96b82c241,2013-12-20 12:44:36,Fix warning message in MPI at end of simulation,1,,0
6f8a8bb7e,2013-12-20 13:19:27,More fixes for zero particles,1,,0
fbbe43814,2013-12-20 23:53:50,Fixed order of kernel launch arguments in GPU group communication,1,,0
438e6d69a,2013-12-22 20:23:29,Safer handling of boundary conditions for ghosts,0,,0
aec4078dd,2013-12-22 21:16:10,Fixed bug in PotentialPairGPU,1,,1
7b0d74dae,2013-12-23 20:45:35,Fixed silly mistake in NeighborList,1,,0
041273564,2013-12-23 22:06:02,Re-initialize ghosts properly after second run() in same script,0,,0
012b2b323,2013-12-23 22:13:20,Cached Allocator: when memory is exhausted  eliminate largest blocks first,0,,0
6c2fe8853,2013-12-23 22:40:27,Also re-initalize ghosts in computeAccelerations(),0,,0
539bc84ee,2013-12-26 04:58:05,Use local box in pair potentials again,0,,0
ae36976ba,2013-12-26 09:06:33,Fix bug in handling of boundary conditions in CommunicatorGPU,1,,1
9ff6b9ff7,2013-12-26 09:10:33,Fixed bug in PotentialBondGPU,1,,1
d9d5f703e,2013-12-26 09:13:36,Merge branch 'master' into refactor_groups,0,,0
309fe26b0,2013-12-26 16:34:41,Fixed script unit tests,1,,0
7511e93ff,2013-12-27 00:38:15,Display error messages when trying to find MPI,1,,0
a49c3fbff,2013-12-27 05:34:30,Fix compilation error with ENABLE_MPI_CUDA,1,,1
1b92308fc,2013-12-28 09:52:39,enabled and tested group communication in base class Communicator,0,,0
62c1bbbe3,2013-12-31 03:55:05,Install moderngpu in separate directory,0,,0
8048b99b3,2014-01-02 13:44:39,Moved moderngpu one level up into extern/,0,,0
271d34645,2014-01-02 13:45:16,Fixed plugin API,1,,0
34e8fea65,2014-01-04 15:52:29,added getRBuff method to Communicator,0,,0
d42787e8d,2014-01-04 17:18:44,Synchronize autotuner results over MPI,0,,0
08a15736b,2014-01-05 19:57:14,Changes for more reproducible profiling,0,,0
1ffa66794,2014-01-07 14:21:55,Additional profiling statements for SCORE-P,0,,0
1a4efea77,2014-01-08 14:43:24,Removed an excess semicolon in HOOMDBinaryInitializer,0,,0
819eb5fb6,2014-01-08 14:49:55,Fixed potential performance bug on kepler,1,,1
d4bd8efcb,2014-01-08 20:08:55,Fixed unnecessary sync calls in NeighborList due to Autotuner,1,,0
003c5264c,2014-01-09 10:24:20,enable autotuner syncing in PotentialPairGPU,0,,0
53cbd391e,2014-01-09 12:25:57,Compute node-local domain decomposition,0,,0
38da230a4,2014-01-09 16:55:53,Enabled two-level grid,0,,0
b2dfb9a5f,2014-01-09 17:09:25,Added command line option --onelevel to disable twolevel decomposition,0,,0
aab748459,2014-01-09 23:57:46,Optimizations for CUDA proxy,0,,0
40abbb537,2014-01-10 13:27:21,Forgot to remove debug print,0,,0
600f3639b,2014-01-10 14:50:29,Fixed bug with data access API and MPI,1,,1
de879fcf1,2014-01-10 15:30:56,Added methods to NeighborListGPUBinnned and PotentialPairGPU to override tuning parameters,0,,0
4585cb88d,2014-01-10 19:06:01,Fix bug - --linear option not working,1,,1
b81da1572,2014-01-10 21:15:29,Optimizations for ENABLE_MPI_CUDA,0,,0
0250b154e,2014-01-10 22:35:29,reduce synchronization delays in ComputeThermo,0,,0
4e74dca38,2014-01-10 22:52:23,Merge branch 'refactor_groups' of https://codeblue.umich.edu/git/hoomd-blue into refactor_groups,0,,0
d29ffcceb,2014-01-11 03:14:31,Enable CUDA-aware MPI on CRAY,0,,0
f36e7b608,2014-01-11 04:38:13,Debug output of DomainDecomposition,0,,0
94274d467,2014-01-11 05:12:20,MPI_CUDA: remove warning about dimensionality,0,,0
fa15e4ae4,2014-01-11 05:13:24,MPI_CUDA: Do not reset device before  MPI_Finalize(),0,,0
8e2643046,2014-01-11 13:36:19,re-enable user-choice of number of communication stages,0,,0
18545cbc1,2014-01-11 13:46:44,Merge branch 'refactor_groups' of https://codeblue.umich.edu/git/hoomd-blue into refactor_groups,0,,0
113a7593e,2014-01-11 15:39:22,Fix multi-stage communication,1,,1
0444904d5,2014-01-11 18:37:04,autotune NVE,0,,0
c61fba830,2014-01-11 18:38:26,Change noticelevel of node ranks,0,,0
a3fd65ca6,2014-01-11 18:48:55,Autotune NVT,0,,0
2aac42b82,2014-01-11 19:53:33,Optimized ghost exchange (mgpu mergesort instead of seg sort),0,,0
5c4757443,2014-01-11 21:35:27,Optimizing (?) TwoStepNVT,0,,0
cac888b3b,2014-01-11 22:12:18,Synchronize nlist tuning over MPI,0,,0
bba10a9ec,2014-01-11 22:43:46,Use CUDA instead of thrust for one kernel in particle migration,0,,0
f6f1f674e,2014-01-12 11:03:20,Move distance check inside ghost update communication phase,0,,0
5d809e466,2014-01-12 11:46:02,Move NVT ComputeThermo update in communication phase,0,,0
cd3b2ddef,2014-01-12 20:59:59,ComputeThermo and distance check: separate computation and communication,0,,0
b5a4490b3,2014-01-13 08:45:27,Fixed bug in Communicator: do not update ghosts after sorting particles,1,,1
0c3fe7630,2014-01-13 08:53:56,Use mapped memory for thermodynamic properties,0,,0
51c227c72,2014-01-13 19:16:22,Removed unused shared memory request from TwoStepNVT kernel,0,,0
0733ef16b,2014-01-13 20:43:03,Move MPI detection upwards in CMake,0,,0
423771419,2014-01-13 20:59:18,enable MVAPICH2 GPUdirect RDMA using environment variable,0,,0
c624f10a1,2014-01-15 11:25:47,Merge branch 'refactor_groups' of https://codeblue.umich.edu/git/hoomd-blue into refactor_groups,0,,0
946ecd143,2014-01-16 01:09:08,Overlap *synchronization* and computation,0,,0
741a3b95e,2014-01-17 09:42:55,Fix bug in logging of external energy,1,,1
cd7d6069d,2014-01-18 02:07:18,Tentatively fixed bug in PotentialPairGPU with overlapping pair force computation,1,,1
2d2d3a9a3,2014-01-18 02:09:00,Merge branch 'refactor_groups' of https://codeblue.umich.edu/git/hoomd-blue into refactor_groups,0,,0
dbd19e17f,2014-01-18 02:55:51,Fixed problems with previous commit,1,,0
6cf97b96e,2014-01-18 03:32:57,Move back MPI allreduce to distanceCheck() to correctly count normal/forced updates,0,,0
90c266c85,2014-01-18 04:00:13,Split distance check into kernel schedule and GPU sync,0,,0
845078a4b,2014-01-18 22:20:33,In DomainDecomposition  do NOT make the assumption that intra-node communication is infinitely fast,0,,0
a5a7beb3e,2014-01-18 22:24:17,Fix potential problem where neighbor list could be built unnecessarily,1,,1
8bf09755c,2014-01-18 22:25:08,simplifed needsUpdating(),0,,0
0ae2a807d,2014-01-18 22:25:50,Extra saftey check to not reduce thermodynamic quantities multiple times,0,,0
5f49fc8ea,2014-01-19 15:31:03,Micro-optimization: overlap ComputeThermo with communication,0,,0
9f67bba9f,2014-01-19 19:18:14,Also fix ldg bug in NeighborListGPUBinned,1,,1
9d248839d,2014-01-19 20:01:10,Only check distance if needed,0,,0
8c9999d19,2014-01-19 20:19:55,Fixed bug in distance check,1,,1
4335d906e,2014-01-19 20:52:58,Enable __ldg() on SM 3.5,0,,0
a1d9948e8,2014-01-19 21:21:17,Fixed bug where garbage collector doesn't clean up all objects in MPI NVT simulations,1,,1
4391a09fb,2014-01-21 12:49:30,Merge branch 'master' of https://codeblue.umich.edu/git/hoomd-blue into pair_pot,0,,0
53477e49f,2014-01-23 12:46:57,Update nighly builds,0,,0
589bb0d1b,2014-01-23 15:42:08,Disable MPI in binary builds,0,,0
914a212d4,2014-01-23 15:55:40,Update deb build script to upload to versioned dir,0,,0
9d561dd67,2014-01-23 16:01:47,Forgot deb_build_tag,0,,0
76339f2da,2014-01-24 08:40:03,Updates to hopefully build deb on Ubuntu 12.04,0,,0
4f43780ab,2014-01-24 13:11:05,Enable MPI in packaged builds,0,,0
599803fb0,2014-01-24 13:24:14,Remove requirement on CMake 2.8,0,,0
ae9307839,2014-01-24 13:33:20,Fix the imported FindMPI so that it works,1,,1
e54e96f37,2014-01-24 13:51:26,Add default search for openmpi,0,,0
b831852f4,2014-01-27 10:13:20,Fixed bug in partition handling,1,,1
6659b28fa,2014-01-27 14:33:33,Update install guide for 1.0,0,,0
bed3f138b,2014-01-28 08:45:50,Clean up EOL whitespace and tabs,0,,0
13d80c605,2014-01-28 08:46:07,Merge branch 'refactor_groups',0,,0
76599bb70,2014-01-28 08:48:42,Default OpenMP OFF,0,,0
b7aba30d8,2014-01-28 09:00:06,Default doxygen builds off.,0,,0
953d32340,2014-01-28 09:24:30,Update mac compile guide,0,,0
44d6c5197,2014-01-28 09:24:49,Remove raw_input from benchmarks,0,,0
d9fe62505,2014-01-28 09:53:21,Add openmpi path setting to mac build instructions,0,,0
