hash,time,message,keyword_buggy,human_buggy,fastread_buggy
7ddd352,2017-11-03 22:20:46,Upgrade check_list (features replaced by topics).,0,,0
59ea89c,2017-11-04 10:00:07,Merge branch 'release-8.6.1' into develop,0,,0
c2d609f,2017-11-04 10:02:52,Initialize v8.6.2 (in hotfix-8.6),0,,0
6841b1c,2017-11-04 10:25:21,Merge npike/develop/3b24 into _npike,0,,0
4e2de5e,2017-11-04 10:26:34,Tune tolerance nline of v3#40,0,,0
f560a97,2017-11-04 20:55:51,Adjust tolerance for test v8#81,0,,0
a04fbe8,2017-11-04 21:40:26,Modify test v6#67 for lack of portability on bob openmp,0,,0
9a28622,2017-11-04 21:44:54,Merge branch 'hotfix-8.6' into develop,0,,0
6968644.0,2017-11-05 06:54:30,Merge branch 'develop' into ace_2,0,,0
5c57453,2017-11-05 09:41:30,Define sigma_mixing as a member of sigparams_t,0,,0
19b440c,2017-11-05 15:15:14,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into ddk,0,,0
8a2ebd9,2017-11-05 15:18:12,workaround for internal compiler error with gcc <= 4.8,1,,1
ecb6672,2017-11-05 15:18:20,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0,,0
8e83f02,2017-11-05 21:32:09,Fix typo,1,,0
e24f6e4,2017-11-05 21:37:03,Correct doc,0,,1
ad9fa5e,2017-11-06 06:05:48,Read ixc_adv  and prepare its use in calc_sigx_me. Tests execute correctly.,0,,0
269de61,2017-11-06 06:10:43,Modify tests libxc #41-43  to read ixc_adv. Also references are modified. Tests execute correctly.,0,,0
d466d28,2017-11-06 06:53:45,icutcoul is now set to 5 when HSE is done on top of GW,0,,0
165921b,2017-11-06 08:23:47,Has to deal with istwfk  then nspinor  for test v8[80],0,,0
dc0d733,2017-11-06 08:28:04,debug state,0,,1
2cdae42,2017-11-06 08:43:16,Debug,0,,1
5dd9ac1,2017-11-06 08:51:14,Debug,0,,1
d3465aa,2017-11-06 08:59:36,Debug,0,,1
05d533b,2017-11-06 09:07:22,Debug,0,,1
bd6bcc7,2017-11-06 09:08:15,Debug,0,,1
14c72b0,2017-11-06 09:09:39,Debug,0,,1
4.879e+94,2017-11-06 09:26:53,Prevent attacking rhotoxc with GGA nspden=4 and requirement of XC kernel,0,,0
2e4ccc4,2017-11-06 10:10:55,Test v8#80 working.,0,,0
c22d403,2017-11-06 10:34:46,debug on farmtest,0,,1
0b2158b,2017-11-06 11:17:33,Use ixc_adv and related parameters in calc_vhxc_me,0,,0
d13b598,2017-11-06 11:57:41,Suppress missing links.,0,,0
c232862,2017-11-06 12:23:58,Optional argument was missing for size_dvxc. Initialize the ixc_adv of calc_vhxc_me using the optional features of libxc.,0,,0
d0bcda4,2017-11-06 13:08:05,Fix issues linked with optional arguments xc_funcs. Now all tests pass  and the xc_funcs is used systematically  including for the GW part (sigma matrix elements).,1,,1
e230ee6,2017-11-06 16:18:32,Fix bugs. Now all libxc tests pass,1,,1
f4a1e6f,2017-11-06 18:20:22,Suppress gwfockmix in libxc#43,0,,0
ce384f0,2017-11-06 18:24:47,Clean calc_vhxc_me.F90,0,,0
55b6d81,2017-11-06 18:43:59,Clean gwfockmix.,0,,0
3c6b520,2017-11-06 19:15:48,Merge branch 'hotfix-8.6' into develop,0,,0
a9b618c,2017-11-06 19:17:32,Merge branch 'develop' into ace_4,0,,0
1019b07,2017-11-06 20:52:11,Adjust tolerance for tutorial positron#4,0,,0
e1a544b,2017-11-06 22:14:59,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into ddk,0,,0
5a35286,2017-11-07 00:30:10,Finalize netcdf format for optic,0,,0
46adde8,2017-11-07 06:19:33,Clean the developments for gwcalctyp *5   before merge request.,0,,0
