hash,time,message,buggy
9e45641,2016-08-25 10:05:37,Update DiffPhysics::time_evolving to store time order,0
4fb2e2f,2016-08-25 10:31:49,Add DiffSystem::time_evolving() overrides,0
f711b27,2016-08-25 10:47:16,Add UnsteadySolver hooks for specifying var order,0
78113a0,2016-08-25 10:56:20,Indicate time order to UnsteadySolver,0
e9bfca0,2016-08-25 13:02:25,Make space for DiffContext second order var accels,0
bf0ddd7,2016-08-25 15:21:08,Add FirstOrderUnsteadySolver::init() override,0
12040cb,2016-08-25 15:22:00,Add new FirstOrderUnsteadySolver source and bootstrap,0
654db99,2016-09-18 23:43:12,Rework CheckpointIO a bit to make it more conducive toward working as a splitting format,0
d7ee4e8,2016-09-19 00:18:29,Add the ability to set the processor_id and n_procs for CheckpointIO,0
6d87d35,2016-09-19 17:10:10,Fixup CheckpointIO again to make it work properly for serial,0
35ce521,2016-09-20 15:19:28,More fixes for CheckpointIO parallel writing.,0
0e4af23,2016-09-23 13:29:23,Some optimization of Parallel CheckpointIO writing,0
84f7a96,2016-09-27 12:19:38,Add splitter app for splitting mesh files into parallel CheckpointIO partitions,0
0735e55,2016-09-27 12:19:49,Makefile updates for splitter app,0
ca61348,2016-09-27 20:34:49,PointNeighborCoupling class,0
349419b,2016-09-27 20:35:16,Build PointNeighborCoupling code,0
7d6695b,2016-09-27 20:40:16,Re-bootstrap,0
d00137d,2016-10-24 11:11:59,Some small updates to read_ref_elem().,0
de0f71f,2016-10-24 11:28:22,fix operator= for vecs with nonlocal state,0
ce1d9dd,2016-10-24 14:54:21,Merge pull request #1132 from rwcarlsen/fix-op-eq,0
6c2c460,2016-10-24 15:36:35,Use UniquePtr to manage helper class lifetimes in ExodusII_IO and Nemesis_IO.,0
9a3930e,2016-10-24 15:44:30,Merge pull request #1133 from jwpeterson/reference_elem,0
47663c2,2016-10-24 16:37:00,Treat empty _dof_coupling as full _dof_coupling,0
9768197,2016-10-24 17:33:22,Optionally skip find_neighbors in MeshBase::read,0
e867f9c,2016-10-24 17:56:25,Added 'target' spectrum positions,0
4575b72,2016-10-24 23:03:20,Merge pull request #1136 from dknez/skip_find_neighbors_in_read,0
57a795b,2016-10-25 08:16:11,Merge pull request #1135 from jwpeterson/unique_helper,0
66af865,2016-10-25 09:53:41,Update citations.,0
b64cb69,2016-10-25 10:16:00,Merge branch 'set_initial_space',0
4da7227,2016-10-25 10:45:55,Add PointNeighborCoupling unit test,0
68fc793,2016-10-25 10:47:14,Build and run PointNeighborCoupling test,0
9df0a07,2016-10-25 10:58:18,Re-bootstrap,0
53834a1,2016-10-25 11:04:13,Add option to set initial guess for the SLEPc eigensolver.,0
2d2f1ec,2016-10-25 21:42:17,Leave _default_evaluating->_dof_coupling == NULL,0
2a9eb87,2016-10-26 00:32:22,Avoid unused variable warning in some configs.,0
562c4ad,2016-10-26 00:32:35,Disallow renumbering of GMV meshes in non-deprecated way.,0
26b0bb4,2016-10-26 00:32:46,Use std::vector in GMVIO instead of manually managing memory.,0
fd44b19,2016-10-26 00:32:54,Fix binary writing of GMV files.,0
680f909,2016-10-26 08:36:00,Merge pull request #1140 from jwpeterson/gmv_delete,0
430a7dd,2016-10-26 08:58:30,Bugfix merges of NULL+non-null CouplingMatrix,0
981b255,2016-10-26 09:15:04,Fix spacing/indentation issues.,0
e98e2bb,2016-10-26 09:17:50,Merge pull request #1134 from roystgnr/handle_empty_dof_coupling,0
c2a08b1,2016-10-26 09:23:10,Merge branch 'pos_target',0
d115ccc,2016-10-26 10:02:08,Guard use EPS_TARGET_XXX to SLEPc >= 3.1.,0
2614ad9,2016-10-26 10:06:18,eigenproblems_ex2 is already wrapped in ifdefs.,0
2148bdb,2016-10-26 10:14:25,Always check for successful cast.,0
6f9f1f2,2016-10-26 11:10:34,Fix remaining C-style comments.,0
6e92862,2016-10-26 11:14:10,Merge branch 'slepc_misc',0
11c7afd,2016-10-26 11:32:27,Merge pull request #1139 from roystgnr/safer_algebraic_coupling,0
5866cf6,2016-10-26 11:51:22,fix for distcheck,0
0c1355e,2016-10-26 12:25:02,Use UniquePtr to automatically manage lifetime of _periodic_boundaries.,0
09ea823,2016-10-26 12:31:20,Use UniquePtr to automatically manage lifetime of _dirichlet_boundaries.,0
ef54050,2016-10-26 12:52:54,Manage lifetime of tetgen_output object with a UniquePtr.,0
d01ed87,2016-10-26 13:00:17,Merge branch 'tetgen_unique',0
6c2beb6,2016-10-26 13:04:30,Manage lifetime of _pmetis pointer with UniquePtr.,0
c59d1c1,2016-10-26 13:20:22,Manage lifetime of _fe and _qrule in RBEIMAssembly with UniquePtr.,0
99ef670,2016-10-26 13:32:16,Manage lifetime of _mesh_function in RBEIMConstruction with UniquePtr.,0
3fa9220,2016-10-26 13:43:53,Remove unnecessary release/delete idiom.,0
d8459f4,2016-10-26 13:59:26,Manage subprecond_matrix lifetime with a UniquePtr.,0
cc7584a,2016-10-26 14:15:22,MatSetTransposeNullSpace requires PETSc >= 3.6.,0
9ec197a,2016-10-26 14:26:21,Merge pull request #1141 from jwpeterson/unique_boundaries,0
e478f82,2016-10-26 14:59:03,Manage lifetime of matrix_A and matrix_B with UniquePtrs.,0
ce95843,2016-10-26 15:22:26,Manage the lifetime of _edge_qrule with a UniquePtr.,0
76059a6,2016-10-26 15:54:24,Use a UniquePtr to manage the lifetime of xdrs in the Xdr class.,0
76eae43,2016-10-26 16:01:12,Avoid dynamic memory allocation for fixed length array.,0
523ebdb,2016-10-26 16:56:45,Manage the lifetime of EpetraVector::_map with a UniquePtr.,0
d961c3d,2016-10-26 17:19:45,Merge pull request #1142 from jwpeterson/guard_petsc,0
0927af7,2016-10-27 07:27:31,Merge pull request #1107 from roystgnr/point_neighbor_coupling,0
9ba8fb4,2016-10-27 09:21:09,fix for distcheck,0
85dbadd,2016-10-27 09:28:26,fix for --disable-optional,0
b890605,2016-10-27 09:59:34,fix for --disable-amr,0
186335f,2016-10-27 10:14:32,Test updated traffic collection script.,0
11b1944,2016-10-27 12:53:32,Merge pull request #1143 from jwpeterson/uniquify,0
82e3be9,2016-10-27 16:19:41,Deprecate ImplicitSystem::get_linear_solver().,0
7cf702d,2016-10-27 16:55:32,Fix scripting atavism,0
03266f4,2016-10-27 16:56:52,Fix unique_id setting in all_tri(),0
6f9c020,2016-10-27 16:57:51,Fix heisenbug in all_tri(),0
bd5447c,2016-10-27 20:54:01,Merge pull request #1144 from roystgnr/fix_all_tri,0
d04985b,2016-10-28 08:39:36,fix shim constructor for when fparser is not available,0
4cd8af3,2016-10-28 14:36:49,Merge pull request #1145 from jwpeterson/get_linear_solver,0
93954d7,2016-10-28 14:59:45,Add TRI3  QUAD4 cases to Szabab case statements.,0
406d9cb,2016-10-28 15:37:17,Fix for new UniquePtr member in ENABLE_SLEPC case,0
753e29d,2016-10-28 16:30:26,Merge pull request #1147 from roystgnr/enable_slepc_fix,0
ca11037,2016-10-28 21:19:45,Merge pull request #1148 from jwpeterson/szabab,0
c067132,2016-10-31 08:32:50,Update citations.,0
f493d85,2016-10-31 09:10:18,Update traffic.,0
0fff089,2016-11-01 08:48:25,Update citations.,0
78a89d6,2016-11-01 08:54:49,Update statistics for Oct 2016.,0
88b953b,2016-11-01 09:27:20,Regenerate publications website.,0
3099d33,2016-11-02 12:48:16,build_InfFE in FEMContext when necessary,0
326387c,2016-11-02 12:49:07,Adding Elem::is_mid_infinite_edge_node(),0
8e3a0a9,2016-11-02 12:49:51,infinite-edge-node-aware parent_bracketing_nodes,0
66cdacf,2016-11-02 12:56:37,Remove overzealous InfFE assert,0
7d98795,2016-11-02 13:02:05,radial_pts option in init_radial_shape_functions,0
3f4fda1,2016-11-02 13:03:19,InfFE::reinit() should support pts argument,0
08f4bd8,2016-11-02 13:04:22,InfFE::combine_base_radial() without qrules,0
e81ba90,2016-11-02 14:52:22,Fixes for --disable-ifem configuration,0
3a90559,2016-11-02 16:19:27,Try local projections when needed on InfFE,0
87ffa2d,2016-11-07 08:19:43,Update citations.,0
3f3e1b1,2016-11-07 08:24:55,Update traffic.,0
5b5c132,2016-11-07 10:46:03,ifdef to handle --disable-periodic case,0
7f27a6b,2016-11-07 10:57:58,get() underlying pointer before testing smart ptr,0
a70dae9,2016-11-07 13:08:51,Use TOLERANCE in systems_of_equations_ex3,0
c71a4fe,2016-11-08 12:16:17,Using os_unfair_lock on mac OS X Sierra,0
bf49639,2016-11-08 14:56:12,Merge pull request #1154 from libMesh/andrsd/sierra-spin-lock,0
08f7bb7,2016-11-09 15:17:13,Allow virtual methods for edge_fe_reinit() and elem_fe_reinit(),0
ecd5682,2016-11-10 09:38:59,Merge pull request #1152 from roystgnr/auto_ptr_fix,0
7d4ce47,2016-11-10 09:40:35,Merge pull request #1150 from roystgnr/adaptive_inf_fem,0
846bb4f,2016-11-10 09:40:57,Merge pull request #1151 from roystgnr/disable_periodic_fix,0
657124d,2016-11-10 09:41:06,Merge pull request #1153 from roystgnr/variable_systems_ex3_tol,0
ff59ce1,2016-11-10 10:52:25,NonlinearImplicitSystem::ComputeVectorSubspace as an abstract class,0
ec82973,2016-11-10 13:25:15,Merge pull request #1155 from balborian/patch-1,0
c9d4d1a,2016-11-10 16:35:57,Update .mailmap.,0
5d7e734,2016-11-10 16:56:56,Merge pull request #1156 from balborian/patch-2,0
4fdf0da,2016-11-14 08:00:55,Update traffic.,0
e0d761f,2016-11-14 11:08:02,"Fix ""maybe uninitialized"" warning from GCC 5.3.0.",0
d9d8ce5,2016-11-14 12:17:52,Avoid deprecated-declaration warnings in nanoflann examples.,0
690a8bb,2016-11-14 13:21:44,Merge pull request #1157 from jwpeterson/fix_warning,0
d25b578,2016-11-14 15:38:07,Don't try to run CLOUGH with threads,0
b2a36db,2016-11-14 16:20:40,Enable 1D HERMITE elements of arbitrary p,0
1a8f034,2016-11-14 16:21:46,1D hp tests in examples,0
b2af793,2016-11-14 16:23:41,Avoid unused variable warnings in opt mode,0
0e38687,2016-11-15 07:56:25,Merge pull request #1158 from roystgnr/adaptivity_ex4_changes,0
9b31174,2016-11-16 10:10:34,Report the unique_id in Elem::get_info().,0
559d5d7,2016-11-16 10:11:25,Write out elements connected to local elements,0
ac6c6d9,2016-11-16 10:14:54,Fix spacing/indentation in splitter app.,0
34418c0,2016-11-16 10:19:09,Remove unnecessary headers from splitter app.,0
27e4b01,2016-11-16 13:40:14,Fix for/if statement spacing.,0
09a5dcd,2016-11-16 13:54:00,Make writing files from splitter app the default.,0
