hash,time,message,buggy
309d290,2013-04-12 10:55:29,Merge branch 'stitch_mesh' of https://github.com/jwpeterson/libmesh,0
4532ba8,2013-04-12 18:17:33,Merge branch 'stitch_mesh' of https://github.com/jwpeterson/libmesh,0
49879b2,2013-04-14 18:53:03,Merge branch 'master' of github.com:libMesh/libmesh,0
5800f4d,2013-04-20 23:30:56,Merge branch 'master' of github.com:libMesh/libmesh,0
1fc8f2f,2013-06-03 21:56:50,Merge branch 'master' of github.com:libMesh/libmesh,0
bb96e8a,2013-06-03 23:06:54,Added miscellaneous_ex9: Example that demonstrates a discontinuity on an internal mesh interface  which requires the sparsity pattern to be augmented.,0
c6efcee,2013-06-30 09:13:39,changes from running bootstrap for pthread api,0
8612184,2013-06-30 09:27:31,actual code changes and additions for pthread api,0
ca20a3f,2013-07-01 10:48:42,Small bug fixes for pthreads,0
7400547,2013-07-02 14:57:42,Make objects in FEMContext private  forcing users to the use API that was finalized in #108.,0
a813694,2013-07-02 15:06:19,adding ability to get unique id for pthreads,0
56aaf2b,2013-07-04 22:00:38,"Revert ""Update NEWS for FEMContext API.""",0
be7f017,2013-07-05 14:48:42,add in spin mutex specialization for osx,0
5d3ee6a,2013-07-05 18:38:28,implement spinlocks for everyone else,0
c20f820,2013-07-06 14:19:46,small fix for threading on linux,0
fe6c3c9,2013-07-08 16:14:57,make pthread_unique_id thread safe,0
ca2b105,2013-07-18 10:30:46,bump version in master to 0.9.3-pre,0
70d4be3,2013-07-18 10:31:41,Merge pull request #106 from dknez/miscellaneous_ex9,0
d15cd98,2013-07-18 10:59:19,incorporate misc_ex9 to build environment,0
fb5e176,2013-07-18 11:25:31,Merge pull request #110 from pbauman/no_really_privatize_fem_context,0
96115b6,2013-07-18 13:17:32,Note update on FEMContext public members going private.,0
8050c9a,2013-07-19 14:41:08,Bugfix for adjoints_ex4 adaptive refinement,0
8e3a4fd,2013-07-19 14:41:40,Fix and reenable AdjointRefinementEE splitting,0
edc3346,2013-07-19 15:03:34,Cut-n-paste typo fix in adjoints_ex4,0
c7584a8,2013-07-19 17:42:33,Dirichlet bugfix on refined meshes,0
2bdd4cc,2013-07-19 17:44:11,AdjointRefinementEE bugfix,0
3c4f3cf,2013-07-22 15:49:51,combine thread defines,0
29ba079,2013-07-22 17:36:19,Adding Toader 2013 preprint.,0
bbe55a1,2013-07-22 23:18:50,Disable misc_ex9 when Exodus is disabled,0
ea6ba0b,2013-07-22 23:22:01,The new example also requires 3D,0
fb3b2f1,2013-07-23 11:57:45,misc_ex9 fixes for dof_id_type != unsigned int,0
2069713,2013-07-23 12:18:25,Set subdomain id on sides built by Elem::build_side().,0
a7400e8,2013-07-23 13:20:45,more robust m4 cruft  make sure enablepthreads gets turned off when AX_PTHREAD fails,0
37e1930,2013-07-23 13:22:22,generated files for last change,0
8ad4d56,2013-07-23 13:48:51,metis relies on TLS  so invoke it.  required for --disable-tbb,0
52c57b0,2013-07-24 09:05:14,Merge pull request #1 from benkirk/pthread,0
e5d77c4,2013-07-24 09:05:41,Merge pull request #109 from friedmud/pthread,0
6e2baf9,2013-07-24 14:09:24,misc_ex9 currently depends on PETSc,0
c422e42,2013-07-24 14:13:54,misc_ex9 depends on SerialMesh,0
ab43ae3,2013-07-24 17:10:04,APIs for attaching adjoint DirichletBoundary,0
425f872,2013-07-25 12:42:02,Merge pull request #117 from benkirk/eigen_refresh,0
dfea0ef,2013-07-25 13:21:22,adding Eigen 3.2.0 source,0
fe0ae6f,2013-07-25 13:21:55,point to new eigen,0
edcecd6,2013-07-25 13:23:23,removing Eigen 3.1.3 branch,0
bc18a7f,2013-07-25 13:30:09,fix from bootstrap,0
995a349,2013-07-25 14:36:33,Added DofMap::enforce_adjoint_constraints_exactly,0
64715ad,2013-07-25 17:51:27,Re-refactoring DofMap::_dof_constraints,0
c50c947,2013-07-31 08:20:53,Merge pull request #119 from andrsd/typos,0
e60e903,2013-07-31 09:09:35,Fixing typos,0
4c2f678,2013-07-31 09:30:09,Making residual/jacobian zero-outing configurable,0
f800d57,2013-07-31 11:20:45,rbOOmit change: Added subdomain dependency to RBParametrizedFunction  and propagated that change into the EIM code.,0
edfcab5,2013-07-31 12:58:29,Tidy up the PetscNonlinearSolver class,0
ff23a71,2013-07-31 16:03:45,Merge pull request #120 from andrsd/zero-out-res-jac-in-petsc-nonlin-solver,0
d1c98cf,2013-07-31 16:03:59,Re-applied weird regression of NEWS in 72dcf7d,0
f06fa0a,2013-07-31 17:01:48,Adding Dickson 2013 report.,0
91e664c,2013-07-31 18:46:26,rbOOmit change: Made argument const for consistency.,0
688381a,2013-08-02 09:51:37,Finalizing Corsini 2013.,0
f82935c,2013-08-02 09:54:16,Updating publications web page for Aug 2013.,0
ee336c6,2013-08-02 10:00:16,Updating statistics for July 2013.,0
b929a0c,2013-08-05 09:14:28,Adding URLs.,0
aa1e8b7,2013-08-05 15:43:24,Bugfix in adjoint Dirichlet boundary resize,0
f52ec67,2013-08-05 15:43:49,More  more robust Dirichlet boundary accessors,0
48daf62,2013-08-05 16:08:27,Starting to use adjoint BCs in sensitivity calcs,0
0079cc6,2013-08-07 08:15:18,Adding J. Huber dissertation.,0
3948082,2013-08-07 08:32:38,Adding Rutledge  2013.,0
43db8e7,2013-08-07 11:00:28,Updated threads.h to trigger thread safe useage of fparser,0
9713b7d,2013-08-07 12:19:48,Merge pull request #122 from aeslaughter/fparser_threading,0
789ecf5,2013-08-07 14:52:29,Merge pull request #123 from benkirk/fparser_thread_fix,0
22c4e01,2013-08-07 16:35:17,Adding simple support for copying elemental solutions from exodus files,0
3adecae,2013-08-07 16:41:55,move definition of LIBMESH_USING_THREADS,0
d938201,2013-08-07 16:45:33,move FP_USE_THREAD_SAFE_EVAL definition,0
ec6d0fa,2013-08-08 09:14:37,Adding a check if exodus file was opened before calling copy_nodal_solution(),0
b120419,2013-08-08 09:30:59,Merge pull request #124 from andrsd/elem-vars,0
08b6ecd,2013-08-08 10:31:46,Use multiple lines (with line continuation characters) for macros in libmesh_common.h,0
0a6c86d,2013-08-08 12:12:17,Merge pull request #127 from dknez/stitch_surfaces,0
f5454c4,2013-08-08 14:50:11,Merge pull request #126 from jwpeterson/multiline_macros,0
fcea919,2013-08-08 15:10:09,Call MPI_Abort() from the terminate_handler() to take care of implementations which do not unwind the stack (and therefore never make it to the LibMeshInit destructor).,0
eeb5801,2013-08-08 15:21:33,Bugfixes for rhs evaluations,0
